POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6363,0,0,0,3,12,15,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,19,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,38,0,0,0,0,0,0,21,21,38,3,3,5,0,0,0,43,42,86
POA6365,0,0,0,45,44,93,0,0,0,0,0,0,0,0,0,26,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,3,3,11,6,25,3,0,6,0,0,0,96,111,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,104,244,0,0,3,0,0,0,137,109,251,22,24,46,0,0,0,263,240,506
POA6367,6,0,6,33,38,75,0,0,0,0,0,0,0,0,0,20,21,38,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,9,9,17,11,8,18,0,0,0,74,86,160,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,55,126,0,0,0,0,0,0,73,54,126,18,18,37,0,0,0,172,157,330
POA6368,0,0,0,8,5,16,0,0,0,0,0,0,0,0,0,3,5,10,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,0,0,0,0,0,0,15,19,34,0,5,6,0,0,0,50,41,91
POA6369,0,0,0,51,72,122,0,0,0,0,0,0,0,0,0,47,32,86,15,5,20,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,8,11,0,8,8,4,7,10,0,0,0,124,145,273,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,102,239,4,6,4,0,0,0,140,108,251,69,43,117,0,0,0,340,301,639
POA6370,0,0,0,33,41,76,0,0,0,0,0,0,0,0,0,23,26,51,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,11,13,18,4,0,3,0,0,0,79,91,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,187,0,0,0,0,0,0,101,90,189,45,33,71,0,0,0,223,210,431
POA6372,0,0,0,8,4,13,0,0,0,4,3,4,0,0,0,6,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,20,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,47,0,0,0,0,0,0,25,19,47,15,5,22,0,0,0,67,46,112
POA6373,0,0,0,10,21,31,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,37,0,0,0,0,0,0,20,15,37,0,0,0,0,0,0,40,34,77
POA6375,0,5,4,89,89,177,0,0,0,4,5,7,0,0,0,57,50,105,7,5,11,0,0,0,5,3,9,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,4,0,10,26,24,54,0,3,9,0,0,0,192,197,384,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,182,372,0,0,0,0,0,4,192,183,380,34,38,68,0,0,4,423,422,844
POA6383,0,7,4,55,69,119,0,0,0,11,0,15,0,0,0,51,64,114,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,7,0,0,8,8,4,9,0,0,3,0,0,0,19,26,46,9,4,12,0,0,0,155,188,341,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,154,293,0,0,0,0,0,0,146,154,296,131,134,267,0,0,0,437,479,910
POA6384,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,15,12,23
POA6385,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,16
POA6386,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,0,0,0,0,0,0,16,15,26,21,24,50,0,0,0,53,56,102
POA6390,7,15,21,158,116,273,0,0,0,16,15,31,0,0,0,141,112,253,0,0,0,4,0,8,0,0,5,0,0,0,4,9,10,0,0,0,0,0,9,6,5,5,13,13,22,0,0,0,6,4,10,17,17,33,40,27,70,0,0,0,403,320,724,4,3,5,3,0,9,0,0,0,0,0,0,0,0,0,3,5,8,3,3,8,617,400,1021,3,0,3,0,3,5,624,408,1028,104,89,187,4,0,5,1147,838,1979
POA6391,0,0,0,93,103,196,0,0,0,8,10,16,0,0,0,66,72,140,0,3,5,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,6,3,0,5,0,0,0,0,0,0,15,14,32,18,22,41,0,0,0,209,237,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,200,439,0,0,0,3,0,5,243,201,443,60,61,123,0,0,0,512,500,1014
POA6392,0,0,0,28,33,63,0,0,0,0,0,0,0,0,0,23,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,3,3,17,10,26,0,0,4,0,0,0,74,85,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,73,174,0,0,0,0,0,0,101,73,175,34,44,78,0,0,0,216,202,412
POA6393,0,0,0,4,5,17,0,0,0,0,0,0,0,0,0,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,17,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,57,0,0,0,0,0,0,39,19,57,11,8,19,0,0,0,65,54,120
POA6394,0,0,0,53,41,99,0,0,0,7,3,11,0,0,0,45,28,73,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,4,4,0,0,4,11,16,30,3,4,9,0,0,3,131,112,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,54,147,0,0,0,0,0,0,90,54,147,32,29,61,0,0,0,252,205,451
POA6395,0,3,0,134,151,287,0,0,0,39,22,58,0,0,0,104,120,224,0,0,0,0,0,0,0,0,4,0,0,0,8,10,19,0,0,0,0,0,3,0,0,0,4,3,6,0,0,0,0,0,0,33,43,72,12,8,21,0,0,0,340,355,694,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,8,6,3,15,346,308,656,0,0,0,3,3,5,348,309,654,75,67,140,0,0,0,771,742,1510
POA6396,0,0,0,37,27,67,0,0,0,4,0,3,0,0,0,28,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,3,8,3,3,3,0,0,0,85,61,146,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,156,0,0,0,0,0,0,91,57,155,19,16,35,0,0,0,203,145,351
POA6397,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,57,0,0,0,0,0,0,30,27,57,8,3,17,0,0,0,56,36,91
POA6398,9,5,19,46,46,90,0,0,0,0,4,3,0,0,0,22,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,7,8,18,4,0,5,0,0,0,86,101,181,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,6,3,7,166,139,303,0,4,4,0,0,0,165,144,307,43,20,71,0,4,4,307,277,586
POA6401,12,26,38,450,541,991,0,0,0,44,48,94,62,71,138,718,818,1531,40,38,80,10,16,27,50,52,102,3,9,13,11,20,33,4,3,6,13,10,25,14,11,26,26,35,61,8,22,35,18,21,45,75,109,183,85,148,228,4,5,10,1648,1978,3621,20,14,32,29,27,55,0,0,0,0,0,0,3,0,3,13,19,31,19,19,31,1603,1535,3133,11,8,16,5,15,20,1621,1555,3171,764,447,1210,3,3,6,4109,4065,8173
POA6403,0,0,0,4,8,23,0,0,0,0,0,0,0,0,0,9,13,17,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,4,12,0,0,0,26,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,68,0,0,0,0,0,0,36,33,67,4,6,9,0,0,0,67,74,141
POA6405,0,0,4,28,28,50,0,0,0,4,0,4,0,0,0,11,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,4,0,0,0,0,51,63,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,88,176,0,0,0,0,0,4,90,90,177,16,15,21,0,0,0,150,171,325
POA6407,0,4,4,67,67,139,0,0,0,11,8,15,52,46,101,75,52,126,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,6,3,3,0,3,4,4,3,12,0,0,3,0,0,0,37,32,67,10,14,26,0,0,0,269,236,509,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,4,0,6,225,170,397,0,0,0,0,4,4,231,170,402,34,41,79,0,0,0,540,456,997
POA6409,0,0,0,40,35,67,0,0,0,3,0,3,0,0,0,32,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,4,7,15,24,7,6,13,0,0,0,94,86,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,51,129,0,0,0,0,0,0,83,51,135,33,31,65,0,0,0,209,162,374
POA6410,0,8,6,70,80,152,0,0,0,9,12,15,0,0,0,52,71,121,0,5,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,3,8,7,9,3,7,8,15,22,3,5,3,3,6,10,13,15,32,14,13,23,0,0,0,175,226,404,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,171,406,0,0,0,0,0,0,236,173,408,51,46,100,0,0,0,466,460,924
POA6411,0,0,0,8,8,18,0,0,0,0,0,0,0,0,0,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,3,0,0,0,22,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,47,0,0,0,0,0,0,30,22,47,12,11,23,0,0,0,71,62,131
POA6412,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,8,12,17,11,8,14,0,0,0,30,27,58
POA6413,0,0,0,9,7,10,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,0,0,0,0,0,0,12,5,19,6,4,13,0,0,0,33,25,53
POA6414,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,6,7,9,0,0,0,0,0,0,19,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,27,0,0,0,0,0,0,12,14,27,11,8,14,0,0,0,43,36,77
POA6415,4,4,12,145,168,314,0,0,0,5,6,15,0,0,0,221,218,437,26,23,57,10,0,6,8,11,25,0,0,0,0,4,4,0,0,0,0,0,0,9,3,6,12,7,20,5,0,10,32,35,65,46,64,107,36,40,73,0,0,0,553,591,1145,0,7,8,9,5,11,0,0,0,0,0,0,0,0,4,3,0,10,6,5,9,669,564,1233,10,0,10,4,7,8,682,569,1249,189,172,361,0,3,3,1453,1351,2801
POA6418,0,0,0,63,53,121,0,0,0,5,0,5,0,0,0,51,49,101,5,9,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,6,9,0,4,10,3,6,9,14,12,29,17,17,33,0,0,0,170,162,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,172,125,298,0,0,0,0,0,0,172,125,298,71,38,108,0,0,0,410,331,741
POA6419,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,14,7,22,4,3,13,0,0,0,32,21,50
POA6420,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,9,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,34,0,0,0,0,0,0,19,13,34,5,0,4,0,0,0,41,32,71
POA6421,0,0,0,6,11,20,0,0,0,0,0,0,0,0,0,9,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,5,4,0,3,0,0,0,0,0,0,29,38,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,23,53,0,0,0,0,0,0,33,23,53,11,16,29,0,0,0,78,77,149
POA6422,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,19,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,0,0,0,0,0,0,11,13,26,4,0,5,0,0,0,34,32,66
POA6423,0,0,0,25,14,46,0,0,0,3,0,3,0,0,0,24,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,0,0,0,0,0,0,6,6,8,3,0,3,0,0,0,61,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,33,112,0,0,0,0,0,0,85,33,111,64,12,80,5,0,5,212,88,297
POA6424,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,15,14,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,10,8,17,0,0,0,0,0,0,12,8,24,7,6,11,0,0,0,33,30,65
POA6425,0,0,0,9,5,21,0,0,0,0,0,0,0,0,0,11,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,20,0,0,0,0,0,0,14,11,20,0,5,3,0,0,0,40,32,72
POA6426,9,8,12,79,58,129,0,0,0,6,0,12,0,0,0,164,96,264,0,0,0,5,3,5,0,0,0,0,5,5,6,4,12,0,3,4,0,0,5,0,0,0,10,3,11,0,0,5,3,0,8,22,19,39,6,3,9,3,0,8,310,202,510,4,0,9,0,0,5,0,0,0,0,0,0,3,0,3,3,0,0,3,0,4,361,143,503,0,0,0,0,0,3,365,144,512,284,66,346,0,0,0,981,417,1396
POA6427,6,0,4,28,0,23,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,65,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,15,99,0,0,0,0,0,0,82,15,99,130,20,148,0,0,0,277,39,319
POA6428,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,21,0,0,0,0,0,0,14,14,21,10,9,21,0,0,0,28,26,59
POA6429,11,7,17,77,43,113,0,0,0,17,12,31,0,0,0,103,52,158,14,19,36,3,0,4,0,0,0,0,4,6,4,5,9,0,0,0,0,4,10,7,0,6,15,9,24,0,0,0,3,5,11,5,10,18,27,17,45,0,0,0,282,191,478,5,0,5,4,0,4,0,0,0,0,0,0,3,0,9,0,0,0,9,0,7,353,159,514,7,0,7,0,0,0,354,159,518,352,121,472,0,0,0,1009,484,1492
POA6430,96,161,258,815,798,1617,0,0,0,187,212,400,5,9,11,2155,2102,4256,42,75,113,36,35,74,36,44,79,88,106,191,31,39,71,8,7,10,94,89,182,103,115,216,135,133,266,15,24,39,50,54,108,165,195,360,453,536,988,21,18,40,4430,4584,9017,195,168,358,149,94,242,3,3,8,0,5,4,39,41,84,25,33,53,64,79,141,5431,4439,9872,26,21,48,13,20,30,5472,4483,9951,1448,1062,2512,36,32,68,11883,10661,22552
POA6431,6,0,5,59,22,81,0,0,0,5,0,13,0,0,0,98,24,125,11,8,14,4,0,4,0,0,0,0,6,3,6,3,10,0,0,0,20,26,47,0,0,0,5,3,17,0,0,0,0,0,0,15,9,15,104,88,192,0,0,0,331,192,530,4,0,4,3,0,3,0,0,0,20,31,57,0,0,0,0,5,4,25,35,61,425,172,599,6,0,3,0,4,4,429,178,602,344,79,415,3,0,3,1147,481,1628
POA6432,27,42,66,221,201,426,0,0,0,67,66,133,0,3,5,555,515,1072,19,24,47,5,6,12,16,15,37,23,24,47,25,21,42,0,0,0,27,25,52,22,24,49,32,37,65,9,0,6,10,16,27,34,34,63,104,132,236,3,11,13,1175,1159,2338,11,10,21,23,15,36,0,0,0,0,0,0,0,3,9,9,19,24,11,22,31,1808,1434,3243,3,3,7,7,4,7,1821,1448,3263,1014,606,1619,9,4,15,4088,3300,7398
POA6434,0,0,0,22,0,23,0,0,0,3,0,3,0,0,0,48,10,59,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,5,3,0,3,0,0,0,95,14,110,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,31,205,0,0,0,0,0,0,176,31,206,213,64,276,0,4,6,491,113,605
POA6436,6,0,6,11,11,24,0,0,0,0,0,0,0,0,0,16,8,30,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,8,13,0,0,0,51,38,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,24,114,0,0,0,0,0,0,85,30,117,148,37,182,3,0,4,285,106,393
POA6437,5,0,9,78,15,94,0,0,0,8,4,11,0,0,0,136,69,200,0,0,0,3,4,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,4,3,6,8,14,0,0,4,0,0,0,14,4,13,22,3,22,0,5,6,273,115,388,3,0,5,17,10,18,0,0,0,0,0,0,0,0,0,3,5,7,6,5,13,525,178,704,8,0,8,0,0,0,528,178,706,499,135,636,3,0,8,1330,448,1782
POA6438,9,10,22,56,31,85,0,0,0,9,4,10,0,0,0,94,41,134,4,15,16,6,0,3,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,3,0,0,8,8,18,0,0,0,0,6,6,14,17,31,15,15,28,0,0,5,216,140,363,7,0,13,7,3,13,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,329,159,489,0,5,8,0,0,0,335,170,498,837,220,1053,5,0,14,1417,550,1972
POA6440,27,4,33,149,24,175,0,0,0,17,11,31,0,0,0,248,78,326,44,48,91,9,7,11,0,0,4,0,4,3,3,0,0,0,0,0,6,0,6,8,0,11,26,3,31,4,0,4,6,0,7,33,25,56,68,29,99,0,0,0,625,224,848,8,0,8,19,4,27,5,0,5,0,0,0,0,0,0,9,4,13,7,5,14,864,310,1172,9,0,14,4,0,5,876,310,1183,1496,298,1799,18,0,20,3076,855,3929
POA6442,10,15,23,113,104,215,0,0,0,5,3,9,0,0,0,144,134,274,0,0,4,8,6,12,10,19,29,4,7,13,6,4,10,0,0,0,7,3,10,8,4,11,15,12,25,0,0,0,3,0,5,14,18,30,33,39,68,7,9,13,365,353,721,4,0,7,3,13,14,0,0,0,0,0,0,0,0,0,3,7,10,5,7,8,667,536,1202,9,0,8,3,3,11,678,542,1217,535,313,849,3,0,3,1608,1240,2846
POA6443,8,15,22,65,48,107,0,0,0,15,17,34,0,0,0,85,60,153,9,5,12,3,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,7,7,4,9,12,10,6,14,0,0,0,0,6,4,10,8,23,16,3,26,0,0,0,225,166,394,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,4,6,0,4,5,288,154,440,0,0,0,0,0,0,294,150,444,209,105,318,9,5,7,754,448,1201
POA6445,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,18,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,6,0,5,5,0,0,0,33,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,73,0,0,4,0,0,0,39,39,75,8,10,20,0,0,0,77,74,144
POA6446,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,76,0,0,0,0,0,0,34,38,76,3,3,6,0,0,0,61,59,115
