LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA57140,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,12,6,31,27,12,6,0,0,0,0,0,4,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,3,0,0,0,0,0,0,12,0,0,4,6,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,0,10,0,0,0,5,3,3,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57210,3,3,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,14,29,16,73,110,71,43,14,0,0,0,0,23,367,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,4,3,0,0,0,0,0,0,15,0,0,8,7,0,4,0,0,0,0,0,0,21,0,0,9,19,12,5,0,0,0,0,0,3,54,0,0,5,15,8,9,0,0,0,0,0,0,37,0,0,0,10,8,11,0,0,0,0,0,0,36,3,0,0,10,15,9,0,3,0,0,0,0,42,0,0,0,5,5,12,0,0,0,0,0,0,33,0,0,5,6,8,5,6,0,0,0,0,0,20,0,0,0,4,8,6,4,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,4,4,0,0,0
LGA57280,7,6,6,9,3,61,34,247,9,0,3,0,3,0,0,0,0,0,3,26,58,405,129,550,154,55,61,56,28,26,26,536,350,2384,9,0,0,0,0,0,4,3,0,0,4,0,24,0,3,0,0,0,0,0,0,0,0,0,0,11,7,5,8,7,3,0,0,6,0,0,0,4,38,5,5,17,10,4,0,0,4,0,0,0,4,47,8,4,21,9,0,3,7,3,0,0,0,3,53,5,0,0,6,4,6,7,4,0,0,0,3,37,0,3,10,9,9,8,8,6,0,6,0,3,59,9,0,0,8,8,15,14,8,0,0,3,3,76,7,0,17,15,8,25,21,16,12,0,4,13,133,5,0,5,14,10,20,21,19,6,0,0,8,120,28,4,48,26,28,39,35,54,35,22,25,37,372,73,12,59,16,21,26,47,66,40,19,41,54,481,23,0,30,13,3,21,20,33,21,14
LGA57350,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,23,17,21,26,0,0,0,0,0,0,0,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,0,0,0,11,4,0,5,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA57420,4,0,4,0,0,0,3,20,0,0,0,0,0,4,0,0,0,0,0,4,10,8,3,41,38,25,94,38,27,0,0,5,26,303,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,3,0,0,0,0,0,0,16,0,0,3,4,3,0,0,0,0,0,0,0,13,0,0,5,3,3,0,0,0,0,0,0,7,15,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,5,5,7,0,3,0,0,0,0,0,16,4,0,0,0,0,5,4,0,0,0,0,3,16,0,0,4,0,5,4,3,3,0,0,0,3,24,0,0,0,0,4,11,8,0,0,0,0,0,23,0,0,0,0,3,3,4,3,0,0
LGA57490,112,339,357,38,6,11,36,1044,11,18,21,22,19,27,40,29,0,3,8,65,268,148,289,473,684,744,1496,3187,2339,285,66,89,283,10081,0,0,7,6,3,16,46,52,9,3,0,15,156,3,0,6,7,0,4,15,16,3,0,0,3,66,13,10,30,27,15,33,67,54,7,0,0,16,270,4,12,78,50,25,51,93,53,3,0,0,19,391,7,14,120,77,52,103,160,128,11,0,0,26,699,6,3,32,44,51,113,264,195,17,0,7,12,734,0,5,26,84,41,94,255,264,12,0,3,19,803,0,0,25,36,28,80,263,350,25,4,7,12,837,0,0,18,22,24,109,320,469,46,4,4,18,1034,3,0,9,10,10,77,227,493,48,7,5,10,898,3,0,4,8,20,91,309,755,120,23,12,16,1356,0,0,3,3,12,71,208,589,130,18,7,16,1054,0,0,0,3,6,29,63,267,83,14
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,10,6,28,12,3,0,7,87,0,0,0,0,0,0,3,3,0,0,0,0,8,5,13,42,46,38,85,136,261,52,21,9,43,749,0,0,0,0,0,0,6,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,6,0,0,0,16,0,0,0,5,0,0,4,6,0,4,0,0,22,0,0,5,11,0,0,5,14,3,0,0,0,42,0,0,3,6,0,10,16,17,5,0,0,0,54,0,0,0,4,5,10,7,38,8,0,0,0,80,0,0,3,0,3,5,15,39,17,0,0,0,87,0,0,0,4,3,3,13,57,11,0,0,0,100,0,0,3,6,0,3,21,58,10,0,0,0,107,0,0,0,3,0,3,18,106,22,3,3,8,171,0,0,0,0,3,3,14,76,19,8,3,4,127,0,0,0,3,0,0,4,29,15,0
LGA57770,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,9,19,12,10,38,47,28,16,7,8,5,6,18,41,227,4,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,6,4,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,4,16,4,0,0,6,0,0,4,0,0,0,6,0,9,0,0,0,7,4,5,0,0,0,0,0,6,18,0,0,0,4,3,8,0,0,0,0,0,0,20,0,0,0,0,0,5,5,0,0,0,0,5,21,0,0,0,3,0,0,4,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0
LGA57840,19,107,150,105,30,39,21,539,10,14,11,0,3,10,25,31,13,10,26,29,169,181,237,358,284,218,400,1457,1632,708,295,450,193,6416,5,5,20,4,5,4,30,50,22,8,17,17,184,0,4,0,3,0,6,4,6,6,0,3,3,45,23,15,34,12,11,10,22,28,14,0,0,16,187,5,10,75,20,8,11,21,33,4,3,0,8,206,4,15,99,34,11,21,48,38,11,0,0,13,300,0,10,26,33,12,22,63,52,14,0,7,10,249,0,10,15,47,10,22,71,80,27,3,5,7,299,5,0,12,12,21,28,105,122,40,10,13,10,364,0,0,12,27,4,28,131,162,56,18,20,8,466,5,0,3,19,9,25,124,159,59,17,11,3,435,0,0,6,9,7,18,160,296,123,37,28,9,696,3,0,8,7,5,19,104,289,142,62,51,8,695,0,0,0,5,9,6,32,117,76,36
LGA57910,154,468,682,248,128,104,82,2098,37,67,46,42,12,55,109,77,30,6,23,157,660,745,1261,1419,1306,1129,2646,6646,6328,1778,700,801,821,25593,5,11,45,24,11,23,103,117,40,14,14,42,448,21,7,35,17,11,24,30,52,13,0,6,21,232,73,61,174,73,36,54,104,91,19,6,5,43,742,46,75,488,132,57,85,159,121,10,3,3,51,1233,24,46,513,223,76,113,295,220,41,8,13,58,1639,18,10,110,161,65,140,371,338,72,14,11,26,1341,20,18,98,149,82,163,447,459,76,25,24,33,1594,11,15,40,70,89,200,593,565,132,23,24,43,1800,12,8,48,75,69,204,722,917,216,44,39,55,2410,5,0,25,37,36,120,587,848,232,60,39,44,2035,9,0,22,49,48,164,744,1371,442,120,84,43,3090,3,0,27,34,32,86,437,1237,560,186,136,46,2774,7,0,5,18,13,33,173,612,355,120
LGA57980,14,13,41,52,46,40,11,234,12,8,4,0,4,0,6,10,5,0,7,22,81,91,160,124,117,117,197,365,454,394,261,359,97,2748,4,0,0,0,5,8,9,11,7,5,7,9,72,0,4,4,0,0,0,6,4,3,0,3,0,29,18,4,14,6,8,7,12,8,3,0,0,3,79,0,16,64,15,6,7,12,7,0,0,6,0,135,3,8,64,25,3,16,23,8,3,0,0,0,157,0,4,11,11,5,24,17,16,4,0,3,0,97,0,0,12,9,4,12,18,16,6,5,4,0,96,0,3,3,3,3,8,26,19,20,8,3,0,101,0,0,5,5,9,14,42,46,30,14,12,3,184,0,0,4,0,4,16,29,51,23,15,6,3,144,0,0,0,6,0,18,44,93,64,42,29,8,307,0,0,0,4,3,6,35,79,79,50,44,0,310,0,0,0,0,0,4,9,37,56,28
LGA58050,55,184,298,80,15,12,42,785,18,23,22,21,16,6,27,26,3,0,8,55,226,260,409,538,500,363,602,2131,2481,448,99,86,325,8229,0,0,8,9,5,8,27,48,12,0,0,16,143,4,5,18,9,4,5,13,25,0,0,0,9,92,33,20,72,24,16,9,38,48,11,0,4,16,297,4,19,143,51,10,33,66,69,11,0,7,18,425,13,19,170,86,36,43,98,134,17,3,0,19,634,3,8,50,52,31,47,160,198,24,0,0,15,587,4,7,43,73,44,58,140,244,40,3,3,20,687,5,8,15,27,32,59,213,330,46,0,10,15,764,5,0,16,41,36,48,243,427,80,9,13,15,930,3,0,7,21,11,22,201,434,73,3,14,17,822,3,4,6,17,16,41,185,625,190,27,8,15,1139,0,0,7,20,13,28,131,483,161,33,12,23,919,3,0,9,4,8,11,42,234,127,22
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,14,14,5,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA58330,0,15,7,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,25,36,22,44,44,28,5,0,5,13,233,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,3,3,0,0,0,0,10,0,0,9,3,0,4,6,0,0,0,0,0,24,0,0,5,0,4,5,4,3,0,0,0,0,18,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,3,0,0,7,3,5,0,0,0,0,16,0,0,0,4,5,0,5,7,0,0,0,0,19,0,0,0,0,4,0,5,6,0,0,0,0,17,0,0,0,0,3,4,3,12,0,0,0,0,25,0,0,0,0,0,4,5,7,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0
LGA58400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,8,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,25,98,154,52,24,16,19,450,6,18,20,6,0,10,30,17,8,4,4,36,161,170,319,385,280,274,571,1351,1526,449,178,191,196,5888,4,0,8,4,3,13,32,23,20,10,4,9,133,4,0,9,0,0,3,7,9,3,0,0,8,53,21,18,34,15,9,24,22,22,12,0,0,13,178,9,13,89,25,19,27,26,19,3,0,3,17,262,5,17,149,56,20,33,42,53,17,6,4,13,412,8,0,32,46,16,39,60,51,18,4,0,14,285,6,5,18,32,17,51,68,98,33,7,5,6,351,0,0,13,22,22,74,108,120,29,6,0,12,415,0,5,11,30,17,76,108,176,49,13,9,14,513,0,0,10,12,19,47,109,160,65,17,3,9,448,0,0,12,12,17,62,134,335,125,29,22,10,763,0,0,3,8,14,14,108,270,152,38,23,9,645,5,0,3,4,4,5,34,131,94,37
LGA58540,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,7,15,11,27,6,3,4,0,0,0,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,0,0,5,9,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0
LGA58570,31,71,161,157,65,41,19,573,9,8,8,4,0,12,7,22,16,6,8,12,105,115,184,185,246,225,474,831,1473,920,304,252,147,5357,0,4,0,0,7,4,17,21,19,11,0,11,97,0,4,0,6,4,0,4,10,0,0,3,0,43,13,18,20,24,0,9,10,11,11,5,0,0,126,9,10,63,21,13,21,15,19,6,4,3,10,176,3,13,70,26,13,32,25,30,19,6,3,7,246,0,0,8,18,15,31,38,34,21,3,0,3,180,0,0,8,22,17,33,63,48,19,10,3,3,228,0,0,10,10,26,36,73,81,38,12,8,0,298,0,0,4,6,17,41,85,128,62,31,3,13,374,0,0,4,6,9,30,62,139,77,22,18,3,363,0,0,4,8,6,35,106,245,165,63,28,12,665,0,0,0,5,5,26,72,251,250,78,27,16,732,0,0,4,3,3,3,22,102,171,57
LGA58610,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,10,14,17,45,55,6,0,3,0,0,0,0,8,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,13,3,0,0,0,0,0,0,0,29,0,0,3,5,0,3,0,0,0,0,0,0,18,0,3,4,5,3,6,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,5,14,0,0,0,0,4,0,4,0,0,0,0,4,18,0,0,3,6,3,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,47,209,533,110,40,20,65,1143,16,12,20,16,9,6,29,44,11,7,4,57,211,197,342,560,449,326,627,2512,4247,957,209,186,336,10943,0,0,15,11,7,11,44,71,24,4,7,26,224,4,5,11,9,5,6,5,30,7,0,0,6,91,24,18,80,37,9,13,58,70,16,0,5,14,343,8,17,117,49,22,16,92,100,17,4,0,23,462,15,9,130,86,39,49,151,185,28,8,6,20,726,9,5,42,60,32,45,258,308,45,12,5,16,836,7,4,28,90,50,55,260,395,71,10,4,23,996,0,4,25,27,39,49,284,473,86,18,11,20,1040,0,0,13,31,26,51,262,642,153,14,13,17,1212,5,0,10,20,20,26,212,623,171,24,13,14,1138,4,0,10,22,17,47,266,951,338,59,29,28,1768,0,0,12,5,8,29,171,766,382,96,23,15,1510,0,0,4,4,5,13,50,331,229,50
LGA58820,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,36,57,54,59,31,16,0,0,0,6,277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,5,0,0,0,0,0,0,12,0,0,4,4,4,12,0,3,0,0,3,0,26,0,0,0,3,4,3,9,4,0,0,0,0,24,0,0,5,3,5,4,9,8,0,0,0,0,34,0,0,0,3,3,3,5,0,0,0,0,0,18,0,0,0,0,6,3,6,7,0,0,0,0,23,0,0,0,0,0,3,4,3,0,0,0,0,20,0,0,0,0,3,3,8,4,0,0,0,0,27,0,0,0,0,4,3,3,4,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0
LGA58890,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,19,5,0,0,0,0,0,0,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,5,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
