LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA58050,540,398,491,547,508,349,123,41,8,3000,3431,2091,1824,3292,3512,2844,1806,945,299,20041,0,0,0,0,0,0,0,0,0,0,476,236,257,320,253,167,104,45,10,1863,0,4,4,0,6,3,6,0,0,25,6103,3783,3451,4216,3862,2809,1591,849,252,26919,83,57,37,64,53,67,57,11,0,429,318,188,214,259,226,153,79,31,12,1480,112,86,73,82,67,80,58,24,3,594,114,92,81,64,57,48,23,9,3,501,84,51,49,96,72,76,32,31,8,493,23,10,4,17,7,0,3,0,0,67,65,27,47,61,61,41,24,9,0,339,421,280,211,247,230,156,53,28,3,1631,189,145,142,240,435,366,230,117,38,1904,81,60,58,59,81,60,33,29,6,459,73,35,36,30,36,35,19,15,0,291,339,245,229,308,431,373,265,144,43,2380,909,535,498,499,421,269,129,42,9,3312,40,31,25,36,30,25,11,4,0,208
LGA58190,0,0,0,0,0,0,0,0,0,5,21,3,14,14,27,11,11,10,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,10,15,18,15,10,7,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,3,3,3,10,8,9,4,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
LGA58260,0,0,0,0,0,0,0,0,0,0,45,4,22,27,25,36,15,16,4,198,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,14,17,22,13,22,8,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,3,5,4,3,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA58330,4,0,0,11,11,13,5,0,0,40,129,63,50,123,190,259,162,62,12,1048,0,0,0,0,0,0,0,0,0,0,28,13,11,9,14,13,7,0,0,105,0,0,0,0,3,0,0,0,0,5,115,65,49,93,151,142,88,28,14,743,8,0,3,0,0,0,4,0,0,17,0,0,0,4,0,0,0,0,0,11,10,6,4,4,11,7,4,4,0,43,10,0,0,4,0,0,0,0,0,19,4,0,0,3,3,3,7,0,0,26,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,12,0,0,0,0,8,6,6,0,0,7,8,0,6,6,19,24,23,7,0,93,0,0,6,4,4,3,0,0,0,16,3,3,0,3,3,3,0,3,0,27,16,5,6,21,33,55,27,15,0,176,31,10,8,19,14,28,11,0,0,135,0,0,0,5,0,3,0,0,0,8
LGA58400,0,0,0,0,0,0,0,0,0,0,5,0,7,13,14,11,21,11,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,5,5,8,15,18,12,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,22,5,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,8,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,7,6,0,0,27,0,0,3,9,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA58510,84,246,354,195,116,85,31,13,9,1132,331,317,480,632,602,684,428,408,316,4196,0,0,0,0,0,0,0,0,0,0,68,88,109,62,65,41,28,28,11,504,4,0,0,3,0,0,3,0,4,16,1200,967,1349,1111,885,714,459,412,255,7353,28,8,14,22,17,15,10,3,7,108,39,39,61,52,44,24,21,17,12,299,37,16,20,31,36,20,9,12,6,180,4,11,4,5,7,3,0,5,0,45,33,32,30,32,28,25,9,15,7,214,11,3,11,11,8,0,0,0,0,37,17,19,27,21,20,13,6,0,4,128,56,45,77,44,38,18,15,9,5,307,32,52,79,65,111,83,63,50,45,580,0,5,0,0,9,10,8,10,0,40,15,24,23,6,7,10,12,0,5,112,94,103,130,120,123,120,87,132,127,1036,128,154,222,116,106,55,35,28,9,860,8,0,8,14,3,11,0,4,5,53
LGA58540,0,0,0,0,0,0,0,0,0,4,55,11,23,40,51,53,34,14,4,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,60,17,21,41,41,23,16,5,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,4,11,0,0,0,34,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6
LGA58570,103,164,246,213,185,133,47,27,18,1131,426,236,579,635,567,408,243,110,99,3298,0,0,0,0,0,0,0,0,0,0,39,48,61,45,30,19,8,9,5,259,0,0,0,0,0,0,0,0,0,4,1321,997,1724,1376,1100,724,582,634,269,8729,18,5,11,14,5,4,0,0,0,63,133,74,120,152,135,111,130,166,61,1078,8,12,12,10,21,4,10,6,0,83,0,6,3,4,0,3,0,0,0,23,23,11,31,23,22,13,8,9,6,155,5,0,0,3,0,4,0,0,0,13,5,18,38,17,14,3,3,0,0,95,19,20,48,25,27,21,7,0,0,163,18,29,66,44,61,69,28,21,10,346,9,6,3,3,6,17,4,0,3,46,0,3,0,3,4,4,0,6,0,23,55,55,106,94,93,80,41,31,24,585,134,112,193,98,71,59,25,13,3,701,7,0,6,8,11,9,3,0,0,48
LGA58610,0,0,0,5,4,0,4,0,0,14,79,24,33,57,71,88,68,40,15,470,0,0,0,0,0,0,0,0,0,0,18,13,11,7,11,16,3,0,0,82,0,0,0,0,0,0,0,0,0,0,83,27,38,41,38,48,30,11,7,334,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,11,7,0,5,32,0,0,0,0,4,0,6,0,0,9,0,0,0,0,0,0,0,0,0,10,13,6,10,15,23,50,23,19,18,194,0,10,3,0,4,3,5,0,0,25,0,0,0,0,0,0,0,0,0,3
LGA58680,3,0,0,0,0,0,0,0,0,8,33,5,6,34,27,27,15,7,3,155,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,5,11,14,11,0,11,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,943,664,785,773,720,430,127,56,17,4510,5635,3193,3020,5167,4655,3528,2624,1492,479,29804,0,0,0,0,0,0,0,0,0,3,965,479,423,653,456,242,191,86,28,3519,12,3,5,3,12,4,9,3,0,43,8695,4931,5292,5590,4675,3148,1938,915,287,35469,91,65,71,62,72,72,58,24,5,519,771,473,587,624,488,379,184,76,20,3603,188,108,106,130,166,97,57,29,8,891,283,153,151,106,95,68,31,16,0,906,125,69,75,135,99,73,67,35,12,684,93,27,42,45,34,13,14,3,0,273,100,61,61,107,92,55,30,15,3,526,733,561,363,430,443,256,112,32,6,2935,423,280,270,496,536,451,328,199,54,3027,60,37,33,54,50,72,61,20,9,406,74,38,40,45,28,40,14,10,0,302,704,391,406,532,537,453,342,225,95,3682,1227,737,752,695,535,321,140,60,21,4480,77,50,34,59,44,26,20,7,3,319
LGA58820,0,0,5,3,3,0,0,0,0,21,111,52,66,121,147,154,104,53,27,828,0,0,0,0,0,0,0,0,0,0,18,0,10,4,6,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,245,134,110,131,142,147,79,45,19,1042,0,5,0,0,7,0,0,0,0,15,0,0,0,0,0,0,6,0,0,5,4,0,0,6,9,0,0,0,0,19,5,0,0,0,0,0,0,0,0,6,6,5,0,0,3,3,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,5,0,0,0,0,26,0,0,0,9,8,25,16,9,0,60,4,0,0,0,5,4,0,0,0,19,6,0,0,0,3,0,0,0,0,6,26,7,9,20,20,34,28,14,6,170,13,9,9,8,9,10,4,4,0,60,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,54,12,21,46,61,48,27,22,9,286,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,29,10,13,25,18,27,10,3,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,6,0,0,15,5,0,5,8,17,14,15,8,5,71,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,11,3,4,15,15,22,6,6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,10,12,0,4,0,3,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,7,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,20,5,13,18,33,30,33,10,7,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,16,19,26,10,6,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,5,9,9,14,22,17,14,0,104,4,4,0,0,8,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA59170,0,3,0,0,0,0,0,0,0,4,47,8,23,49,49,61,32,20,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,18,0,0,0,0,0,0,0,0,0,0,26,8,21,24,28,23,8,11,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,11,10,9,8,0,0,60,5,0,6,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA59250,0,3,0,3,3,0,0,0,0,16,7,3,21,34,31,19,4,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,20,49,48,51,15,5,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,7,10,4,5,0,0,0,20,0,0,0,0,4,0,0,0,0,4,67,53,33,23,26,15,10,4,0,226,0,0,6,4,11,10,0,0,0,28,6,8,10,4,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,3,0,0,0,0,3,97,22,49,74,80,84,37,21,14,480,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,52,25,32,39,40,33,15,15,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,3,3,7,7,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,7,25,38,8,10,0,104,11,5,4,3,10,4,0,0,0,34,4,0,0,0,0,0,0,0,0,11
LGA59320,0,0,0,0,4,0,0,0,0,0,18,0,9,18,25,13,8,8,0,99,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,6,7,0,0,35,0,0,0,0,0,0,0,0,0,0,28,4,3,6,9,10,8,0,0,76,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,3,0,23,8,0,7,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA59330,0,3,0,0,0,0,0,0,0,5,16,14,5,18,25,18,40,14,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,3,12,14,14,11,3,0,87,3,0,7,0,0,4,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,0,0,25,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA59340,7,7,28,16,15,5,0,0,0,82,154,77,141,176,209,154,80,11,5,1014,0,0,0,0,0,0,0,0,0,0,25,9,14,27,14,20,0,0,0,111,0,0,0,0,0,0,0,0,0,0,604,357,392,342,262,151,59,13,6,2189,0,0,0,0,5,0,0,0,0,8,4,7,0,3,3,0,0,0,0,23,5,7,9,8,0,0,0,0,0,23,0,0,0,3,0,3,0,0,0,14,11,6,5,12,12,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,36,9,25,14,12,14,8,4,0,124,53,23,16,26,13,9,8,0,0,140,13,4,16,14,41,33,7,0,0,139,4,0,4,0,3,0,0,0,0,19,4,0,3,4,0,4,0,0,0,7,36,19,23,41,56,45,21,3,0,241,66,30,30,36,29,26,6,0,0,224,5,0,0,3,0,0,0,0,0,10
LGA59350,0,0,4,0,0,0,0,0,0,4,0,5,10,8,15,15,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,18,27,33,14,11,5,0,0,116,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,0,0,0,0,0,0,0,47,17,24,51,71,58,36,15,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,91,35,68,79,90,63,27,15,0,474,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,5,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,7,9,0,3,0,29,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,8,6,6,7,12,4,16,5,3,0,55,10,7,4,3,5,3,0,0,0,29,0,0,0,0,0,0,0,0,0,5
LGA59370,6,0,0,3,4,7,6,0,0,22,115,48,51,95,147,180,143,93,16,884,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,7,0,5,0,28,0,0,0,0,0,0,0,0,0,0,94,49,39,64,98,109,59,36,9,559,3,8,0,0,4,4,5,0,4,40,0,0,0,0,0,0,3,0,0,8,6,3,3,7,3,7,3,0,0,28,0,4,0,0,4,0,0,0,0,8,0,0,0,4,0,9,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,4,0,0,3,3,0,0,3,0,10,3,0,0,0,11,23,11,6,3,69,9,5,4,7,6,10,4,0,0,50,0,0,0,0,0,0,5,5,0,12,28,9,7,20,35,36,45,35,5,214,10,12,8,14,13,17,14,4,0,87,4,0,5,0,0,4,3,0,0,10
LGA59499,13,19,33,19,24,10,3,3,0,126,85,59,128,147,177,306,178,25,8,1103,0,0,0,0,0,0,0,0,0,0,17,4,8,14,19,14,14,0,0,103,0,0,0,0,0,0,0,0,0,0,101,127,276,174,170,198,85,17,3,1140,4,0,5,3,0,0,4,0,0,20,0,3,3,3,0,4,0,0,0,20,0,0,6,5,3,6,6,0,0,36,3,17,5,8,4,0,0,0,0,38,5,3,3,10,14,17,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,20,13,10,12,6,5,11,6,0,0,68,18,6,15,24,31,74,32,0,5,199,4,3,5,0,6,8,0,0,0,24,0,0,0,0,0,6,6,0,0,12,9,17,34,19,46,86,55,0,0,265,13,20,30,20,32,38,15,3,0,177,0,0,0,0,3,0,0,0,0,10
