LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,12,3,3,5,6,0,0,0,0,0,0,0,0,20,0,0,3,4,3,0,0,0,0,0,0,0,13,6,0,5,3,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,4,0,3,0,0,0,0,0,0,0,6,5,0,3,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,14,8,0,0,0,0,0,0,3,43,4,0,12,13,4,3,0,0,0,0,0,4,46,4,0,8,13,6,6,0,0,0,0,0,0,33,0,0,4,10,5,3,0,0,0,0,0,0,23,3,0,8,9,11,5,0,0,0,0,0,0,42,3,0,0,11,3,4,0,0,0,0,0,0,29,0,0,0,6,12,3,0,0,0,0,0,4,21,3,0,6,8,3,5,3,0,0,0,0,3,30,0,0,4,8,4,7,6,0,0,0,0,0,28,0,3,3,0,3,0,5,0,0,0,0,0,16,0,0,0,8,0,4,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,6,4
LGA57280,0,0,0,0,0,4,0,0,0,0,4,8,22,0,3,0,0,0,0,0,0,0,0,0,0,7,4,7,9,9,0,3,0,0,0,0,0,0,30,8,10,6,6,0,0,0,0,0,0,0,5,39,3,3,8,0,0,0,0,0,0,0,0,6,26,5,9,7,0,0,0,0,0,0,0,0,0,22,8,9,6,14,0,0,0,0,0,0,4,5,46,6,5,10,3,0,4,3,0,0,0,4,3,43,9,3,16,3,5,6,3,0,0,0,9,9,78,12,11,22,11,4,0,4,0,0,0,11,11,93,29,21,43,9,7,4,0,3,0,0,57,33,211,4,11,33,11,6,3,5,4,0,0,24,13,111,122,15,117,27,9,3,9,7,5,6,140,86,536,73,14,134,28,9,4,14,0,4,6,94,44,429,66,10,92,14,5,9,5,5,0,4,114,50,380,43,5,46,22,6
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,6,0,0,0,0,0,0,11,0,0,5,8,0,0,0,0,0,0,0,0,8,0,0,4,5,3,0,0,0,0,0,0,3,20,0,0,3,0,4,5,0,0,0,0,0,5,19,0,0,0,4,0,0,6,4,0,0,0,0,16,4,0,3,3,4,16,6,13,0,0,0,0,46,0,0,0,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,41,8,5,0,0,0,3,68,0,0,0,0,0,10,3,7,0,0,0,3,21,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,5,0
LGA57490,3,3,4,11,3,13,39,24,4,0,0,12,114,7,12,4,13,6,11,19,7,0,0,0,12,99,34,59,41,58,33,59,68,15,8,0,5,14,395,49,115,74,86,63,104,86,29,0,0,4,25,641,12,38,83,95,101,170,208,51,3,0,14,7,776,8,10,64,49,23,56,80,22,3,0,3,8,326,11,12,57,84,71,160,291,99,6,3,6,21,817,4,4,38,62,64,164,281,127,9,3,4,13,771,3,6,21,50,76,166,344,184,13,5,6,10,879,0,0,13,29,60,140,319,195,18,8,3,11,799,3,5,12,35,94,151,488,390,34,5,10,25,1243,0,0,5,18,39,65,252,308,36,10,0,0,738,0,3,7,14,30,52,188,260,45,13,16,8,645,0,0,3,7,7,26,116,180,47,5,0,9,409,0,0,0,0,5,8,27,62,16,4,5,0,125,4,8,21,54,56
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,19,0,9,3,4,3,3,3,10,0,0,0,0,26,0,0,0,11,5,13,18,6,0,0,0,3,55,0,0,0,0,3,3,10,3,0,0,0,0,25,0,0,3,4,6,9,10,20,0,0,0,9,61,0,0,6,3,4,11,20,22,7,0,0,4,76,0,0,9,6,3,12,11,25,3,0,0,3,77,0,0,0,4,3,11,11,29,3,3,0,7,72,0,0,0,5,3,4,16,45,8,0,0,3,85,0,0,0,0,0,4,13,23,9,0,0,0,64,0,0,4,0,0,4,12,21,9,0,0,0,45,0,0,0,3,3,0,3,14,5,0,0,0,26,0,0,0,0,0,0,0,4,8,0,0,0,9,0,0,7,4,3
LGA57770,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,4,0,6,0,0,0,0,0,0,0,0,0,14,3,0,3,5,3,0,0,0,0,0,0,0,16,0,0,0,3,5,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,4,22,0,0,4,6,0,0,3,0,0,0,0,4,21,0,0,5,8,3,4,0,0,0,0,4,0,20,0,0,0,0,0,4,5,0,0,4,0,3,18,0,0,3,3,0,5,0,3,0,0,4,9,26,0,0,4,5,0,0,0,0,0,0,0,4,19,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3
LGA57840,4,3,10,9,4,7,34,44,15,10,9,20,170,5,8,8,7,5,6,18,10,7,4,8,3,94,45,49,45,17,0,11,25,25,5,6,0,15,247,48,93,58,23,9,13,43,34,9,3,0,12,346,23,29,48,42,17,32,73,40,9,3,4,14,338,5,3,53,23,9,7,33,25,5,0,3,6,176,10,18,22,36,19,46,118,71,11,8,3,9,368,9,8,20,17,28,48,151,107,31,12,9,10,442,0,6,18,23,24,55,168,139,33,9,15,11,504,0,6,16,18,26,27,153,157,40,4,14,13,468,4,3,10,19,29,50,180,251,82,28,31,10,685,3,0,3,13,17,26,130,179,67,27,17,4,486,4,0,7,16,7,16,133,194,137,65,151,11,742,0,0,0,3,11,11,44,131,93,46,49,7,410,0,0,0,0,3,6,27,42,46,39,71,9,231,7,6,13,17,20
LGA57910,15,17,25,23,22,42,103,98,23,14,16,32,424,53,48,28,23,14,17,31,41,4,0,7,21,293,205,305,182,95,72,83,151,95,23,8,12,50,1283,280,568,246,138,84,134,173,86,11,4,15,62,1800,46,114,238,175,151,279,378,191,15,7,15,60,1675,4,28,198,86,52,77,177,104,17,4,7,20,768,29,44,121,176,139,327,639,329,48,20,23,54,1947,24,18,94,148,136,374,786,443,81,23,13,53,2189,14,6,48,109,125,354,832,597,101,17,24,41,2262,5,6,40,75,79,213,780,581,105,42,27,39,1987,7,8,33,60,97,266,920,1008,228,68,55,48,2802,0,0,15,32,47,133,571,792,184,55,39,33,1908,0,8,17,24,27,98,294,623,276,127,198,33,1726,0,0,6,19,14,36,201,445,236,112,128,23,1228,5,0,4,5,3,16,41,149,152,62,103,8,545,15,21,64,72,62
LGA57980,0,0,0,0,0,3,5,7,5,0,7,5,44,10,14,3,3,0,4,5,9,5,0,0,0,52,28,44,19,7,7,10,16,9,3,0,4,8,155,23,72,19,16,13,6,5,4,3,0,5,5,172,7,15,18,25,17,17,12,10,0,0,0,5,116,5,3,13,5,0,4,9,5,0,0,0,0,43,0,3,7,21,8,25,29,21,11,3,0,3,141,4,6,7,7,20,24,37,36,13,5,0,6,157,7,3,5,6,20,28,49,36,26,4,7,3,187,0,0,6,3,0,19,49,38,27,0,10,4,172,0,0,3,8,8,20,62,58,52,20,20,5,256,0,0,3,0,7,13,30,57,17,9,13,3,145,0,0,0,10,3,12,31,64,86,66,136,6,414,0,0,0,0,0,4,13,45,47,41,39,0,199,0,0,0,0,0,0,0,15,36,48,68,0,177,0,4,3,4,0
LGA58050,5,5,8,9,3,0,22,36,4,0,0,16,106,13,17,9,15,0,3,21,18,3,0,0,6,102,66,94,60,20,11,30,33,38,4,0,4,33,391,91,153,79,51,27,29,63,46,4,6,6,24,572,15,43,74,53,20,57,163,112,9,0,7,30,586,7,8,95,50,12,17,50,40,8,0,0,6,296,5,28,54,77,58,92,245,155,13,3,5,21,748,7,11,33,52,40,73,242,186,20,6,3,12,681,5,9,30,43,41,69,263,275,27,9,8,14,799,7,4,11,18,44,47,217,229,34,0,4,13,632,6,4,17,27,25,56,284,395,54,9,3,22,901,0,0,6,19,27,34,166,253,51,13,8,8,583,0,0,7,9,10,20,74,194,69,19,5,6,418,4,0,6,0,3,9,46,155,41,13,6,5,286,0,3,0,4,0,3,15,46,22,7,13,6,110,3,8,31,38,28
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,9,4,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,5,19,0,7,8,3,0,3,6,0,0,0,0,5,28,0,0,0,6,5,4,3,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,5,4,0,0,0,3,19,0,0,3,6,0,7,4,0,0,0,0,0,21,0,0,0,3,0,6,0,0,0,0,0,0,11,0,0,7,0,0,4,4,0,0,0,0,0,11,0,0,0,3,0,3,3,5,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,3,7,14,6,10,20,37,33,10,3,9,16,164,16,7,7,0,3,7,15,12,5,4,5,5,85,45,83,21,16,10,22,24,19,3,6,3,8,262,58,121,75,23,16,14,35,12,11,0,3,15,396,14,24,88,39,20,51,54,43,8,6,4,16,369,5,14,39,11,8,11,44,25,10,3,0,5,167,8,17,46,47,41,73,120,78,13,5,3,6,460,6,3,21,34,44,74,138,91,22,4,5,7,437,0,4,17,21,38,74,178,115,39,6,8,9,500,0,0,10,22,20,56,152,147,26,6,6,14,474,4,4,4,16,21,63,188,241,46,17,18,9,639,0,6,9,7,11,35,106,198,47,12,14,4,432,0,0,4,4,8,27,74,188,77,38,51,12,486,0,0,3,0,3,13,50,120,53,21,30,3,316,0,0,0,0,0,0,15,35,27,10,10,0,115,0,8,7,23,20
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,0,0,0,0,10,5,6,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,4,5,3,5,7,12,12,20,7,5,0,13,87,6,3,3,8,0,3,3,14,4,0,0,3,51,36,45,26,28,16,22,17,21,4,0,0,14,231,33,72,21,20,14,17,25,19,3,0,0,15,238,4,20,31,28,33,47,37,31,13,5,3,5,270,5,6,17,8,11,11,17,18,0,0,0,5,101,7,5,21,24,28,47,70,48,15,5,5,10,290,0,3,14,36,27,59,85,80,24,3,5,7,340,0,0,9,22,24,65,81,117,45,11,18,9,408,0,0,10,17,14,33,96,129,46,14,9,5,374,3,0,4,15,14,61,130,262,97,29,22,8,649,0,6,5,5,10,21,73,180,94,17,15,8,427,0,0,0,11,10,10,58,167,156,56,36,7,516,3,0,3,7,8,6,42,150,133,39,43,5,439,0,0,0,0,0,0,11,51,85,55,43,4,248,3,3,10,9,13
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,11,9,10,4,3,0,0,0,0,0,0,0,0,20,0,0,9,5,0,0,0,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,0,0,0,12,0,4,3,10,0,0,0,0,0,0,0,4,24,0,3,6,5,0,0,0,0,0,0,0,0,12,0,0,3,4,7,0,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,9,5,0,3,3,6,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,0,6,11,7,3,7,37,36,17,6,3,18,156,11,11,18,4,4,9,18,22,0,0,5,9,106,46,77,59,29,19,22,60,40,4,0,3,31,389,67,131,97,61,28,24,73,59,11,4,5,27,587,11,44,78,65,26,61,249,162,21,0,5,17,748,5,8,93,45,27,33,97,56,9,0,4,21,391,11,18,52,63,50,84,305,272,28,4,3,17,910,10,9,43,38,38,83,288,321,42,4,3,21,886,4,10,24,27,25,71,291,467,42,7,5,9,988,0,0,10,21,19,58,258,412,78,9,13,15,895,3,3,8,18,28,62,301,699,139,16,12,14,1305,4,0,5,8,15,34,160,490,123,14,9,14,878,0,0,4,3,8,24,72,357,171,48,41,5,736,0,0,4,3,10,9,48,214,109,31,35,6,466,0,0,3,0,0,5,20,59,43,10,12,5,158,5,12,41,40,25
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,4,0,0,0,0,0,0,21,0,0,3,3,8,0,3,0,0,0,0,0,26,0,0,3,18,7,0,4,0,0,0,0,0,33,0,0,7,5,3,0,0,0,0,0,0,0,14,0,0,7,13,4,6,0,0,0,0,0,0,31,0,0,0,5,7,3,5,0,0,0,0,0,29,3,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,4,3,3,8,0,0,0,0,3,25,0,0,0,3,3,7,6,7,0,0,0,0,26,0,0,0,4,3,4,4,0,0,0,0,0,15,0,0,0,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,9,0,0,0,0,0,0,0,0,5,16,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
