LGA_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
LGA57630,12,0,0,0,0,0,10,6,0,0,0,0,8,10,6,0,0,0,0,0,6,9,0,0,0,0,0,10,21,0,0,0,0,4,23,19,0,0,0,0,6,24,17,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,4,17,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,8,14,0,0,0,0,5,18,21,0,0,0,0,3,28,20,0,0,0,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,73,0,0,0,0,16,89,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,12,13,5,0,0,0,0,5,7,7,0,0,0,0,8,11,22,0,0,0,0,8,31,18,0,0,0,0,3,22,13,0,0,0,0,4,15,0,0,0,0
LGA57700,3940,97,37,0,130,107,4176,2243,70,4,0,78,96,2415,1832,103,4,0,103,123,2061,2490,142,9,0,154,193,2835,2356,101,6,3,109,149,2620,1815,105,0,0,108,109,2039,949,56,10,0,69,48,1066,351,26,0,0,25,31,416,74,10,0,0,8,40,126,16052,709,64,10,791,906,17747,5444,391,144,20,549,405,6400,3087,211,10,0,219,184,3488,3519,591,24,0,618,326,4459,2886,504,21,3,532,315,3729,3129,254,16,4,273,293,3695,2275,128,30,3,158,183,2613,1388,112,11,0,133,91,1613,563,44,0,0,41,42,645,154,13,0,0,18,19,191,22450,2242,249,35,2536,1855,26831,6848,759,129,34,929,240,8017,3250,305,3,0,312,145,3704,4036,553,23,0,580,279,4896,3543,873,29,0,903,323,4765,3345,406,25,0,434,291,4066,2975,187,35,0,226,189,3391,1856,119,38,0,156,112,2123,840,46,14,0,62,57,955,216,19,6,0
LGA57770,139,0,0,0,0,4,143,43,0,4,0,4,0,47,105,8,0,0,8,3,113,116,3,0,0,3,5,121,112,4,0,0,4,4,126,146,4,0,0,3,9,164,84,0,0,0,0,3,87,41,0,0,0,0,4,49,8,0,0,0,0,0,9,802,23,4,0,22,33,861,143,10,4,0,13,15,168,52,0,0,0,0,8,60,88,20,0,0,20,23,127,112,18,0,0,18,15,136,105,6,0,0,10,15,124,128,8,0,0,8,11,147,129,4,0,0,4,13,144,29,0,0,0,0,6,36,7,0,0,0,0,0,12,791,64,4,0,68,91,947,124,9,0,0,11,32,169,52,3,0,0,3,16,73,92,37,4,0,44,17,152,89,19,3,0,26,19,133,97,13,0,0,13,21,124,141,0,0,0,0,24,166,118,6,0,0,6,20,145,49,0,0,0,0,12,63,3,0,0,0
LGA57840,4411,835,264,27,1122,309,5846,4895,1543,112,12,1659,401,6960,4342,1904,108,14,2021,480,6845,3733,1154,101,0,1256,309,5294,4049,847,104,3,960,272,5280,4054,620,69,8,695,271,5021,2145,295,60,6,362,163,2665,1414,148,56,4,202,100,1722,933,63,33,8,104,67,1109,29980,7397,905,81,8390,2376,40741,4477,1001,269,32,1307,316,6094,4506,1360,120,5,1493,322,6317,4443,2016,130,8,2157,520,7121,3464,1454,111,13,1573,370,5411,3855,958,122,7,1086,319,5260,4004,728,110,6,845,305,5158,2900,439,75,5,521,235,3661,1373,208,73,3,285,163,1828,871,81,38,6,120,143,1136,29899,8242,1058,92,9390,2691,41989,4652,1071,211,89,1373,199,6226,4735,959,30,0,988,191,5914,4496,1696,73,0,1764,340,6604,3703,1713,83,8,1806,213,5719,4027,939,100,3,1043,208,5276,4019,783,135,0,919,214,5155,3844,585,139,0,721,208,4773,1957,269,69,5,344,206,2503,873,102,47,5
LGA57910,23469,5483,1963,236,7681,1879,33024,18285,5606,382,65,6047,1582,25919,21844,8891,866,78,9836,2472,34145,19559,6450,898,70,7417,1491,28471,17629,4888,866,44,5803,1152,24579,15341,3796,826,33,4661,969,20975,10493,2429,779,32,3235,679,14411,6804,1661,867,33,2564,584,9959,2925,553,374,14,946,345,4217,136353,39754,7828,615,48194,11154,195701,24520,6634,2224,210,9076,1811,35397,16463,5960,439,52,6449,1233,24143,23472,11943,1192,116,13245,2807,39525,18954,8405,1074,67,9542,1813,30308,18058,5529,1087,47,6672,1415,26143,15650,4229,1055,53,5341,1232,22216,12003,2862,828,39,3718,980,16710,7184,1969,848,35,2851,830,10864,3080,702,428,20,1153,669,4898,139376,48224,9180,631,58040,12790,210209,26133,8380,1837,432,10648,1485,38268,17599,5800,173,14,5983,966,24550,23156,11664,716,26,12405,2016,37576,21202,11010,1017,37,12063,1668,34928,19653,6353,1022,24,7403,1142,28195,17472,4558,1272,21,5852,873,24207,14696,3498,1199,18,4716,700,20107,9159,2050,817,26,2893,595,12645,3943,924,589,39
LGA57980,1681,244,124,6,382,108,2170,1461,214,13,0,227,91,1779,1933,464,14,0,480,209,2621,1585,352,36,0,391,129,2102,1644,237,15,0,258,109,2004,1644,162,22,0,183,107,1939,1057,82,29,0,115,68,1234,541,53,25,0,78,42,663,216,33,11,0,49,41,304,11764,1844,287,16,2156,903,14820,1894,408,113,15,528,152,2583,1367,230,16,0,241,88,1695,1953,534,31,0,569,237,2755,1497,554,27,7,589,154,2248,1613,313,27,0,343,119,2075,1589,168,35,7,212,146,1945,1356,131,22,0,157,136,1641,730,73,27,3,103,85,922,324,30,12,0,46,44,407,12322,2448,316,27,2791,1156,16259,2013,530,71,30,626,88,2726,1482,261,4,0,264,60,1807,2039,472,13,0,491,131,2660,1580,690,27,0,719,110,2411,1639,376,25,0,409,89,2135,1675,213,29,0,235,81,1989,1668,133,45,0,182,94,1947,969,71,34,0,104,80,1153,342,38,18,0
LGA58050,19702,2624,663,107,3387,1102,24190,12458,1995,109,18,2124,761,15348,11454,2348,253,20,2621,803,14874,12856,2580,452,21,3061,873,16785,11985,1998,442,22,2464,729,15177,8458,1354,378,15,1751,494,10700,4743,684,219,16,916,341,5993,2219,341,215,9,562,207,2990,662,129,86,11,226,109,990,84529,14053,2807,246,17110,5414,107055,21575,4286,1228,141,5653,1557,28784,13720,3248,153,37,3431,1069,18227,14176,4895,484,38,5412,1407,20987,12838,4445,572,51,5073,1263,19168,13517,2953,620,37,3609,1148,18274,10326,1744,567,11,2323,844,13486,6398,933,349,17,1298,586,8283,2830,427,212,5,645,398,3872,817,127,109,0,240,305,1356,96197,23059,4294,341,27684,8566,132446,24081,6267,1272,303,7845,1306,33231,14361,3959,97,16,4065,781,19203,15761,5869,416,9,6293,1260,23311,14269,6864,610,18,7492,1117,22878,14070,4070,670,19,4758,987,19814,12951,2304,747,10,3064,694,16713,8552,1291,586,6,1885,425,10855,4134,529,251,0,788,276,5197,1258,159,153,0
LGA58190,96,3,0,0,3,3,107,28,0,0,0,0,0,28,37,0,0,0,0,0,39,44,0,0,0,0,4,50,74,0,0,0,0,9,80,44,0,0,0,0,5,49,29,0,0,0,0,0,28,23,0,0,0,0,0,20,4,0,0,0,0,0,4,377,4,0,0,4,19,402,79,5,0,0,5,7,94,26,0,0,0,0,5,38,36,6,0,0,6,9,48,45,3,0,0,3,8,54,55,0,0,0,0,9,62,39,0,0,0,0,10,54,32,0,0,0,0,7,39,17,0,0,0,0,0,17,4,0,0,0,0,0,4,337,11,0,0,17,50,401,63,0,0,0,0,12,75,27,0,0,0,0,3,34,37,0,0,0,0,8,45,32,0,0,0,0,5,37,52,0,0,0,0,13,64,50,0,0,0,0,11,69,35,0,0,0,0,3,40,21,0,0,0,0,3,25,6,0,0,0
LGA58260,136,11,0,0,11,5,151,29,4,0,0,4,8,36,68,6,0,0,6,3,72,73,6,0,0,6,6,80,76,10,0,0,10,10,91,85,3,0,0,3,3,100,37,0,0,0,0,4,39,24,0,0,0,0,3,26,10,0,0,0,0,3,13,537,42,0,0,38,40,617,125,6,4,0,7,12,146,33,3,0,0,3,6,43,59,4,0,0,4,9,75,57,4,0,0,4,6,74,64,0,0,0,0,4,73,70,6,0,0,0,7,86,64,0,0,0,0,10,77,14,0,0,0,0,0,16,18,0,0,0,0,0,18,516,21,5,0,28,52,592,95,0,0,0,0,22,120,38,0,0,0,0,0,43,42,5,0,0,5,15,62,66,4,0,0,4,10,77,64,0,0,0,0,6,71,66,0,0,0,3,9,76,60,0,0,0,0,8,72,36,0,0,0,0,7,45,6,0,0,0
LGA58330,712,12,4,0,19,63,789,375,7,0,0,7,38,422,259,11,0,0,11,13,280,495,20,0,0,25,32,549,719,33,0,5,36,65,824,757,24,0,0,24,51,832,442,18,0,0,19,25,483,152,8,0,0,11,10,168,28,4,0,0,4,0,39,3954,128,8,5,135,296,4387,571,23,3,0,25,55,652,343,10,0,0,5,39,394,264,9,0,0,12,24,301,349,23,6,0,28,43,414,679,29,0,0,31,69,775,754,27,0,0,26,77,860,640,35,0,0,35,69,744,236,5,0,0,5,23,264,31,6,0,0,6,0,34,3869,155,13,0,168,401,4442,523,30,4,3,35,64,627,320,10,0,0,11,28,359,285,15,0,0,16,43,338,338,22,0,0,27,53,412,552,21,5,0,24,80,659,828,24,3,0,27,116,967,728,17,0,0,18,71,818,296,12,0,0,11,41,353,57,7,0,0
LGA58400,74,0,0,0,0,0,74,27,0,0,0,0,0,27,31,0,0,0,0,5,33,42,0,0,0,0,0,39,53,0,0,0,0,5,55,50,0,0,0,0,0,47,48,3,0,0,3,4,50,13,0,0,0,0,0,13,6,0,0,0,0,0,6,332,6,0,0,6,12,349,47,0,0,0,0,6,51,23,0,0,0,0,9,27,23,0,0,0,0,4,25,30,0,0,0,0,4,37,56,0,0,0,0,12,67,45,0,0,0,0,14,60,48,0,0,0,0,7,48,17,0,0,0,0,0,18,9,0,0,0,0,3,11,289,3,0,0,3,55,348,22,0,0,0,0,4,26,24,0,0,0,0,4,27,28,4,0,0,4,9,34,12,0,0,0,0,0,16,34,0,0,0,0,3,38,55,0,0,0,0,4,61,40,6,0,0,6,6,47,25,0,0,0,0,6,29,0,0,0,0
LGA58470,60,4,0,0,4,6,70,29,0,0,0,0,9,35,27,0,0,0,0,5,32,33,0,0,0,0,0,35,24,3,0,0,3,8,31,25,0,0,0,0,3,32,13,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,8,0,0,8,32,250,71,0,0,0,0,11,83,35,3,0,0,3,11,48,35,3,0,0,3,11,49,20,0,0,0,0,4,22,23,5,0,0,5,0,28,18,0,0,0,0,5,29,14,0,0,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,222,17,0,0,17,37,280,41,3,0,0,3,0,45,14,5,0,0,5,0,21,18,0,0,0,0,3,22,15,4,0,0,4,3,24,16,4,0,0,4,5,24,21,3,0,0,3,0,25,13,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0
LGA58510,2944,685,346,24,1057,269,4269,2969,1500,185,21,1708,438,5115,4035,2438,198,30,2662,568,7262,3233,1154,121,10,1288,343,4869,2781,530,96,4,639,285,3703,2331,355,86,4,445,191,2967,1236,214,66,0,293,138,1664,1090,174,62,0,235,157,1485,738,79,45,0,128,246,1105,21361,7135,1212,100,8447,2631,32436,3229,828,347,36,1213,292,4729,2962,1400,167,6,1575,346,4883,4390,2726,269,18,3014,783,8189,3127,1505,124,12,1642,452,5220,2822,626,127,8,759,366,3949,2462,424,101,3,532,295,3282,1635,292,63,6,361,199,2192,982,194,80,6,273,160,1413,785,109,49,5,166,180,1129,22388,8102,1332,94,9529,3072,34990,3589,1025,252,76,1352,214,5157,3215,1041,28,0,1063,251,4533,4708,2401,111,3,2521,512,7737,3691,1782,120,8,1903,358,5954,3162,799,102,0,904,267,4324,2886,487,121,0,610,198,3695,2262,327,105,5,433,142,2834,1161,221,55,9,286,180,1626,602,101,51,12
LGA58540,186,7,4,0,5,12,199,58,6,0,0,6,0,62,100,7,0,0,7,7,114,121,14,0,0,14,5,135,155,3,0,0,3,6,163,107,0,0,0,0,5,112,66,0,0,0,0,6,76,31,0,0,0,0,4,31,6,0,0,0,0,0,6,822,29,4,0,33,41,900,148,6,3,0,10,7,170,62,0,0,0,0,5,75,85,0,0,0,3,7,99,90,10,0,0,10,14,123,149,5,0,0,5,17,173,123,0,0,0,0,6,136,88,3,0,0,3,15,98,36,0,0,0,0,11,46,7,0,0,0,0,0,7,791,35,3,0,39,84,913,107,4,3,0,8,19,136,52,0,0,0,0,4,57,64,6,0,0,6,4,75,81,7,0,0,7,14,101,94,6,0,0,6,20,114,134,0,0,0,0,12,152,87,0,0,0,0,13,102,46,0,0,0,0,4,50,8,0,0,0
LGA58570,3472,440,155,16,606,279,4356,2888,802,73,3,873,324,4089,5304,1494,171,13,1673,704,7680,3928,914,110,10,1036,368,5334,2920,649,118,11,774,254,3950,1976,486,140,3,626,201,2807,890,345,176,6,526,77,1497,438,405,298,9,705,81,1223,278,130,167,0,296,36,608,22092,5666,1392,65,7127,2328,31543,3767,514,169,19,707,296,4772,2595,659,97,4,759,331,3688,5797,1798,193,22,2014,820,8624,3901,1064,88,6,1153,417,5473,3161,693,76,5,773,302,4238,2382,518,123,7,651,221,3260,1245,364,122,8,494,153,1887,462,354,186,12,547,83,1096,253,150,182,15,344,65,660,23559,6114,1230,95,7441,2691,33696,4236,646,157,55,864,149,5245,3027,606,34,0,636,171,3842,5911,1728,99,5,1821,572,8305,4667,1238,95,4,1334,302,6304,3666,737,55,6,799,196,4660,3044,518,108,0,627,167,3835,1838,419,134,6,552,97,2485,712,261,154,3,419,64,1197,271,204,147,5
LGA58610,360,7,0,0,8,11,382,146,0,0,0,0,3,150,181,5,0,0,7,0,188,185,10,0,0,10,0,198,231,7,0,0,8,8,251,296,10,0,0,8,5,307,191,4,0,0,4,11,210,91,4,0,0,4,4,102,47,0,0,0,0,3,51,1738,57,0,0,60,53,1848,299,7,0,0,7,30,336,135,0,0,0,0,17,153,125,9,0,0,5,18,148,176,3,0,0,8,12,199,215,7,0,0,9,24,252,278,7,0,0,8,32,312,243,0,0,0,0,18,270,112,4,0,0,4,19,126,52,3,0,0,3,5,58,1640,34,3,0,38,175,1850,241,10,0,0,14,29,282,126,0,0,0,0,20,149,126,24,0,0,24,21,173,152,9,0,0,9,21,191,175,10,0,0,10,23,207,251,4,0,0,6,20,277,250,7,0,0,7,30,284,140,3,0,0,3,14,152,47,0,0,0
LGA58680,86,4,0,0,0,0,91,24,0,0,0,0,0,27,37,0,0,0,0,0,39,74,3,0,0,3,5,83,69,4,0,0,4,0,74,52,0,0,0,0,4,63,43,0,3,0,3,0,45,16,0,0,0,0,3,17,9,0,0,0,0,0,9,404,15,3,0,19,13,437,80,0,0,0,0,10,88,23,0,0,0,0,0,23,36,0,0,0,0,7,36,49,6,0,0,6,4,59,78,0,0,0,0,5,86,54,5,0,0,5,7,67,41,0,0,0,0,6,50,27,0,0,0,0,4,27,0,0,0,0,0,3,4,389,11,0,0,11,51,448,65,0,0,0,3,13,79,35,0,0,0,0,9,49,34,0,0,0,0,11,47,49,0,0,0,0,9,57,80,0,0,0,0,19,96,68,0,0,0,0,19,84,58,0,0,0,0,10,72,38,5,0,0,5,9,48,7,0,0,0
LGA58760,29465,4602,1207,168,5976,1676,37112,16634,3540,221,35,3802,979,21412,17231,3903,501,44,4449,1070,22749,18770,4257,698,43,5000,1160,24929,14757,2939,819,41,3795,841,19401,10116,1799,595,30,2425,500,13043,6472,771,328,18,1121,295,7880,3296,339,230,17,590,224,4108,1115,94,123,9,231,104,1443,117866,22255,4720,404,27382,6836,152080,33425,6021,1555,159,7734,2060,43217,19618,4994,256,58,5311,1302,26224,20975,5907,847,54,6807,1685,29464,19541,6413,823,63,7294,1472,28308,18884,4407,933,57,5392,1355,25631,12363,2477,923,22,3424,916,16701,8676,1297,503,13,1810,635,11123,4434,503,300,9,812,407,5647,1362,153,129,4,288,248,1894,139275,32169,6272,433,38873,10072,188216,35840,7091,1342,292,8726,1550,46118,20911,5285,174,16,5474,947,27334,21333,5905,552,18,6473,1289,29094,21029,7770,833,21,8625,1270,30915,20858,5682,959,16,6651,1170,28677,16527,3293,1117,8,4418,831,21776,11515,1868,878,11,2752,507,14772,6336,715,366,9,1086,382,7804,1951,228,173,7
LGA58820,700,15,4,0,17,25,739,390,10,0,0,10,25,416,310,19,0,0,17,18,348,410,30,0,0,32,12,457,474,45,0,0,47,27,548,466,38,0,0,38,4,506,277,39,11,0,47,19,345,141,14,6,3,24,6,169,43,11,5,0,10,4,58,3214,212,29,4,246,127,3586,675,15,4,0,18,79,774,375,15,0,0,15,31,425,347,12,0,0,15,38,397,373,26,0,0,26,42,447,535,37,3,6,45,40,618,515,43,3,0,50,59,618,385,25,7,4,37,60,478,193,28,7,3,41,52,289,60,8,0,0,10,30,99,3450,218,30,11,254,442,4150,650,13,0,0,17,30,697,360,26,0,0,27,26,417,310,23,11,0,32,30,369,403,29,8,0,36,40,482,488,36,3,0,37,53,578,579,31,0,0,36,50,660,569,28,0,0,28,34,627,230,32,5,0,36,39,305,70,6,3,0
LGA58890,174,6,3,0,9,3,188,48,0,0,0,0,0,50,73,6,0,0,6,0,73,129,3,0,0,3,0,129,146,0,0,0,0,3,152,128,0,0,0,0,4,133,79,0,0,0,0,3,79,46,0,0,0,0,0,46,10,0,0,0,0,0,10,832,14,3,0,19,20,870,136,0,0,0,0,17,155,44,0,0,0,5,4,48,58,5,0,0,5,16,75,77,0,0,0,3,8,88,130,0,0,0,0,6,142,135,0,0,0,0,9,147,80,0,0,0,0,5,89,48,0,0,0,0,0,49,18,0,0,0,0,0,19,730,12,0,0,11,65,805,101,0,0,0,0,35,137,56,0,0,0,0,9,63,45,0,0,0,0,8,58,61,0,0,0,0,17,85,112,0,0,0,0,12,123,129,0,0,0,0,12,149,101,0,0,0,0,3,105,44,0,0,0,0,3,46,19,0,0,0
LGA59030,49,0,0,0,0,0,47,21,0,0,0,0,0,18,37,3,0,0,4,0,44,39,3,0,0,3,0,39,45,4,0,0,4,0,56,34,0,0,0,0,4,36,21,0,0,0,0,3,20,9,0,0,0,0,0,9,0,0,0,0,0,0,0,257,10,3,0,10,8,276,42,8,0,0,4,0,49,22,0,0,0,0,0,24,28,0,0,0,0,6,36,45,8,0,0,8,13,60,38,0,0,0,0,6,45,41,0,0,0,0,9,56,26,0,0,0,0,3,26,12,0,0,0,0,6,17,0,0,0,0,0,0,0,250,18,0,0,18,40,307,38,3,0,0,4,3,46,13,0,0,0,0,0,16,22,0,0,0,0,4,32,21,5,0,0,5,4,30,24,0,0,0,0,0,24,44,0,0,0,0,0,46,30,0,0,0,0,3,38,21,0,0,0,0,0,19,8,0,0,0
LGA59100,164,0,0,3,3,4,169,47,0,0,3,3,4,50,68,3,0,0,3,6,77,90,0,0,0,0,0,97,127,0,0,0,0,5,134,91,0,0,0,0,4,95,70,0,0,0,0,5,73,34,0,0,0,0,4,35,11,0,0,0,0,0,13,700,7,0,7,12,38,752,132,5,0,0,7,8,142,43,0,0,0,0,0,44,82,3,0,0,3,0,84,72,0,0,0,0,5,79,105,0,0,0,0,6,116,95,5,0,0,5,11,116,75,0,0,0,0,3,85,44,0,0,0,0,3,44,7,0,0,0,0,3,18,658,12,0,0,9,51,720,122,3,0,0,3,16,138,44,0,0,0,0,10,49,65,3,0,0,3,8,75,54,3,0,0,3,11,67,66,0,0,0,3,15,86,99,0,0,0,0,25,123,66,0,0,0,0,12,81,46,0,0,0,0,6,57,13,0,0,0
LGA59170,177,0,0,0,0,7,188,74,0,0,0,0,0,76,103,0,0,0,0,0,110,126,0,0,0,0,8,133,137,0,0,0,0,7,149,122,0,0,0,0,3,126,74,0,0,0,0,5,80,43,0,0,0,0,0,45,6,0,0,0,0,0,8,871,8,0,0,8,37,917,184,4,0,0,4,13,202,55,0,0,0,0,5,61,114,4,0,0,4,8,129,99,5,0,0,5,6,112,108,0,0,0,3,12,118,165,4,0,0,4,15,185,88,0,0,0,0,13,102,43,0,0,0,0,5,47,10,0,0,0,0,0,10,874,26,0,0,24,81,979,188,8,0,0,9,21,220,64,0,0,0,0,7,71,90,5,0,0,5,10,106,126,8,0,0,8,17,152,106,4,0,0,4,10,121,139,0,0,0,0,9,154,95,0,0,0,5,19,111,59,0,0,0,0,6,65,18,0,0,0
LGA59250,65,42,7,0,43,6,124,91,52,0,0,55,18,157,208,58,5,0,67,40,311,147,42,3,0,46,33,227,122,55,0,0,58,31,214,63,15,0,0,12,11,94,14,8,0,0,9,0,27,5,3,0,0,4,0,5,0,0,0,0,0,0,0,725,279,18,0,294,140,1160,18,43,5,0,50,12,82,39,30,0,0,30,11,79,104,49,0,0,47,48,202,81,34,0,0,34,29,145,64,30,0,0,29,21,115,49,16,0,0,16,11,79,21,5,0,0,5,5,36,5,3,0,0,3,0,5,0,0,0,0,0,0,0,382,211,4,0,222,143,745,31,30,7,0,33,24,85,24,19,0,0,19,22,72,51,15,0,0,19,42,108,35,15,0,0,15,39,95,43,22,0,0,22,26,88,17,14,0,0,14,15,42,16,12,0,0,9,11,39,4,6,0,0,6,0,13,0,0,0,0
