LGA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,10,0,0,0,10,0,0,10,12,0,5,0,20,0,0,0,20,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,0,29,0,0,0,29,3,0,31,4,0,0,0,4,0,0,0,4,3,0,8,19,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0
LGA57840,216,37,9,0,262,4,0,5,266,16,0,281,574,70,3,4,648,6,0,5,658,14,0,666,166,27,24,0,206,0,0,0,206,4,0,215,4,0,0,12,17,0,0,0,17,0,0,14,956,133,32,12,1138,7,0,9,1148,31,4,1177,9,0,0,0,9,0,0,0,9,0,0,9,29,3,0,0,33,0,0,0,34,0,0,39,37,3,0,0,40,0,0,0,43,0,0,44,997,134,32,12,1175,7,3,8,1192,36,4,1228,330,55,13,6,396,4,3,9,405,30,6,433,0,0,0,4,6,0,0,0,6,3,4,13,1327,188,48,24,1580,7,7,18,1597,67,10,1672,330,42,7,0,380,6,0,3,385,24,0,409,590,66,10,0,665,4,5,11,672,19,5,695,37,0,0,0,40,0,0,0,40,0,0,40,5,0,0,3,12,0,0,0,12,0,0,11,960,113,18,7,1096,11,5,16
LGA57910,1317,232,39,10,1594,45,14,52,1649,85,0,1732,3644,535,77,17,4273,25,7,33,4301,74,12,4387,978,96,119,8,1197,6,3,9,1204,23,0,1224,45,6,0,31,79,0,0,0,78,0,7,87,5977,863,229,68,7134,76,21,97,7233,181,18,7428,56,9,0,0,69,4,0,7,81,6,0,80,165,14,3,7,187,5,0,4,194,5,3,201,219,24,3,6,257,11,5,15,272,12,3,286,6200,888,232,75,7393,84,28,108,7503,188,22,7716,2219,377,85,49,2730,61,36,100,2827,255,7,3088,6,0,3,14,28,0,0,0,26,0,31,59,8428,1272,315,137,10143,144,66,211,10352,444,58,10861,2112,306,26,11,2455,30,6,33,2494,121,0,2613,3713,416,58,20,4210,35,3,39,4250,85,9,4345,169,16,16,5,202,0,0,0,207,3,0,208,20,0,0,27,56,0,3,3,56,5,10,70,6018,743,106,62,6922,68,14,83
LGA57980,98,17,0,0,123,0,0,3,127,17,0,140,220,42,0,0,267,6,0,6,269,6,0,275,62,4,5,0,71,0,0,0,71,0,0,71,0,0,0,0,5,0,0,0,5,0,0,5,383,72,6,0,458,7,4,7,468,17,0,485,3,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,15,0,0,0,15,0,0,15,17,0,0,0,16,0,0,0,16,0,0,16,396,71,6,0,478,7,4,7,490,17,0,508,156,11,5,0,166,0,3,3,170,10,0,181,0,0,0,0,0,0,0,0,0,0,0,0,545,82,10,4,649,7,3,6,660,31,0,685,172,29,0,0,202,5,0,3,209,8,0,217,274,28,7,0,301,3,0,3,311,5,0,313,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,461,52,3,0,515,7,0,5
LGA58050,1207,128,27,6,1372,19,11,26,1403,64,3,1471,2437,279,60,27,2799,28,4,32,2834,50,10,2895,595,74,76,10,754,3,0,3,757,15,0,774,37,5,3,23,69,0,0,0,69,4,4,73,4280,485,169,62,4994,46,17,61,5062,132,13,5210,54,8,0,0,69,4,0,4,73,8,0,84,113,23,0,0,143,4,0,3,146,9,0,149,171,37,4,0,210,6,0,8,219,12,0,233,4450,520,171,61,5203,55,15,73,5279,146,22,5445,2128,305,114,82,2629,56,21,77,2706,209,6,2920,21,3,0,30,49,0,0,0,49,0,37,93,6590,830,284,177,7889,111,37,148,8042,355,67,8457,1614,222,41,8,1880,21,14,36,1915,82,4,2002,2631,300,64,27,3022,26,4,33,3057,84,8,3144,153,21,17,0,188,4,0,4,192,6,3,197,19,0,0,21,45,0,0,0,49,10,0,58,4414,545,114,60,5140,52,18,65
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
LGA58260,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,12,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,24,0,0,24,12,0,0,0,12,0,0,0,12,0,0,12,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0
LGA58330,8,4,0,0,12,0,0,0,11,6,4,23,27,4,4,0,33,0,0,0,38,0,0,38,4,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,7,5,0,52,5,0,5,51,5,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,5,0,50,5,0,5,56,5,4,61,23,4,0,0,30,6,0,6,35,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,64,6,4,0,85,6,0,6,89,6,7,97,23,0,0,0,22,0,0,0,22,0,0,26,45,12,0,0,55,0,0,0,55,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,77,12,3,0,87,0,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,11,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA58510,224,30,5,0,259,4,3,8,267,15,0,279,543,73,17,12,644,3,3,7,648,13,0,666,165,25,28,0,214,6,0,0,218,0,3,226,4,0,0,0,6,0,0,0,6,0,0,6,941,126,49,10,1128,10,5,16,1143,29,3,1172,15,4,0,0,18,0,0,0,18,0,0,20,27,3,0,0,34,3,0,3,36,0,0,36,46,8,0,0,56,3,0,3,54,0,0,58,985,136,49,10,1178,10,5,15,1202,31,0,1234,325,56,16,10,407,15,0,12,419,36,0,460,3,0,0,0,3,0,0,0,3,0,3,8,1312,192,59,23,1593,27,6,29,1619,71,11,1697,292,45,0,0,343,0,0,6,343,11,0,354,478,83,13,4,581,3,0,6,583,10,0,598,26,3,3,0,29,0,0,0,29,0,0,29,0,0,0,0,3,0,0,0,3,0,0,7,800,129,22,5,958,7,3,10
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,17,0,0,17,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,28,0,0,0,28,0,0,28,13,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0
LGA58570,233,36,7,0,274,0,0,0,282,13,0,293,563,81,13,5,661,5,0,5,667,4,0,669,215,32,20,0,263,0,0,0,264,0,0,270,5,0,0,5,9,0,0,0,9,0,0,9,1015,146,38,7,1213,7,0,7,1218,18,0,1239,8,0,0,0,13,0,0,0,13,0,0,13,12,0,0,0,12,0,0,0,12,0,0,13,20,0,0,0,21,0,0,0,21,0,0,24,1035,146,40,7,1236,7,0,7,1243,20,0,1265,260,22,10,0,294,0,0,0,297,28,0,325,0,3,0,0,9,0,0,0,9,0,4,14,1303,175,45,8,1528,7,0,7,1543,51,6,1595,328,30,3,0,369,11,0,11,383,14,0,395,567,68,10,0,644,3,0,3,646,15,0,665,24,5,5,0,35,0,0,0,35,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,921,103,19,0,1052,15,3,16
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,29,0,0,0,29,0,0,30,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,5,5,0,41,0,0,0,41,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,5,0,41,0,0,0,41,0,0,44,14,5,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,47,11,5,5,60,0,0,0,60,0,0,63,12,0,0,0,12,0,0,0,12,0,0,16,24,12,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,54,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,6,0,0,0,6,0,0,0,6,0,0,6,0,0,3,0,3,0,0,0,3,0,0,3,12,0,3,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0
LGA58760,1360,172,46,11,1584,14,4,20,1602,60,9,1672,3428,406,123,26,3982,24,7,32,4014,86,4,4108,881,107,132,14,1127,14,3,19,1147,19,4,1170,36,10,0,53,94,0,0,0,94,0,6,104,5704,687,301,99,6791,53,15,69,6860,173,22,7053,48,11,0,5,57,6,0,6,59,19,0,79,170,22,9,0,208,3,5,12,220,8,0,229,221,38,10,3,271,10,5,17,288,27,0,309,5926,724,310,104,7062,66,22,82,7148,198,18,7363,2536,430,153,101,3225,103,12,118,3338,282,14,3636,23,3,0,11,42,0,0,0,42,5,32,85,8488,1161,466,216,10333,169,34,203,10535,486,68,11085,2140,285,56,16,2497,28,10,39,2529,111,5,2649,4008,461,126,38,4631,30,7,42,4672,125,11,4806,222,21,47,6,293,6,4,10,307,9,0,316,41,5,0,64,111,0,0,0,111,0,7,122,6410,774,226,123,7537,71,17,86
LGA58820,6,8,0,3,15,0,0,0,15,0,0,14,39,5,0,0,36,0,0,0,36,4,0,42,13,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,53,5,3,9,71,0,0,0,71,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,61,5,3,9,75,0,0,0,75,6,0,78,30,3,3,4,41,3,0,3,45,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,92,11,5,9,114,3,0,3,121,8,0,127,16,0,0,0,23,0,0,0,23,0,0,23,62,0,5,3,72,0,0,0,67,0,0,67,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,6,6,0,0,0,6,0,0,6,78,6,5,10,96,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,21,0,0,0,21,0,0,21,7,0,0,0,9,0,0,0,9,0,0,9,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,36,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
LGA59100,6,0,3,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,14,0,0,0,14,0,0,14,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,32,0,0,0,32,0,0,32,3,0,0,0,3,0,0,0,3,0,0,3,17,4,0,0,17,0,0,0,17,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,24,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,37,0,0,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,37,0,0,37,20,0,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,56,0,0,0,56,0,0,62,11,0,0,0,14,0,0,0,14,0,0,14,46,0,0,0,46,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,52,0,0,0
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,12,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
LGA59310,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,16,0,0,0,16,0,0,16,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,34,0,0,0,36,0,0,36,22,0,0,3,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,3,51,0,0,0,53,0,0,53,13,0,0,0,13,0,0,0,13,0,0,13,32,4,0,0,36,0,0,0,36,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,44,0,0,0
LGA59320,5,4,0,0,7,0,0,0,7,0,0,7,13,3,0,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,24,0,0,0,24,0,0,24,3,0,0,0,3,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,26,0,0,0,29,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,4,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0
