LGA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA57700,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,24,34,82,9,4,12,5,13,7,3,166,0,6,0,0,0,0,0,0,0,13,13,25,5,10,6,0,0,3,0,59,14,8,3,5,0,0,0,0,0,27,149,268,69,38,52,19,52,24,10,695,0,0,0,0,0,0,0,4,0,3,53,58,49,19,18,13,29,16,4,256,84,65,102,51,34,20,61,22,4,446,317,92,1786,119,121,69,437,267,74,3283,5,8,33,11,12,11,30,37,0,142,22,10,32,12,3,10,28,12,5,133,6,9,21,0,4,0,17,4,3,60,14,9,15,3,6,9,24,18,28,140,722,641,2119,281,260,164,703,411,135,5424,0,5,0,0,0,0,0,0,0,11,5,12,0,0,0,0,0,0,0,21,27,91,0,31,17,12,5,8,0,188,0,6,0,3,0,0,0,0,0,16
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,0,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,7,0,5,0,0,0,3,0,0,18,13,7,50,5,0,6,8,4,4,92,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,30,25,52,4,3,5,17,22,12,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA57840,10,22,0,0,0,0,0,0,0,31,40,326,7,0,4,0,5,0,0,383,343,740,31,36,69,34,28,30,12,1321,12,39,5,0,0,0,0,0,0,52,82,173,12,8,16,13,0,3,7,314,21,33,0,0,3,0,0,0,0,69,779,2120,222,194,256,143,103,109,52,3975,0,0,0,0,0,0,0,3,0,7,123,141,60,28,22,28,23,17,10,453,160,134,110,53,51,58,32,38,13,642,226,129,708,96,80,92,121,125,25,1585,3,0,19,15,8,17,12,16,0,99,26,15,23,7,9,12,7,4,3,110,20,26,7,11,4,3,0,7,0,87,16,38,14,8,9,12,9,18,30,154,1852,3933,1205,453,537,415,350,373,156,9268,3,28,0,0,0,0,0,0,0,39,21,272,0,5,7,4,3,3,0,315,191,743,23,55,124,29,0,14,16,1194,7,29,0,4,9,0,0,0,0,50
LGA57910,25,45,4,5,5,0,4,0,0,88,116,669,11,9,15,9,4,3,9,852,1111,2535,242,220,263,184,242,276,59,5132,40,90,6,9,13,11,7,8,0,182,259,731,47,55,79,18,20,25,7,1246,95,130,14,34,26,5,0,4,5,322,3058,7959,1112,843,1086,664,699,726,182,16332,3,7,12,9,0,3,7,3,0,46,580,628,492,211,179,142,170,182,31,2612,729,724,931,422,273,259,313,307,41,4000,1280,568,5702,716,494,485,992,1060,221,11514,45,28,121,91,48,66,74,112,9,584,104,69,132,90,53,66,89,110,7,714,97,127,76,38,44,26,41,59,16,525,90,128,169,73,42,48,98,123,136,899,7632,14431,9068,2810,2625,1975,2756,3007,724,45037,22,107,3,9,10,3,0,0,0,155,76,630,16,12,38,5,0,0,4,790,699,2696,111,437,503,198,21,226,35,4928,43,157,0,22,16,12,0,11,5,257
LGA57980,0,9,0,0,0,0,0,0,0,9,34,246,0,0,0,0,0,0,0,285,173,502,21,9,29,15,5,11,6,768,6,11,0,0,0,0,0,0,0,17,34,102,6,3,11,3,0,0,0,156,7,16,0,0,0,0,0,0,0,27,358,1028,61,61,97,51,19,48,21,1735,0,0,0,0,0,0,0,0,0,0,36,52,15,5,16,6,3,5,4,138,48,33,29,19,12,12,5,10,0,175,51,17,119,39,18,15,27,39,6,338,0,0,7,9,3,7,0,8,0,43,11,11,3,0,6,3,0,7,0,46,4,19,6,4,0,0,0,0,5,33,14,17,6,0,4,0,0,3,3,45,771,2074,271,144,197,126,65,125,50,3822,0,12,0,0,0,0,0,0,0,12,33,194,5,4,7,0,0,0,0,240,92,479,10,27,47,19,0,8,4,673,5,15,0,0,0,0,0,0,0,21
LGA58050,0,11,0,0,0,0,0,0,5,18,16,113,6,7,0,3,0,3,0,145,261,554,84,81,114,51,90,43,23,1294,14,23,4,7,9,4,8,0,0,66,50,191,21,16,20,6,22,14,3,342,35,44,11,20,6,0,7,0,0,130,827,2012,525,346,415,206,363,248,59,4986,0,3,6,5,0,0,3,0,0,21,216,258,340,151,124,49,183,80,16,1415,443,364,593,324,185,143,318,178,25,2581,1155,540,6341,671,545,407,1689,1036,224,12610,58,18,127,80,34,82,143,159,8,712,65,46,123,77,35,34,111,76,12,567,36,59,85,21,21,9,58,28,4,318,70,44,113,50,36,29,107,81,105,624,3243,4283,8369,1853,1556,1016,3088,1942,482,25836,6,29,0,3,6,0,0,0,0,36,16,115,0,7,10,0,0,0,0,143,193,684,58,183,162,85,14,44,16,1435,14,57,4,7,12,0,0,0,3,91
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,8,5,5,0,0,3,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,0,0,3,3,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,10,13,0,13,0,0,0,6,6,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,31,3,22,3,0,0,5,7,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,17,24,4,3,0,0,4,0,0,59,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,10,0,23,8,10,14,6,4,5,5,0,0,53,54,27,163,13,12,11,70,26,13,382,0,0,0,6,0,0,0,4,0,16,0,0,0,3,0,0,3,6,0,11,0,0,4,0,5,0,0,0,0,10,4,0,3,5,0,0,4,6,3,26,98,85,199,29,22,17,88,40,22,607,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,8,16,0,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58510,6,7,0,0,0,0,0,0,0,18,27,175,4,0,5,0,3,6,0,230,188,557,46,39,64,29,30,49,15,1015,10,16,0,0,0,0,0,0,0,29,42,142,7,11,14,5,9,6,0,233,23,32,0,3,10,0,0,0,0,74,512,1537,238,161,228,101,109,126,40,3050,0,0,5,0,0,0,0,0,0,8,81,94,99,26,26,16,36,23,7,406,102,128,162,90,60,35,46,58,4,691,211,132,832,136,104,81,191,163,39,1889,6,7,28,20,11,18,13,21,0,131,16,16,24,11,12,8,17,8,0,117,16,34,13,5,0,7,17,13,0,108,21,23,25,10,11,5,19,12,27,154,1252,2912,1480,524,547,316,488,489,132,8151,4,16,0,0,5,0,0,0,0,21,16,182,5,3,7,6,0,0,0,217,142,552,26,85,104,38,9,44,10,1001,3,22,0,6,0,0,0,0,0,34
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,17,4,19,0,0,0,12,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,9,20,0,0,0,12,16,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA58570,3,7,0,0,0,0,0,0,0,16,32,231,11,0,9,0,0,0,0,285,270,745,42,39,64,14,14,16,15,1216,4,23,0,0,0,0,0,0,0,33,61,247,12,13,14,3,3,0,0,363,27,49,6,9,8,4,0,0,6,104,771,2240,187,185,227,135,56,96,38,3933,0,0,0,0,0,0,0,0,0,7,127,136,96,42,27,10,11,14,5,476,139,132,135,53,50,40,27,50,9,628,209,121,677,140,95,53,115,101,32,1545,7,8,13,14,9,8,5,16,0,78,25,12,16,14,8,11,6,12,0,117,14,36,7,7,6,6,5,8,0,88,22,29,15,5,9,12,13,6,27,138,1713,4027,1219,521,527,305,259,321,124,9033,5,31,0,0,4,0,0,0,0,42,25,239,0,0,10,0,0,3,0,282,201,813,25,50,95,25,0,16,8,1233,9,29,0,0,5,0,0,0,0,44
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,0,0,3,9,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,3,0,10,26,7,42,0,4,5,11,17,0,114,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,45,19,51,3,4,8,16,28,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,0,12,0,3,0,9,4,3,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,12,0,3,0,13,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,12,24,5,3,0,0,0,0,0,42,29,168,6,0,8,0,0,0,5,224,394,833,97,67,120,57,73,50,15,1717,20,30,0,3,4,5,7,0,0,70,84,244,26,31,22,12,18,15,5,453,56,76,5,22,18,9,6,0,4,188,1198,2919,657,514,509,300,365,315,58,6828,5,0,7,7,0,0,7,0,0,29,413,427,435,190,157,92,161,126,25,2021,636,587,754,422,233,197,296,231,61,3402,1520,696,9029,872,720,514,1926,1633,308,17231,43,37,148,121,57,99,130,235,13,886,102,66,173,76,56,53,127,123,14,791,75,77,90,37,26,22,53,51,13,447,91,64,178,66,40,36,121,122,144,851,4667,6276,11604,2427,1969,1397,3300,2885,651,35182,6,58,4,5,7,0,0,0,0,90,17,137,0,6,13,0,0,0,3,187,205,949,64,165,204,93,7,33,16,1749,11,82,4,5,12,3,0,3,0,124
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,19,3,4,0,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,9,6,3,0,4,0,0,0,0,26,10,5,13,6,0,0,4,3,0,38,32,9,223,3,3,0,63,32,9,377,0,0,7,0,0,0,3,0,0,15,0,0,0,3,0,0,3,0,0,8,4,0,3,0,0,0,0,0,0,7,6,0,3,5,0,0,7,0,5,30,73,39,258,18,11,7,93,43,21,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,29,0,18,0,0,0,4,6,0,60,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,54,5,15,0,0,0,6,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,3,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,10,0,13,4,0,0,8,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,13,4,0,4,8,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,4,0,0,15,21,0,17,0,0,3,18,17,0,74,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,4,0,0,13,65,8,24,3,0,9,25,22,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,8,4,0,30,0,0,0,6,9,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,32,5,0,0,11,9,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,28,0,51,3,6,0,12,11,0,112,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,53,21,57,6,6,3,16,22,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
