"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.4","2020","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","45477","13680","10235","7399","11749","6641","751","na","","95932"
"18A.4","2020","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2407","1624","6781","3027","633","89","..","1801","","16362"
"18A.4","2019","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","96695","62096","50755","31432","30928","6931","10529","4691","","294057"
"18A.4","2019","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4413","..","3195","..","1336","218","..","4751","","13913"
"18A.4","2019","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","39621","13793","10477","7374","11204","6392","745","na","","89606"
"18A.4","2019","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2649","1574","7184","3015","632","54","..","1973","","17081"
"18A.4","2018","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","106895","62247","50209","31922","31062","6856","10621","4720","","304532"
"18A.4","2018","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4414","..","3199","..","1372","215","..","4617","","13817"
"18A.4","2018","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","31404","13085","10607","7470","11171","5749","747","na","","80233"
"18A.4","2018","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2626","1618","4328","2948","610","78","..","1862","","14070"
"18A.4","2017","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","108125","62682","50060","32109","35232","6880","10661","4734","","310483"
"18A.4","2017","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4472","..","3247","..","1635","220","..","na","","9574"
"18A.4","2017","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","29788","13431","11448","7198","7194","5801","774","na","","75634"
"18A.4","2016","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","108637","62995","50093","32208","35946","7038","10606","4696","","312219"
"18A.4","2016","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4506","..","3233","..","1700","221","..","na","","9660"
"18A.4","2016","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","26897","13476","11152","6937","7206","5736","634","na","","72038"
"18A.4","2015","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","108732","63125","50371","32602","37766","7109","10611","4647","","314963"
"18A.4","2015","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4530","..","3242","..","1741","219","..","na","","9732"
"18A.4","2015","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","26220","13111","11199","6410","5701","5956","574","na","","69171"
"18A.4","2014","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","109370","63048","50570","32315","38008","8250","10727","4720","","317008"
"18A.4","2014","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4504","..","3270","..","1741","275","..","na","","9790"
"18A.4","2014","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","24805","13101","11357","6529","5809","4577","530","na","","66708"
"18A.4","2013","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","110074","62852","50938","32248","38754","10819","10738","4790","","321213"
"18A.4","2013","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4452","..","3286","..","1754","328","..","na","","9820"
"18A.4","2013","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","25973","13259","11564","6004","5696","2255","542","na","","65632"
