Table_Number,Year,Measure,Age,Indigenous_Status,Remoteness,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,Other specialist services,,,Composition of support provided,Clients receiving support services,Other specialist services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.5,10.0,16.3,17.5,8.1,9.6,18.2,27.3,13.2
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,General services,,,Composition of support provided,Clients receiving support services,General services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.7,83.4,92.2,96.2,99.4,89.7,89.1,91.2,89.6
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,,,,Composition of support provided,Total clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,74216.0,109901.0,41438.0,24626.0,20771.0,7789.0,4585.0,9187.0,288273.0
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,,,,Composition of support provided,Total support days,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,'000 days,6571.0,7813.0,3151.0,1564.0,2029.0,770.0,669.0,859.0,23425.0
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,,,,Composition of support provided,Total support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,111512.0,216833.0,58908.0,36542.0,38369.0,15510.0,7235.0,13595.0,498503.0
19A.3,2016-17,Composition of support provided,All ages,All people,All areas,,,,Composition of support provided,Total closed support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,93302.0,193516.0,50184.0,31782.0,31994.0,13529.0,5538.0,11070.0,430916.0
19A.4,2020-21,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Accommodation/accommodation related assistance,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,32.9,13.6,40.4,64.0,29.0,15.3,20.5,86.3,32.6
19A.4,2020-21,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Services other than accommodation,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.3,8.5,32.9,28.2,23.4,14.1,13.2,82.1,21.5
19A.4,2020-21,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.3,11.5,37.9,50.9,28.8,15.3,17.5,86.7,28.1
19A.4,2020-21,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Clients with met demand,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,20177.0,11720.0,14906.0,12010.0,5258.0,963.0,691.0,8098.0,73919.0
19A.4,2020-21,Access of selected equity groups,All ages,All people,All areas,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,65525.0,100474.0,39644.0,23718.0,18167.0,6270.0,3905.0,8967.0,263844.0
19A.4,2020,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Total population at 31 December,,,,Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.5,1.0,4.7,4.1,2.6,5.6,2.0,31.6,3.4
19A.4,2019-20,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Accommodation/accommodation related assistance,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.3,12.7,37.8,62.4,27.9,15.7,18.5,84.4,31.4
19A.4,2019-20,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Services other than accommodation,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,27.2,7.4,31.0,25.4,21.3,13.7,11.2,81.6,19.3
19A.4,2019-20,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.4,10.3,36.2,49.0,28.1,15.6,15.7,86.3,26.7
19A.4,2019-20,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Clients with met demand,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,19605.0,11324.0,15170.0,11708.0,5113.0,974.0,602.0,7368.0,72195.0
19A.4,2019-20,Access of selected equity groups,All ages,All people,All areas,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,65240.0,108940.0,41863.0,24011.0,18609.0,6274.0,3748.0,8734.0,274078.0
19A.4,2019,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Total population at 31 December,,,,Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.5,0.9,4.7,4.1,2.6,5.6,1.9,31.5,3.3
19A.4,2018-19,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Accommodation/accommodation related assistance,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.6,12.6,37.1,58.8,27.0,14.7,18.8,83.2,30.8
19A.4,2018-19,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Services other than accommodation,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,27.2,7.1,29.9,23.1,20.4,12.8,13.5,79.5,18.9
19A.4,2018-19,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.0,10.1,35.8,44.5,27.1,14.9,17.0,84.8,26.0
19A.4,2018-19,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Clients with met demand,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,20605.0,10703.0,15053.0,10711.0,4947.0,955.0,612.0,7186.0,71047.0
19A.4,2018-19,Access of selected equity groups,All ages,All people,All areas,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,68434.0,104335.0,42028.0,23868.0,18924.0,6425.0,3528.0,8586.0,272308.0
19A.4,2018,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Total population at 31 December,,,,Derived from ABS Australian Demographic Statistics - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.5,0.9,4.6,4.0,2.5,5.6,1.9,31.1,3.3
19A.4,2017-18,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Accommodation/accommodation related assistance,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,29.8,12.8,36.0,55.3,28.0,14.8,20.6,84.0,30.3
19A.4,2017-18,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Services other than accommodation,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,26.2,6.7,31.3,25.6,20.6,11.9,12.5,75.5,18.2
19A.4,2017-18,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.9,9.8,36.0,42.0,26.9,15.0,17.5,83.2,25.1
19A.4,2017-18,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Clients with met demand,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,19474.0,10885.0,14466.0,9694.0,5074.0,929.0,679.0,7243.0,69334.0
19A.4,2017-18,Access of selected equity groups,All ages,All people,All areas,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,67649.0,104850.0,40102.0,22575.0,19032.0,6286.0,3883.0,8712.0,269071.0
19A.4,2017,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Total population at 31 December,,,,Derived from ABS Australian Demographic Statistics - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.5,0.9,4.6,4.0,2.5,5.6,1.9,30.7,3.3
19A.4,2016-17,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Accommodation/accommodation related assistance,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.8,12.7,35.0,52.6,28.9,14.7,19.6,82.6,29.7
19A.4,2016-17,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,Services other than accommodation,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,25.4,6.4,32.0,20.1,19.2,14.0,11.7,71.8,17.7
19A.4,2016-17,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.3,9.5,36.1,40.7,25.9,15.3,16.3,81.0,24.7
19A.4,2016-17,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Clients with met demand,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,19824.0,9912.0,14590.0,9290.0,5211.0,1127.0,728.0,7236.0,67989.0
19A.4,2016-17,Access of selected equity groups,All ages,All people,All areas,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,70570.0,100982.0,40268.0,23098.0,20175.0,7355.0,4389.0,8918.0,271520.0
19A.4,2016,Access of selected equity groups,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,,Representation of Aboriginal and Torres Strait Islander people among:,Total population at 31 December,,,,Derived from ABS Australian Demographic Statistics - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.4,0.9,4.6,4.0,2.5,5.5,1.9,30.6,3.3
