LGA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA58680,4,3,13,15,26,26,6,3,0,91,7,0,7,6,13,4,17,13,3,75,8,0,5,4,7,3,5,3,0,38,14,7,22,24,47,33,36,21,3,211,7,10,16,24,46,38,17,3,0,160,6,5,6,8,9,13,6,5,0,53,0,0,0,0,3,0,4,0,0,14,0,0,0,0,0,3,4,0,0,5,11,15,27,35,57,52,26,8,0,234,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,11,18,28,35,61,58,26,8,0,242,10,0,8,4,15,10,36,22,11,117,10,5,7,13,13,16,12,7,0,82,23,20,36,55,95,82,75,44,9,446
LGA58760,4066,5259,11317,12296,11577,7053,1357,75,7,53007,2453,955,3096,3008,2369,3494,5968,3763,1320,26421,209,224,541,519,411,268,271,299,243,2990,6727,6444,14952,15825,14362,10815,7589,4134,1566,82418,1206,4794,13760,15487,14979,8728,1295,53,3,60300,4923,4440,6163,7255,6213,4573,1584,193,14,35367,170,297,1343,885,732,609,169,15,0,4210,121,231,522,415,309,204,47,11,4,1861,6422,9759,21784,24036,22228,14123,3101,270,22,101739,328,578,724,555,549,425,49,3,0,3220,1181,400,430,412,300,289,69,4,0,3100,1512,975,1164,966,849,715,122,10,3,6320,7937,10735,22944,25003,23082,14839,3218,286,18,108056,5416,1832,4039,3885,3506,5368,10629,6825,2187,43698,452,491,1021,1001,831,562,477,489,362,5694,13808,13061,28001,29891,27415,20767,14324,7602,2576,157448
LGA58820,60,62,119,175,195,174,48,5,0,842,50,10,58,54,65,131,214,115,39,737,12,3,11,10,21,16,10,23,18,131,126,74,188,238,285,323,272,145,56,1705,46,72,137,198,258,217,40,12,0,969,65,30,68,101,131,120,56,8,0,587,4,8,14,30,13,28,14,0,0,114,3,9,7,13,10,9,3,0,0,51,113,119,231,338,412,373,115,24,0,1724,10,12,18,11,15,11,0,0,0,74,5,5,11,13,7,5,0,0,0,48,13,18,26,24,20,18,0,0,0,124,123,138,254,360,434,393,113,22,0,1849,99,18,67,80,90,212,420,234,73,1286,18,11,24,36,57,37,26,33,27,279,240,168,351,475,575,637,565,289,98,3411
LGA58890,7,4,18,25,47,37,20,0,0,156,0,3,7,7,13,18,21,11,6,88,0,0,9,8,9,8,6,4,0,41,11,11,33,35,64,65,44,14,7,282,7,20,23,29,63,56,24,6,0,228,4,0,6,26,26,29,28,12,0,126,0,0,5,0,6,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,7,25,39,52,90,87,49,16,3,365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,8,9,25,39,52,90,89,49,16,3,375,10,7,12,11,21,38,48,24,13,167,0,5,8,18,14,18,4,3,3,72,18,33,58,77,120,142,103,47,24,618
LGA59030,0,3,10,10,13,15,5,0,0,58,0,0,3,0,0,9,13,6,6,40,0,0,3,4,0,3,3,0,0,19,0,3,20,11,12,26,21,9,4,114,0,10,23,32,34,40,10,0,0,149,0,0,0,5,10,9,3,0,0,32,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,14,28,41,43,57,8,0,0,203,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,28,41,46,57,8,0,0,204,0,0,3,0,0,9,23,18,7,66,0,4,17,20,23,18,3,0,0,82,5,18,50,65,69,79,38,18,8,352
LGA59100,4,9,19,33,25,38,6,4,0,133,0,0,9,4,3,8,19,19,6,75,0,3,4,7,8,13,4,3,4,38,10,14,32,41,33,55,31,29,12,245,0,10,26,24,34,56,19,4,0,177,10,4,6,25,15,20,11,0,0,89,0,0,7,0,0,3,0,0,0,21,0,0,3,0,0,0,0,6,0,14,12,15,45,51,58,76,30,14,4,299,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,8,4,0,3,0,0,0,0,12,14,18,52,51,56,76,29,14,4,312,3,3,9,4,5,12,34,31,10,118,0,7,14,9,13,30,14,8,4,95,20,26,70,63,75,124,76,51,11,532
LGA59170,4,7,38,55,45,56,18,6,0,239,9,0,14,5,9,15,24,24,8,109,0,0,6,4,5,7,5,4,4,39,13,10,57,64,54,85,56,34,9,381,8,23,58,76,67,58,32,6,0,335,5,3,15,39,21,46,11,9,0,151,0,0,8,0,5,9,5,4,0,29,0,0,0,0,0,0,0,0,0,5,18,27,79,118,97,114,54,15,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,27,79,122,97,112,54,15,0,526,15,0,15,13,11,26,42,44,13,167,0,4,13,19,8,13,16,9,9,77,28,33,112,151,111,153,106,68,17,778
LGA59250,0,16,41,27,30,20,3,0,0,141,3,3,10,5,9,10,12,5,0,60,5,5,28,25,17,10,6,0,0,86,10,24,77,57,51,38,16,5,0,286,0,44,159,107,124,74,11,0,0,524,0,4,11,17,13,5,5,3,0,49,0,0,3,7,3,8,0,0,0,25,0,0,0,0,6,0,0,0,0,13,4,51,177,140,137,85,13,3,0,613,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,51,181,140,140,85,15,3,0,620,8,11,14,17,13,15,31,4,0,116,11,41,147,107,104,47,19,0,0,470,23,103,343,259,257,145,66,9,0,1211
LGA59310,12,13,43,70,56,61,27,0,0,282,4,5,22,8,9,19,49,29,10,162,0,5,0,7,0,9,5,0,0,29,19,26,64,88,66,83,84,36,9,474,17,32,72,80,85,80,32,6,0,404,8,11,24,40,28,37,28,9,0,191,0,0,9,3,9,13,4,0,0,30,0,0,3,0,0,0,4,0,0,9,30,41,107,131,120,128,70,14,0,638,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,5,0,0,0,7,4,3,4,3,5,3,0,0,0,20,30,40,113,133,127,136,70,14,0,658,10,10,23,16,15,46,112,58,20,311,4,6,7,12,8,9,10,8,0,76,47,55,143,167,153,189,184,78,20,1038
LGA59320,0,4,12,17,18,25,6,0,0,95,9,0,5,9,4,10,19,3,0,51,0,0,0,4,0,0,4,3,0,15,8,8,17,28,25,35,24,9,0,164,4,12,20,20,24,40,7,0,0,134,3,3,9,8,14,7,10,0,0,59,0,0,0,0,0,6,0,0,0,6,0,0,4,0,0,4,0,0,0,3,6,14,35,30,38,56,19,0,0,208,0,0,0,0,0,7,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,6,6,14,34,37,38,58,19,0,0,211,5,0,3,6,9,16,29,11,3,94,0,0,4,9,3,6,10,3,0,30,11,22,42,49,50,81,58,16,0,335
LGA59330,6,6,21,8,19,18,7,7,0,94,3,0,6,6,0,6,24,17,6,66,0,3,4,0,4,0,5,4,0,24,9,9,26,23,21,28,34,28,8,184,3,13,24,14,24,31,14,5,0,130,0,0,9,10,9,16,12,4,0,55,0,3,4,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,17,37,27,36,42,27,6,0,208,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,11,10,14,37,26,37,44,27,6,0,214,6,0,6,10,10,18,39,44,5,136,0,3,5,3,4,0,7,11,0,41,14,26,49,45,55,72,74,57,8,397
LGA59340,83,140,556,472,432,432,97,14,0,2229,93,92,197,152,145,338,358,68,12,1457,40,48,136,103,112,101,55,12,6,622,213,283,887,728,699,874,509,98,15,4304,56,201,778,663,635,511,130,10,0,2993,70,51,198,156,145,156,69,9,0,854,4,15,102,171,168,202,67,3,0,732,4,7,27,20,20,13,3,0,0,108,138,280,1104,1014,965,881,272,27,0,4682,3,14,30,22,9,16,0,0,0,94,8,4,16,11,8,8,4,0,0,62,14,19,51,30,21,23,4,0,0,163,147,302,1154,1041,986,904,278,29,0,4841,179,162,311,272,248,561,824,182,22,2756,77,106,281,248,268,225,136,31,11,1394,403,566,1747,1559,1498,1695,1237,237,33,8989
LGA59350,3,9,25,17,19,11,12,0,0,83,0,0,6,0,7,14,12,6,0,41,0,6,30,22,23,20,5,3,0,119,7,18,60,40,51,37,25,9,4,249,3,23,92,60,67,49,18,0,0,312,0,0,8,3,12,8,3,0,0,36,0,0,4,3,5,6,0,0,0,20,0,0,5,0,0,0,0,0,0,5,3,27,109,71,81,64,24,0,0,371,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,27,113,71,81,66,24,0,0,379,4,0,9,4,9,18,21,15,0,79,5,43,172,109,123,85,25,10,0,569,6,68,301,181,211,165,70,21,4,1029
LGA59360,5,19,58,49,73,53,22,3,0,287,3,3,8,7,15,13,39,17,7,117,0,8,16,18,18,9,11,0,3,79,9,30,92,72,103,81,62,16,9,479,3,49,180,180,197,194,35,3,0,838,0,4,11,24,33,37,12,5,0,140,0,0,18,7,8,3,9,0,0,52,0,4,7,5,4,0,0,0,0,25,10,59,222,219,243,234,61,9,4,1056,0,3,4,4,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,7,5,3,6,4,0,8,4,0,0,31,12,65,226,221,251,240,62,9,4,1081,4,7,17,10,25,40,80,33,9,223,0,28,103,104,109,87,25,5,4,465,17,98,346,333,375,365,167,52,20,1770
LGA59370,32,40,89,142,153,195,58,7,0,718,23,10,23,26,26,92,242,150,53,643,0,0,13,12,13,23,19,30,5,115,53,47,118,179,190,312,323,187,56,1475,12,39,132,157,172,207,52,4,0,785,47,15,43,92,81,130,74,12,5,496,4,3,10,12,7,37,11,3,0,81,0,4,8,3,9,6,14,0,4,42,65,62,186,261,274,384,147,23,9,1406,3,4,4,9,11,8,3,0,0,46,0,3,9,3,8,10,6,0,0,35,0,7,13,11,20,21,10,0,0,86,70,74,197,269,289,402,154,26,9,1487,44,12,30,40,58,160,457,298,91,1193,4,3,25,22,33,52,39,50,16,247,127,87,252,338,374,620,652,372,106,2933
LGA59799,7,21,54,28,32,29,5,5,0,190,0,0,0,0,6,24,36,11,0,81,3,15,28,20,23,24,12,5,0,123,8,36,89,49,60,77,61,17,0,392,12,74,263,456,430,220,25,6,0,1478,0,0,15,24,15,15,7,0,0,77,0,0,18,29,37,30,9,5,0,120,0,3,5,6,3,4,0,0,0,20,10,71,297,516,486,267,40,8,0,1697,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,0,0,0,7,8,76,301,517,488,269,40,8,0,1711,0,0,4,7,10,45,86,21,0,165,6,43,219,425,390,221,49,6,0,1367,20,116,518,957,896,533,176,32,0,3249
