DATE,MONTH,SEX,CLIENT GROUP,MEASURE,VALUE
2019-03-31,Mar19,Male,Number of nights in short-term/emergency accommodation,,8999.0
2019-03-31,Mar19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,12.0
2019-03-31,Mar19,Male,Number of clients who are at risk of homelessness,,1121.0
2019-03-31,Mar19,Male,Number of clients who are homeless,,1156.0
2019-03-31,Mar19,Male,Number of clients accommodated in short-term/emergency accommodation,,672.0
2019-04-30,Apr19,Male,Number of clients who have experienced family and domestic violence,,627.0
2019-04-30,Apr19,Male,Number of indigenous clients,,875.0
2019-04-30,Apr19,Female,Number of clients who are at risk of homelessness,,2477.0
2019-04-30,Apr19,Female,Number of clients who are homeless,,1485.0
2019-04-30,Apr19,Female,Number of clients accommodated in short-term/emergency accommodation,,1052.0
2019-04-30,Apr19,Female,Number of clients with problematic drug or alcohol issues,,414.0
2019-04-30,Apr19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,42.0
2019-04-30,Apr19,Female,Number of clients with a current mental health issue,,1054.0
2019-04-30,Apr19,Female,Number of clients who have experienced family and domestic violence,,2214.0
2019-04-30,Apr19,Female,Number of indigenous clients,,1789.0
2019-04-30,Apr19,Male,Number of clients with a current mental health issue,,551.0
2019-04-30,Apr19,Female,Number of nights in short-term/emergency accommodation,,11036.0
2019-04-30,Apr19,Male,Number of clients with problematic drug or alcohol issues,,347.0
2019-04-30,Apr19,Male,Number of nights in short-term/emergency accommodation,,8331.0
2019-04-30,Apr19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,6.0
2019-04-30,Apr19,Male,Number of clients who are at risk of homelessness,,1075.0
2019-04-30,Apr19,Male,Number of clients who are homeless,,1121.0
2019-04-30,Apr19,Male,Number of clients accommodated in short-term/emergency accommodation,,647.0
2019-05-31,May19,Male,Number of clients who have experienced family and domestic violence,,637.0
2019-05-31,May19,Male,Number of indigenous clients,,938.0
2019-05-31,May19,Female,Number of clients who are at risk of homelessness,,2550.0
2019-05-31,May19,Female,Number of clients who are homeless,,1498.0
2019-05-31,May19,Female,Number of clients accommodated in short-term/emergency accommodation,,1056.0
2019-05-31,May19,Female,Number of clients with problematic drug or alcohol issues,,421.0
2019-05-31,May19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,52.0
2019-05-31,May19,Female,Number of clients with a current mental health issue,,1158.0
2019-05-31,May19,Female,Number of clients who have experienced family and domestic violence,,2256.0
2019-05-31,May19,Male,Number of clients with a current mental health issue,,590.0
2019-05-31,May19,Female,Number of nights in short-term/emergency accommodation,,11275.0
2019-05-31,May19,Female,Number of indigenous clients,,1802.0
2019-05-31,May19,Male,Number of clients with problematic drug or alcohol issues,,378.0
2019-05-31,May19,Male,Number of nights in short-term/emergency accommodation,,8517.0
2019-05-31,May19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,13.0
2019-05-31,May19,Male,Number of clients who are at risk of homelessness,,1122.0
2019-05-31,May19,Male,Number of clients who are homeless,,1156.0
2019-05-31,May19,Male,Number of clients accommodated in short-term/emergency accommodation,,678.0
2019-06-30,Jun19,Female,Number of clients who are homeless,,1410.0
2019-06-30,Jun19,Male,Number of clients who have experienced family and domestic violence,,621.0
2019-06-30,Jun19,Male,Number of indigenous clients,,876.0
2019-06-30,Jun19,Female,Number of clients who are at risk of homelessness,,2492.0
2019-06-30,Jun19,Female,Number of clients accommodated in short-term/emergency accommodation,,1027.0
2019-06-30,Jun19,Male,Number of clients with a current mental health issue,,551.0
2019-06-30,Jun19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,65.0
2019-06-30,Jun19,Female,Number of clients with problematic drug or alcohol issues,,391.0
2019-06-30,Jun19,Female,Number of clients with a current mental health issue,,1077.0
2019-06-30,Jun19,Female,Number of clients who have experienced family and domestic violence,,2134.0
2019-06-30,Jun19,Female,Number of indigenous clients,,1738.0
2019-06-30,Jun19,Female,Number of nights in short-term/emergency accommodation,,10444.0
2019-06-30,Jun19,Male,Number of clients with problematic drug or alcohol issues,,347.0
2019-06-30,Jun19,Male,Number of nights in short-term/emergency accommodation,,7570.0
2019-06-30,Jun19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,16.0
2019-06-30,Jun19,Male,Number of clients who are at risk of homelessness,,1108.0
2019-06-30,Jun19,Male,Number of clients who are homeless,,1037.0
2019-06-30,Jun19,Male,Number of clients accommodated in short-term/emergency accommodation,,613.0
2019-07-31,Jul19,Male,Number of clients who have experienced family and domestic violence,,615.0
2019-07-31,Jul19,Female,Number of clients who are at risk of homelessness,,2508.0
2019-07-31,Jul19,Female,Number of clients who are homeless,,1400.0
2019-07-31,Jul19,Female,Number of clients accommodated in short-term/emergency accommodation,,1107.0
2019-07-31,Jul19,Female,Number of clients with problematic drug or alcohol issues,,362.0
2019-07-31,Jul19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,29.0
2019-07-31,Jul19,Male,Number of clients with a current mental health issue,,557.0
2019-07-31,Jul19,Female,Number of clients with a current mental health issue,,1074.0
2019-07-31,Jul19,Female,Number of clients who have experienced family and domestic violence,,2142.0
2019-07-31,Jul19,Female,Number of indigenous clients,,1775.0
2019-07-31,Jul19,Female,Number of nights in short-term/emergency accommodation,,10955.0
2019-07-31,Jul19,Male,Number of clients with problematic drug or alcohol issues,,346.0
2019-07-31,Jul19,Male,Number of indigenous clients,,992.0
2019-07-31,Jul19,Male,Number of nights in short-term/emergency accommodation,,8101.0
2019-07-31,Jul19,Male,Number of clients accommodated in short-term/emergency accommodation,,721.0
2019-07-31,Jul19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,12.0
2019-07-31,Jul19,Male,Number of clients who are at risk of homelessness,,1170.0
2019-07-31,Jul19,Male,Number of clients who are homeless,,1079.0
2019-08-31,Aug19,Male,Number of clients with a current mental health issue,,542.0
2019-08-31,Aug19,Female,Number of indigenous clients,,1849.0
2019-08-31,Aug19,Female,Number of clients who have experienced family and domestic violence,,2282.0
2019-08-31,Aug19,Female,Number of clients with a current mental health issue,,1101.0
2019-08-31,Aug19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,39.0
2019-08-31,Aug19,Female,Number of nights in short-term/emergency accommodation,,10254.0
2019-08-31,Aug19,Female,Number of clients accommodated in short-term/emergency accommodation,,1195.0
2019-08-31,Aug19,Female,Number of clients who are homeless,,1399.0
2019-08-31,Aug19,Female,Number of clients who are at risk of homelessness,,2546.0
2019-08-31,Aug19,Male,Number of indigenous clients,,963.0
2019-08-31,Aug19,Male,Number of clients who have experienced family and domestic violence,,624.0
2019-08-31,Aug19,Female,Number of clients with problematic drug or alcohol issues,,385.0
2019-08-31,Aug19,Male,Number of clients with problematic drug or alcohol issues,,354.0
2019-08-31,Aug19,Male,Number of nights in short-term/emergency accommodation,,8714.0
2019-08-31,Aug19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,12.0
2019-08-31,Aug19,Male,Number of clients who are at risk of homelessness,,1145.0
2019-08-31,Aug19,Male,Number of clients who are homeless,,1088.0
2019-08-31,Aug19,Male,Number of clients accommodated in short-term/emergency accommodation,,758.0
2019-09-30,Sep19,Male,Number of clients with a current mental health issue,,544.0
2019-09-30,Sep19,Male,Number of clients who have experienced family and domestic violence,,598.0
2019-09-30,Sep19,Male,Number of indigenous clients,,906.0
2019-09-30,Sep19,Female,Number of clients who are at risk of homelessness,,2329.0
2019-09-30,Sep19,Female,Number of clients who are homeless,,1416.0
2019-09-30,Sep19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,60.0
2019-09-30,Sep19,Female,Number of nights in short-term/emergency accommodation,,10799.0
2019-09-30,Sep19,Female,Number of clients with problematic drug or alcohol issues,,402.0
2019-09-30,Sep19,Female,Number of clients with a current mental health issue,,1077.0
2019-09-30,Sep19,Female,Number of clients who have experienced family and domestic violence,,2092.0
2019-09-30,Sep19,Male,Number of clients with problematic drug or alcohol issues,,331.0
2019-09-30,Sep19,Female,Number of clients accommodated in short-term/emergency accommodation,,1095.0
2019-09-30,Sep19,Female,Number of indigenous clients,,1765.0
2019-09-30,Sep19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,19.0
2019-09-30,Sep19,Male,Number of clients accommodated in short-term/emergency accommodation,,714.0
2019-09-30,Sep19,Male,Number of nights in short-term/emergency accommodation,,8722.0
2019-09-30,Sep19,Male,Number of clients who are at risk of homelessness,,1035.0
2019-09-30,Sep19,Male,Number of clients who are homeless,,1088.0
2019-10-31,Oct19,Female,Number of clients who are at risk of homelessness,,2382.0
2019-10-31,Oct19,Female,Number of indigenous clients,,1850.0
2019-10-31,Oct19,Male,Number of clients who have experienced family and domestic violence,,602.0
2019-10-31,Oct19,Male,Number of indigenous clients,,914.0
2019-10-31,Oct19,Male,Number of clients with a current mental health issue,,581.0
2019-10-31,Oct19,Female,Number of clients who have experienced family and domestic violence,,2127.0
2019-10-31,Oct19,Female,Number of clients accommodated in short-term/emergency accommodation,,1125.0
2019-10-31,Oct19,Female,Number of nights in short-term/emergency accommodation,,11289.0
2019-10-31,Oct19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,63.0
2019-10-31,Oct19,Female,Number of clients with problematic drug or alcohol issues,,394.0
2019-10-31,Oct19,Female,Number of clients with a current mental health issue,,1103.0
2019-10-31,Oct19,Female,Number of clients who are homeless,,1496.0
2019-10-31,Oct19,Male,Number of clients with problematic drug or alcohol issues,,353.0
2019-10-31,Oct19,Male,Number of clients accommodated in short-term/emergency accommodation,,729.0
2019-10-31,Oct19,Male,Number of nights in short-term/emergency accommodation,,9133.0
2019-10-31,Oct19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,,21.0
2019-10-31,Oct19,Male,Number of clients who are at risk of homelessness,,1062.0
2019-10-31,Oct19,Male,Number of clients who are homeless,,1144.0
2019-11-30,Nov19,Male,Number of clients who have experienced family and domestic violence,,634.0
2019-11-30,Nov19,Female,Number of clients who are at risk of homelessness,,2427.0
2019-11-30,Nov19,Female,Number of clients who are homeless,,1506.0
2019-11-30,Nov19,Female,Number of clients accommodated in short-term/emergency accommodation,,1119.0
2019-11-30,Nov19,Female,Number of nights in short-term/emergency accommodation,,10947.0
2019-11-30,Nov19,Female,Number of clients with a current mental health issue,,1147.0
2019-11-30,Nov19,Female,Number of clients with problematic drug or alcohol issues,,420.0
2019-11-30,Nov19,Male,Number of clients with a current mental health issue,,576.0
2019-11-30,Nov19,Female,Number of clients who have experienced family and domestic violence,,2197.0
2019-11-30,Nov19,Female,Number of indigenous clients,,1833.0
2019-11-30,Nov19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,,64.0
2019-11-30,Nov19,Male,Number of clients with problematic drug or alcohol issues,,354.0
2019-11-30,Nov19,Male,Number of indigenous clients,,999.0
2019-11-30,Nov19,Male,Number of nights in short-term/emergency accommodation,,8941.0
