DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2021-06-30,NSW,Jun21,Number of indigenous clients,,7653.0
2021-06-30,NSW,Jun21,Number of nights in short-term/emergency accommodation,,45657.0
2022-06-30,NSW,Jun22,Number of clients accommodated in short-term/emergency accommodation,,2257.0
2022-06-30,NSW,Jun22,Number of clients financially assisted with payments for short term/emergency accommodation,,194.0
2022-06-30,NSW,Jun22,Number of clients who are at risk of homelessness,,11462.0
2022-06-30,NSW,Jun22,Number of clients who are homeless,,11416.0
2022-06-30,NSW,Jun22,Number of clients who have experienced family and domestic violence,,7925.0
2022-06-30,NSW,Jun22,Number of clients with a current mental health issue,,7950.0
2022-06-30,NSW,Jun22,Number of clients with problematic drug or alcohol issues,,1685.0
2022-06-30,NSW,Jun22,Number of indigenous clients,,7476.0
2022-06-30,NSW,Jun22,Number of nights in short-term/emergency accommodation,,44095.0
2023-06-30,NSW,Jun23,Number of clients accommodated in short-term/emergency accommodation,,2248.0
2023-06-30,NSW,Jun23,Number of clients financially assisted with payments for short term/emergency accommodation,,193.0
2023-06-30,NSW,Jun23,Number of clients who are at risk of homelessness,,11032.0
2023-06-30,NSW,Jun23,Number of clients who are homeless,,11965.0
2023-06-30,NSW,Jun23,Number of clients who have experienced family and domestic violence,,7949.0
2023-06-30,NSW,Jun23,Number of clients with a current mental health issue,,8122.0
2023-06-30,NSW,Jun23,Number of clients with problematic drug or alcohol issues,,1760.0
2023-06-30,NSW,Jun23,Number of indigenous clients,,7568.0
2023-06-30,NSW,Jun23,Number of nights in short-term/emergency accommodation,,46340.0
2018-03-31,NSW,Mar18,Number of clients accommodated in short-term/emergency accommodation,,2514.0
2018-03-31,NSW,Mar18,Number of clients financially assisted with payments for short term/emergency accommodation,,190.0
2018-03-31,NSW,Mar18,Number of clients who are at risk of homelessness,,11403.0
2018-03-31,NSW,Mar18,Number of clients who are homeless,,10544.0
2018-03-31,NSW,Mar18,Number of clients who have experienced family and domestic violence,,7762.0
2018-03-31,NSW,Mar18,Number of clients with a current mental health issue,,7359.0
2018-03-31,NSW,Mar18,Number of clients with problematic drug or alcohol issues,,2282.0
2018-03-31,NSW,Mar18,Number of indigenous clients,,6604.0
2018-03-31,NSW,Mar18,Number of nights in short-term/emergency accommodation,,48591.0
2019-03-31,NSW,Mar19,Number of clients accommodated in short-term/emergency accommodation,,2477.0
2019-03-31,NSW,Mar19,Number of clients financially assisted with payments for short term/emergency accommodation,,237.0
2019-03-31,NSW,Mar19,Number of clients who are at risk of homelessness,,12180.0
2019-03-31,NSW,Mar19,Number of clients who are homeless,,10594.0
2019-03-31,NSW,Mar19,Number of clients who have experienced family and domestic violence,,7928.0
2019-03-31,NSW,Mar19,Number of clients with a current mental health issue,,7763.0
2019-03-31,NSW,Mar19,Number of clients with problematic drug or alcohol issues,,2308.0
2019-03-31,NSW,Mar19,Number of indigenous clients,,6711.0
2019-03-31,NSW,Mar19,Number of nights in short-term/emergency accommodation,,47099.0
2020-03-31,NSW,Mar20,Number of clients accommodated in short-term/emergency accommodation,,2490.0
2020-03-31,NSW,Mar20,Number of clients financially assisted with payments for short term/emergency accommodation,,205.0
2020-03-31,NSW,Mar20,Number of clients who are at risk of homelessness,,12650.0
2020-03-31,NSW,Mar20,Number of clients who are homeless,,10385.0
2020-03-31,NSW,Mar20,Number of clients who have experienced family and domestic violence,,8055.0
2020-03-31,NSW,Mar20,Number of clients with a current mental health issue,,7831.0
2020-03-31,NSW,Mar20,Number of clients with problematic drug or alcohol issues,,2013.0
2020-03-31,NSW,Mar20,Number of indigenous clients,,6959.0
2020-03-31,NSW,Mar20,Number of nights in short-term/emergency accommodation,,49506.0
2021-03-31,NSW,Mar21,Number of clients accommodated in short-term/emergency accommodation,,2454.0
2021-03-31,NSW,Mar21,Number of clients financially assisted with payments for short term/emergency accommodation,,244.0
2021-03-31,NSW,Mar21,Number of clients who are at risk of homelessness,,12898.0
2021-03-31,NSW,Mar21,Number of clients who are homeless,,11503.0
2021-03-31,NSW,Mar21,Number of clients who have experienced family and domestic violence,,8937.0
2021-03-31,NSW,Mar21,Number of clients with a current mental health issue,,8781.0
2021-03-31,NSW,Mar21,Number of clients with problematic drug or alcohol issues,,2106.0
2021-03-31,NSW,Mar21,Number of indigenous clients,,7631.0
2021-03-31,NSW,Mar21,Number of nights in short-term/emergency accommodation,,47391.0
2022-03-31,NSW,Mar22,Number of clients accommodated in short-term/emergency accommodation,,2196.0
2022-03-31,NSW,Mar22,Number of clients financially assisted with payments for short term/emergency accommodation,,218.0
2022-03-31,NSW,Mar22,Number of clients who are at risk of homelessness,,12006.0
2022-03-31,NSW,Mar22,Number of clients who are homeless,,11406.0
2022-03-31,NSW,Mar22,Number of clients who have experienced family and domestic violence,,8492.0
2022-03-31,NSW,Mar22,Number of clients with a current mental health issue,,8354.0
2022-03-31,NSW,Mar22,Number of clients with problematic drug or alcohol issues,,1738.0
2022-03-31,NSW,Mar22,Number of indigenous clients,,7539.0
2022-03-31,NSW,Mar22,Number of nights in short-term/emergency accommodation,,44406.0
2023-03-31,NSW,Mar23,Number of clients accommodated in short-term/emergency accommodation,,2454.0
2023-03-31,NSW,Mar23,Number of clients financially assisted with payments for short term/emergency accommodation,,217.0
2023-03-31,NSW,Mar23,Number of clients who are at risk of homelessness,,11897.0
2023-03-31,NSW,Mar23,Number of clients who are homeless,,11997.0
2023-03-31,NSW,Mar23,Number of clients who have experienced family and domestic violence,,8545.0
2023-03-31,NSW,Mar23,Number of clients with a current mental health issue,,8359.0
2023-03-31,NSW,Mar23,Number of clients with problematic drug or alcohol issues,,1768.0
2023-03-31,NSW,Mar23,Number of indigenous clients,,7987.0
2023-03-31,NSW,Mar23,Number of nights in short-term/emergency accommodation,,48909.0
2018-05-31,NSW,May18,Number of clients accommodated in short-term/emergency accommodation,,2474.0
2018-05-31,NSW,May18,Number of clients financially assisted with payments for short term/emergency accommodation,,218.0
2018-05-31,NSW,May18,Number of clients who are at risk of homelessness,,11735.0
2018-05-31,NSW,May18,Number of clients who are homeless,,10624.0
2018-05-31,NSW,May18,Number of clients who have experienced family and domestic violence,,8060.0
2018-05-31,NSW,May18,Number of clients with a current mental health issue,,7542.0
2018-05-31,NSW,May18,Number of clients with problematic drug or alcohol issues,,2255.0
2018-05-31,NSW,May18,Number of indigenous clients,,6648.0
2018-05-31,NSW,May18,Number of nights in short-term/emergency accommodation,,50247.0
2019-05-31,NSW,May19,Number of clients accommodated in short-term/emergency accommodation,,2530.0
2019-05-31,NSW,May19,Number of clients financially assisted with payments for short term/emergency accommodation,,220.0
2019-05-31,NSW,May19,Number of clients who are at risk of homelessness,,12446.0
2019-05-31,NSW,May19,Number of clients who are homeless,,10357.0
2019-05-31,NSW,May19,Number of clients who have experienced family and domestic violence,,8042.0
2019-05-31,NSW,May19,Number of clients with a current mental health issue,,7993.0
2019-05-31,NSW,May19,Number of clients with problematic drug or alcohol issues,,2302.0
2019-05-31,NSW,May19,Number of indigenous clients,,6804.0
2019-05-31,NSW,May19,Number of nights in short-term/emergency accommodation,,48039.0
2020-05-31,NSW,May20,Number of clients accommodated in short-term/emergency accommodation,,1920.0
2020-05-31,NSW,May20,Number of clients financially assisted with payments for short term/emergency accommodation,,147.0
2020-05-31,NSW,May20,Number of clients who are at risk of homelessness,,11635.0
2020-05-31,NSW,May20,Number of clients who are homeless,,10290.0
2020-05-31,NSW,May20,Number of clients who have experienced family and domestic violence,,7897.0
2020-05-31,NSW,May20,Number of clients with a current mental health issue,,7730.0
2020-05-31,NSW,May20,Number of clients with problematic drug or alcohol issues,,1989.0
2020-05-31,NSW,May20,Number of indigenous clients,,6563.0
2020-05-31,NSW,May20,Number of nights in short-term/emergency accommodation,,39512.0
2021-05-31,NSW,May21,Number of clients accommodated in short-term/emergency accommodation,,2358.0
2021-05-31,NSW,May21,Number of clients financially assisted with payments for short term/emergency accommodation,,202.0
2021-05-31,NSW,May21,Number of clients who are at risk of homelessness,,13075.0
2021-05-31,NSW,May21,Number of clients who are homeless,,11318.0
2021-05-31,NSW,May21,Number of clients who have experienced family and domestic violence,,8910.0
2021-05-31,NSW,May21,Number of clients with a current mental health issue,,8745.0
2021-05-31,NSW,May21,Number of clients with problematic drug or alcohol issues,,1998.0
2021-05-31,NSW,May21,Number of indigenous clients,,7701.0
2021-05-31,NSW,May21,Number of nights in short-term/emergency accommodation,,47170.0
2022-05-31,NSW,May22,Number of clients accommodated in short-term/emergency accommodation,,2311.0
2022-05-31,NSW,May22,Number of clients financially assisted with payments for short term/emergency accommodation,,208.0
2022-05-31,NSW,May22,Number of clients who are at risk of homelessness,,11656.0
2022-05-31,NSW,May22,Number of clients who are homeless,,11262.0
2022-05-31,NSW,May22,Number of clients who have experienced family and domestic violence,,8074.0
2022-05-31,NSW,May22,Number of clients with a current mental health issue,,8045.0
2022-05-31,NSW,May22,Number of clients with problematic drug or alcohol issues,,1747.0
2022-05-31,NSW,May22,Number of indigenous clients,,7372.0
2022-05-31,NSW,May22,Number of nights in short-term/emergency accommodation,,45729.0
2023-05-31,NSW,May23,Number of clients accommodated in short-term/emergency accommodation,,2386.0
2023-05-31,NSW,May23,Number of clients financially assisted with payments for short term/emergency accommodation,,236.0
2023-05-31,NSW,May23,Number of clients who are at risk of homelessness,,11227.0
2023-05-31,NSW,May23,Number of clients who are homeless,,12074.0
2023-05-31,NSW,May23,Number of clients who have experienced family and domestic violence,,8238.0
2023-05-31,NSW,May23,Number of clients with a current mental health issue,,8288.0
2023-05-31,NSW,May23,Number of clients with problematic drug or alcohol issues,,1815.0
2023-05-31,NSW,May23,Number of indigenous clients,,7682.0
2023-05-31,NSW,May23,Number of nights in short-term/emergency accommodation,,48745.0
2017-11-30,NSW,Nov17,Number of clients accommodated in short-term/emergency accommodation,,2456.0
2017-11-30,NSW,Nov17,Number of clients financially assisted with payments for short term/emergency accommodation,,191.0
2017-11-30,NSW,Nov17,Number of clients who are at risk of homelessness,,11219.0
2017-11-30,NSW,Nov17,Number of clients who are homeless,,10105.0
2017-11-30,NSW,Nov17,Number of clients who have experienced family and domestic violence,,7588.0
2017-11-30,NSW,Nov17,Number of clients with a current mental health issue,,7140.0
2017-11-30,NSW,Nov17,Number of clients with problematic drug or alcohol issues,,2288.0
2017-11-30,NSW,Nov17,Number of indigenous clients,,6405.0
2017-11-30,NSW,Nov17,Number of nights in short-term/emergency accommodation,,46349.0
2018-11-30,NSW,Nov18,Number of clients accommodated in short-term/emergency accommodation,,2338.0
2018-11-30,NSW,Nov18,Number of clients financially assisted with payments for short term/emergency accommodation,,213.0
2018-11-30,NSW,Nov18,Number of clients who are at risk of homelessness,,12099.0
2018-11-30,NSW,Nov18,Number of clients who are homeless,,10611.0
2018-11-30,NSW,Nov18,Number of clients who have experienced family and domestic violence,,8113.0
2018-11-30,NSW,Nov18,Number of clients with a current mental health issue,,7833.0
2018-11-30,NSW,Nov18,Number of clients with problematic drug or alcohol issues,,2338.0
2018-11-30,NSW,Nov18,Number of indigenous clients,,6830.0
2018-11-30,NSW,Nov18,Number of nights in short-term/emergency accommodation,,42878.0
2019-11-30,NSW,Nov19,Number of clients accommodated in short-term/emergency accommodation,,2465.0
2019-11-30,NSW,Nov19,Number of clients financially assisted with payments for short term/emergency accommodation,,179.0
2019-11-30,NSW,Nov19,Number of clients who are at risk of homelessness,,12293.0
2019-11-30,NSW,Nov19,Number of clients who are homeless,,10098.0
2019-11-30,NSW,Nov19,Number of clients who have experienced family and domestic violence,,7743.0
2019-11-30,NSW,Nov19,Number of clients with a current mental health issue,,7965.0
2019-11-30,NSW,Nov19,Number of clients with problematic drug or alcohol issues,,2238.0
2019-11-30,NSW,Nov19,Number of indigenous clients,,6672.0
2019-11-30,NSW,Nov19,Number of nights in short-term/emergency accommodation,,45684.0
2020-11-30,NSW,Nov20,Number of clients accommodated in short-term/emergency accommodation,,2243.0
2020-11-30,NSW,Nov20,Number of clients financially assisted with payments for short term/emergency accommodation,,202.0
2020-11-30,NSW,Nov20,Number of clients who are at risk of homelessness,,12461.0
2020-11-30,NSW,Nov20,Number of clients who are homeless,,10809.0
2020-11-30,NSW,Nov20,Number of clients who have experienced family and domestic violence,,8410.0
2020-11-30,NSW,Nov20,Number of clients with a current mental health issue,,8344.0
2020-11-30,NSW,Nov20,Number of clients with problematic drug or alcohol issues,,2095.0
2020-11-30,NSW,Nov20,Number of indigenous clients,,7451.0
2020-11-30,NSW,Nov20,Number of nights in short-term/emergency accommodation,,41180.0
2021-11-30,NSW,Nov21,Number of clients accommodated in short-term/emergency accommodation,,1988.0
2021-11-30,NSW,Nov21,Number of clients financially assisted with payments for short term/emergency accommodation,,194.0
