POW_LGA_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
LGA57770,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3
LGA57840,0,16,6,11,19,45,13,61,0,165,0,17,11,19,19,45,11,54,0,176,0,13,15,7,15,35,11,63,0,159,3,17,26,12,9,28,13,42,0,159,0,22,20,14,10,14,0,12,0,93,0,11,25,8,5,15,0,7,3,73,0,3,3,4,0,0,0,9,0,27,16,133,161,95,138,285,89,369,12,1297,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,7,0,3,0,35,0,13,4,5,3,19,5,11,0,61,0,17,7,4,11,15,3,12,4,83,10,21,14,14,4,21,6,21,0,109,0,32,22,14,10,10,7,14,0,112,5,18,22,13,14,25,3,16,0,114,0,21,24,17,12,27,15,18,0,134,0,28,34,9,11,19,11,23,0,136,5,37,29,6,13,17,5,14,0,127,0,46,16,6,3,9,3,7,0,95,3,23,14,5,0,9,0,3,0,62
LGA57910,10,51,67,77,89,238,80,283,9,902,6,54,65,59,84,184,63,308,9,841,12,54,64,57,86,150,50,256,4,731,20,87,68,45,44,113,38,158,3,583,9,87,69,40,36,59,13,82,3,403,8,48,53,29,21,32,13,49,0,263,8,61,27,12,8,16,3,10,3,148,109,607,638,489,652,1378,438,1868,79,6252,3,30,6,0,0,0,0,0,0,44,5,61,32,14,15,31,4,15,3,187,4,98,68,44,43,81,20,39,13,407,28,108,99,67,77,121,32,86,18,622,21,171,121,64,73,136,54,111,8,758,14,139,112,83,65,114,36,117,6,679,8,139,77,69,56,135,51,140,4,679,10,129,113,84,61,121,52,131,9,721,13,120,105,92,68,97,39,105,0,649,16,161,89,60,46,76,26,78,4,566,17,155,92,32,22,51,10,34,4,414,4,94,31,24,13,19,6,21,0,216
LGA57980,0,11,11,18,22,52,19,86,3,218,7,7,19,21,16,56,29,106,0,251,0,13,18,13,15,43,19,69,0,197,6,18,21,11,16,43,12,55,0,178,3,26,15,7,11,19,4,29,0,116,0,16,6,5,3,4,3,10,0,51,3,3,9,0,5,0,0,9,0,27,23,113,132,111,154,336,143,568,9,1588,0,3,0,0,0,0,0,0,0,7,0,6,4,0,0,3,0,0,0,19,0,15,11,3,6,11,8,0,0,55,0,17,13,8,7,16,4,6,0,67,3,21,17,16,13,15,0,18,0,102,0,20,18,11,10,20,0,21,3,112,0,20,24,20,11,23,9,26,0,129,0,30,18,18,17,26,7,43,0,164,3,15,24,18,16,19,11,34,0,141,0,22,16,11,11,17,9,18,0,113,3,24,12,5,6,12,5,11,4,81,6,13,10,4,3,5,0,3,0,43
LGA58050,10,31,36,34,46,115,52,166,0,488,4,29,35,32,68,120,44,232,10,570,10,34,40,42,42,131,39,190,4,542,11,31,30,27,42,83,30,139,5,389,7,41,45,16,22,42,20,64,0,263,0,28,26,4,12,20,4,17,0,116,3,15,11,8,11,5,3,17,0,78,65,319,346,251,403,864,302,1285,53,3900,0,21,0,0,0,0,0,3,0,25,0,40,16,9,10,11,3,16,6,118,4,50,45,26,31,42,10,57,6,272,15,98,68,39,53,88,28,85,15,489,10,94,71,49,55,82,26,81,8,478,0,75,62,46,45,84,17,99,7,441,5,78,60,37,50,91,23,99,8,464,16,65,65,65,51,94,42,118,4,519,6,72,58,52,57,84,34,106,7,482,7,89,67,41,39,63,17,82,0,406,5,51,54,30,20,40,3,40,0,243,0,35,22,13,6,11,5,15,0,106
LGA58190,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,5,4,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,8,0,12,0,0,4,0,0,0,0,3,0,13,0,5,0,0,0,6,0,6,0,16,0,4,0,0,6,3,0,5,0,18,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,5,18,6,5,4,16,0,41,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,0,4,7,0,0,4,0,3,0,19,0,4,7,3,6,5,4,5,0,31,0,10,9,0,0,0,0,3,0,35,0,4,5,4,5,0,0,4,0,22,0,3,3,0,0,0,0,3,0,18
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,4,14,10,10,21,44,15,47,0,169,0,14,11,10,21,50,15,75,0,200,0,12,20,14,30,33,19,51,0,182,4,8,15,10,10,30,15,33,0,121,3,9,16,4,4,8,6,20,0,79,0,4,10,5,0,4,0,3,0,38,0,3,11,0,0,0,0,5,0,16,22,109,146,85,172,336,110,448,18,1455,0,8,0,0,0,0,0,0,0,5,0,12,10,5,4,4,6,4,0,48,0,17,19,12,10,24,4,18,3,105,4,25,20,14,9,17,3,15,4,117,0,33,29,15,16,25,8,22,0,149,0,33,27,14,23,22,7,28,3,149,0,35,8,4,18,23,13,31,8,141,6,20,17,26,15,21,5,29,4,137,0,17,12,14,21,26,4,36,0,142,7,37,27,12,18,15,6,28,4,142,0,33,18,11,11,11,3,9,6,91,0,24,14,3,0,9,4,4,0,56
LGA58540,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,8,0,11,0,0,0,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,3,0,3,13,4,27,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,3,0,6,0,6,0,0,0,0,0,3,0,9
LGA58570,3,11,22,18,24,73,28,108,0,292,0,10,23,13,32,63,22,107,0,272,6,10,19,17,22,58,15,65,0,222,0,15,21,16,22,40,19,45,0,176,3,11,17,10,4,28,6,28,0,112,0,13,17,0,4,15,3,11,0,70,0,6,14,4,0,3,0,5,0,32,25,141,213,145,209,478,171,651,12,2046,0,0,0,0,0,0,0,0,0,11,0,25,13,8,5,10,3,10,0,70,0,25,18,23,16,11,8,14,6,119,0,28,27,19,21,34,14,26,3,179,0,50,26,14,20,39,13,24,6,201,0,37,28,29,17,35,9,22,6,186,0,34,25,15,18,32,16,30,0,171,0,29,20,13,15,40,10,43,0,186,0,31,28,17,9,28,11,32,0,168,3,39,31,12,11,23,9,27,0,155,5,30,20,12,6,19,3,16,0,114,0,21,9,8,8,4,0,3,0,46
LGA58610,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,6,3,3,7,8,0,21,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,7,0,14,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,5,0,7,3,0,0,0,0,4,0,10,0,19,3,0,0,0,0,0,0,4,0,10,8,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,4,0,7
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58760,3,47,40,28,69,141,50,233,6,613,12,41,58,58,82,154,48,246,4,701,11,36,54,36,64,120,49,204,5,574,14,31,41,22,38,70,26,121,0,377,4,36,48,23,18,25,13,45,3,215,4,16,25,5,9,14,3,11,0,89,4,20,0,3,4,5,0,3,0,45,76,357,435,301,495,964,310,1448,57,4443,0,21,9,0,3,3,0,4,0,45,8,57,36,19,12,25,11,18,3,186,18,74,51,28,30,50,16,44,11,320,33,145,79,63,69,104,28,89,16,619,19,144,109,71,56,119,32,99,8,666,5,121,109,65,47,120,37,112,12,621,5,116,102,69,60,108,34,140,12,651,18,132,106,75,79,125,38,115,11,696,16,93,83,65,77,104,35,121,9,600,12,101,68,51,39,73,32,87,8,475,15,82,38,31,21,28,10,30,0,263,3,34,14,10,8,13,3,17,0,109
LGA58820,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,4,0,3,0,6,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,4,9,6,13,4,38,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,10,0,0,3,0,0,3,0,3,0,7,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,4,3,0,0,7,0,0,5,3,0,7,0,0,0,16,0,5,5,0,0,3,0,3,0,14,4,3,6,0,0,0,0,9,0,17,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,5
LGA58890,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,4,21,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,4,3,0,8,0,0,4,0,0,0,0,4,0,11,3,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,14
LGA59030,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,8,5,24,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,14,3,0,5,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3
LGA59170,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,8,5,5,0,0,6,3,23,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,0,0,4,0,12,0,14,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,5,0,10,0,0,5,5,0,7,0,9,0,28,3,0,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,7
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,6,6,3,16,0,26,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,5,8,0,14,3,0,0,5,0,5,0,10,0,17,0,3,0,0,0,0,0,11,0,12,0,0,0,0,0,4,0,0,0,9
LGA59320,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
