POW_LGA_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA58050,46,3,0,1609,1415,46,75,10,6,1548,1307,64,71,14,3,1452,1307,60,71,12,4,1448,1458,83,84,23,6,1647,1387,98,106,16,8,1617,1093,82,79,22,5,1274,692,60,40,5,3,799,180,21,21,11,0,235,20,7,4,10,0,42,6,7,9,3,0,20,11723,548,613,122,32,13043,1895,0,10,6,3,1920,1474,3,28,9,0,1504,991,4,73,16,6,1087,1241,41,150,33,4,1470,1310,58,149,39,3,1561,1208,66,122,33,4,1432,1097,58,115,36,7,1316,1032,59,105,28,9,1229,938,65,101,25,11,1134,763,44,93,29,3,934,353,49,45,26,0,468,102,15,23,16,0,165,41,6,13,9,0,69,12446,475,1031,297,54,14299,1181,23,29,20,16,1268,342,16,31,19,27,440,25694,1073,1706,458,128,29048,872,0,9,0,0,885,2905,17,41,3,6,2972,4134,107,140,6,5,4391,4157,264,255,20,12,4708,3995,362,241,29
LGA58190,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,5,0,30,3,0,0,0,0,7,3,0,0,0,0,3,35,6,7,11,0,54,7,0,0,0,0,7,3,0,0,0,0,3,9,0,5,0,0,14,6,5,0,0,0,7,4,0,0,0
LGA58260,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,8,8,0,0,0,0,7,4,0,0,0,0,4,3,0,0,4,0,4,8,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,46,8,4,8,0,63,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,7,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,3,4,6,0,41,5,0,0,0,0,5,0,0,0,0,0,0,89,8,8,14,0,114,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,13,11,0,0,0,0,11,22,0,4,0
LGA58330,0,0,0,14,7,4,0,0,0,11,9,0,0,0,0,11,10,0,0,0,0,13,15,4,3,0,0,18,16,0,3,0,0,21,13,0,4,4,0,22,3,0,0,0,0,11,0,0,8,0,0,9,0,3,3,0,0,4,0,0,0,0,0,3,111,19,17,3,0,154,23,0,0,0,0,28,3,0,0,0,0,3,7,0,0,0,0,11,6,0,0,0,0,11,15,0,0,4,0,20,16,0,4,0,0,20,14,0,3,0,0,14,23,0,9,3,0,27,15,3,8,3,0,33,19,0,12,0,0,37,11,0,3,0,0,24,3,0,9,0,0,14,0,0,0,0,0,3,156,14,48,20,0,237,14,0,0,0,0,16,5,0,0,4,0,16,295,37,68,26,3,426,12,0,0,0,0,12,35,3,0,0,0,40,40,0,3,0,0,43,34,4,5,0,0,44,20,11,6,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,3,0,21,10,0,0,0,0,10,0,0,0,0,0,0,49,3,5,6,0,60,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA58510,17,0,0,928,971,27,16,5,4,1015,873,48,16,6,0,946,775,33,22,0,0,827,735,41,34,4,0,814,761,40,25,6,6,834,604,31,23,5,0,664,406,10,11,6,0,437,121,3,9,6,0,135,22,0,0,0,0,25,5,0,0,0,0,3,6742,258,174,34,5,7212,609,0,5,0,0,610,1069,0,11,0,5,1086,711,4,13,4,0,737,679,9,40,6,0,737,834,21,43,15,5,916,697,26,46,7,0,778,588,19,31,4,3,645,490,23,35,10,0,557,419,31,12,10,0,472,377,14,29,7,3,432,218,11,17,0,0,254,63,3,11,0,0,81,12,0,5,7,0,26,6772,161,301,66,23,7331,645,11,9,3,6,677,167,7,16,6,7,208,14332,436,505,108,44,15427,201,0,0,0,0,203,1131,5,19,0,0,1150,1853,46,51,0,0,1957,2243,121,47,7,5,2422,2281,168,67,3
LGA58540,0,0,0,6,4,0,0,0,0,3,4,0,0,0,0,4,0,3,0,0,0,3,3,0,0,5,0,7,9,0,0,4,0,10,5,0,3,4,0,14,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,15,14,12,0,72,7,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,4,0,18,6,0,0,3,0,13,0,0,0,0,0,4,4,0,0,0,0,5,0,0,6,0,0,0,48,6,6,7,0,75,4,0,0,3,0,7,0,0,0,0,0,4,95,19,21,24,3,160,3,0,0,0,0,4,14,0,0,0,0,14,17,0,0,0,0,16,22,0,3,0,0,29,13,5,0,0
LGA58570,32,4,0,928,860,38,33,4,5,942,694,42,39,4,0,780,622,65,31,5,0,721,564,68,34,3,0,674,551,72,45,4,5,679,447,45,23,3,0,518,276,25,14,0,0,328,89,15,8,0,0,117,11,7,4,3,0,26,5,0,0,0,0,6,5589,405,293,32,10,6327,496,0,4,0,0,504,733,4,27,5,0,773,491,11,40,0,0,542,608,24,50,11,7,701,570,39,62,12,5,685,504,47,54,13,0,621,434,37,48,7,3,532,387,28,46,6,0,460,367,24,42,3,0,441,290,25,41,0,6,364,153,10,25,3,0,192,61,13,14,3,0,90,27,4,7,0,0,37,5116,268,461,70,26,5943,483,15,14,3,4,518,123,7,8,5,8,143,11307,689,774,113,49,12936,164,0,4,0,0,171,973,6,17,0,3,1004,1652,55,50,6,0,1760,1791,128,95,8,6,2027,1667,208,92,5
LGA58610,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,4,13,0,0,0,0,18,19,0,3,0,0,20,11,0,3,0,0,16,8,0,0,0,0,10,5,0,0,0,0,12,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,5,88,5,13,9,0,114,11,0,0,0,0,14,3,0,0,0,0,4,9,0,0,0,0,8,8,3,0,0,0,15,8,0,5,0,0,17,13,0,0,0,0,16,6,0,0,0,0,12,16,0,0,3,0,17,13,0,5,0,0,20,9,0,9,0,0,16,5,0,0,4,0,13,5,0,0,4,0,8,0,0,0,0,0,0,123,7,14,16,0,168,16,0,8,0,0,28,0,0,0,0,0,9,228,16,30,27,4,308,11,0,0,0,0,11,15,0,0,0,0,17,30,0,3,0,0,32,26,0,0,0,0,31,20,4,7,0
LGA58680,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,4,0,32,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,3,5,0,29,5,0,0,0,0,0,0,0,0,0,0,0,39,3,10,8,3,62,0,0,0,0,0,0,6,0,0,0,0,10,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0
LGA58760,24,3,0,1152,936,45,67,8,0,1065,869,85,80,16,0,1056,980,74,79,10,5,1153,1051,117,112,14,4,1304,994,110,99,14,3,1221,747,83,73,15,8,922,445,53,45,13,0,558,143,14,13,7,0,169,21,4,3,0,0,34,0,0,5,0,0,6,8341,604,642,92,28,9711,1861,0,15,8,5,1897,1290,5,68,6,0,1372,818,20,102,13,4,957,1035,38,187,38,9,1308,1222,97,230,43,3,1598,1088,103,189,42,8,1432,1127,78,177,43,11,1433,954,88,178,24,3,1254,777,66,119,33,4,1007,614,40,107,28,3,795,260,35,61,22,9,386,76,17,19,19,0,128,22,3,9,8,4,49,11142,598,1466,331,62,13599,816,26,81,12,13,961,264,18,28,12,28,353,20570,1254,2210,456,134,24625,789,0,8,0,0,806,2546,18,69,4,4,2636,3033,127,141,5,0,3312,2888,313,290,19,11,3515,2817,452,312,34
LGA58820,0,0,0,30,21,0,0,0,0,26,41,0,0,0,0,38,34,4,0,0,0,41,44,5,0,0,0,50,46,3,0,0,0,55,29,5,3,0,0,35,14,0,0,0,0,15,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,303,16,10,9,7,346,31,0,0,0,0,31,16,0,0,0,0,16,20,0,0,0,0,21,28,0,3,0,0,30,37,0,3,0,0,42,29,3,0,0,0,31,40,3,3,0,0,43,30,3,4,0,0,36,33,0,3,0,0,38,22,0,4,6,0,34,10,0,3,7,0,21,3,0,0,5,0,8,0,0,0,0,0,7,302,13,24,16,3,360,32,0,4,0,0,33,10,0,0,5,3,21,650,28,44,22,8,750,37,0,0,0,0,37,127,0,0,0,0,126,126,0,0,0,0,132,112,5,6,0,0,122,159,12,5,0
LGA58890,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,9,7,0,0,0,0,14,0,0,6,3,0,7,0,0,0,6,0,9,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,24,14,15,16,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,4,3,0,0,0,0,4,6,0,0,4,0,15,9,3,0,0,0,12,0,0,0,0,0,6,0,0,3,5,0,10,0,0,6,0,0,3,0,0,0,0,0,0,34,7,12,20,0,68,4,0,0,0,0,5,0,0,0,0,0,5,60,18,19,36,0,139,3,0,0,0,0,3,20,0,0,0,0,19,10,0,0,0,0,12,10,0,0,4,0,13,4,3,0,0
LGA59030,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,32,5,8,7,0,47,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,19,14,0,0,0,0,17,18,4,3,0
LGA59100,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,0,0,8,3,0,4,5,0,15,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,3,6,9,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,9,0,0,0,0,13,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,5,4,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,5,9,6,0,53,4,0,0,4,0,9,0,0,0,4,0,4,63,13,18,22,0,112,0,0,0,0,0,0,6,0,0,0,0,9,13,0,0,0,0,16,4,3,0,3,0,15,4,0,4,3
LGA59170,0,0,0,8,5,0,0,4,0,7,8,0,0,0,0,10,0,0,5,0,0,3,5,0,0,0,0,10,3,7,0,0,0,11,3,0,3,0,0,5,6,0,7,3,0,18,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,54,10,20,12,5,89,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,9,3,0,4,0,16,8,0,4,0,0,13,5,0,0,3,0,9,4,0,0,0,0,5,8,0,0,4,0,14,5,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,61,7,11,13,4,96,4,0,3,0,0,14,3,0,0,0,0,3,125,22,36,20,10,208,7,0,0,0,0,8,21,0,0,0,0,21,21,0,0,0,0,30,24,0,3,4,0,29,25,6,7,0
LGA59250,0,0,0,36,34,0,0,0,0,34,19,0,0,0,0,19,25,0,0,0,0,28,10,0,0,0,0,14,21,0,0,0,0,21,16,0,0,0,0,21,15,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,4,0,209,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,34,31,0,0,0,0,31,10,0,0,0,0,15,276,0,3,8,0,292,13,0,0,0,0,12,75,0,0,0,0,85,140,0,0,0,0,144,175,0,0,0,0,174,151,3,5,0
LGA59310,0,0,0,6,6,0,0,0,0,3,14,3,0,0,0,17,9,0,0,0,0,12,9,4,0,0,0,17,8,3,3,0,0,17,8,0,4,0,0,12,6,0,4,4,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,87,11,11,6,0,121,3,0,0,0,0,8,4,0,0,0,0,4,9,0,0,0,0,8,4,0,0,0,0,10,18,0,0,0,0,18,20,0,0,4,0,23,10,0,0,3,0,16,9,3,0,0,0,12,5,0,0,0,0,12,12,0,0,0,0,19,8,5,0,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,112,6,13,13,0,145,13,0,0,0,0,22,3,0,0,0,0,4,214,20,29,27,0,287,17,0,0,0,0,20,38,0,3,0,0,39,31,3,3,0,0,38,19,5,5,0,0,28,26,5,9,0
LGA59320,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,6,4,3,0,32,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,0,5,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,4,4,0,34,0,0,0,0,0,5,0,0,0,0,0,0,36,11,13,8,0,74,0,0,0,0,0,0,3,0,0,0,0,6,13,0,0,0,0,18,10,0,0,0,0,12,4,0,0,0
LGA59330,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,3,4,3,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,4,0,0,0,0,7,3,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,31,6,4,3,0,51,3,0,3,0,0,6,0,0,0,0,0,0,70,8,3,15,0,100,3,0,0,0,0,3,11,0,0,0,0,12,5,0,4,0,0,9,12,0,0,5,0,10,6,0,0,0
LGA59340,0,0,3,167,132,8,0,3,0,138,103,4,4,0,0,119,102,5,5,3,0,114,99,7,9,3,0,119,108,7,5,0,0,119,99,6,8,0,0,115,88,7,5,4,0,97,24,0,6,0,0,33,6,0,0,0,0,6,4,0,0,0,0,4,1035,46,40,17,10,1145,40,0,0,0,0,40,28,0,0,0,0,28,41,0,0,0,0,46,67,3,3,0,0,72,58,5,6,5,0,66,39,0,0,0,0,47,43,0,0,3,0,46,28,3,0,0,0,32,29,0,0,0,0,32,30,0,0,0,0,34,11,0,0,0,0,16,7,0,0,0,0,10,0,0,0,0,0,5,422,16,14,7,4,465,85,0,4,0,0,89,27,0,0,0,3,31,1569,66,58,26,8,1733,55,0,0,0,0,55,179,0,0,0,4,186,331,6,4,0,3,345,302,13,5,4,0,318,244,23,10,3
LGA59350,0,0,0,12,6,0,0,0,0,6,13,0,0,0,0,13,5,0,0,0,0,5,10,0,0,0,0,10,9,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,10,0,0,0,0,10,3,0,0,0,0,3,94,0,3,0,0,99,5,0,0,0,0,5,37,0,0,0,0,37,85,0,0,0,0,85,73,0,0,0,0,73,53,0,0,0
LGA59360,0,0,0,23,16,0,0,0,0,16,9,0,0,0,0,11,17,0,0,0,0,22,21,0,3,0,0,28,23,6,0,0,0,31,28,0,3,0,0,34,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,167,12,11,3,0,197,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,14,5,0,0,4,0,8,7,0,5,0,0,10,3,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,62,3,6,5,0,74,29,0,0,0,0,26,5,0,0,0,0,5,258,17,15,11,0,309,12,0,0,0,0,12,51,0,0,0,0,50,87,4,0,0,0,88,94,0,0,0,0,95,95,3,4,0
LGA59370,0,0,0,24,16,0,0,0,0,16,21,0,0,0,0,24,6,0,4,0,0,10,16,0,4,0,0,25,18,4,0,0,0,26,15,3,6,0,0,28,7,0,5,6,0,22,3,0,6,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,154,15,26,10,0,203,21,0,0,0,0,21,12,0,0,0,0,12,11,0,0,0,0,14,12,0,0,0,0,12,31,0,4,0,0,32,22,0,4,4,0,27,15,0,4,0,0,21,31,0,3,3,0,36,16,4,4,6,0,26,39,0,5,3,0,49,10,4,5,3,0,22,6,0,0,3,0,8,0,0,0,3,0,7,214,20,30,22,0,287,29,4,3,0,0,32,8,4,0,4,0,18,403,30,53,44,4,537,9,0,0,0,0,9,27,0,0,0,0,26,36,4,3,0,0,44,41,11,3,0,0,50,48,12,5,4
LGA59499,63,6,0,607,526,30,94,3,6,659,384,48,86,8,3,526,380,49,96,9,0,530,406,35,128,8,8,584,413,43,142,9,8,615,308,50,120,11,5,493,195,11,56,11,0,276,51,11,19,3,0,90,17,0,6,3,0,28,0,3,11,3,0,16,3682,298,847,84,28,4938,404,0,68,9,9,483,804,5,189,3,4,1005,572,17,238,16,3,847,624,48,362,28,9,1075,736,57,421,38,14,1263,643,53,410,28,7,1141,706,52,427,23,18,1225,706,62,462,26,13,1274,653,43,429,21,10,1163,536,30,295,36,14,904,265,29,145,32,6,482,109,10,49,24,6,194,37,12,32,14,4,95,6793,423,3522,303,108,11151,1082,54,229,59,30,1457,315,9,39,24,33,417,11872,783,4638,479,197,17965,811,0,25,0,5,840,2178,44,196,9,12,2433,2758,180,547,14,21,3520,2917,432,893,20,23,4287,2499,577,952,23
