POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6169,13,49,16,7,7,4,5,3,0,111,22,64,30,9,9,7,11,11,3,173,234,235,1318,68,83,42,229,157,39,2397,46,16,356,14,14,5,62,88,12,617,13,18,38,6,4,3,23,25,0,131,20,91,23,48,7,4,13,6,0,206,23,95,12,20,4,4,17,9,3,182,129,101,57,24,52,50,62,39,10,533,39,66,25,98,17,10,25,39,0,321,11,23,23,15,7,13,9,23,0,112,15,0,90,29,0,15,38,36,4,234,0,0,3,0,0,0,0,0,0,8,5,16,36,9,7,3,20,8,3,105,10,4,77,14,0,14,48,31,25,232,577,771,2101,369,215,168,574,476,105,5357,20,38,37,16,18,8,3,6,0,143,10,8,0,5,13,0,0,8,0,53,11,20,34,17,7,4,7,13,0,129,7,8,4,5,6,5,4,3,0,37,8,14,17,9,5,11,0,3,0,64
POA6170,13,35,15,3,8,0,8,0,0,81,22,86,52,16,14,6,19,15,0,228,90,166,639,24,45,34,160,74,15,1246,20,7,138,11,3,5,30,30,10,252,8,8,23,7,3,4,0,8,0,60,11,72,7,38,10,4,5,3,0,156,4,31,3,14,6,3,7,4,4,77,98,113,39,47,64,23,70,24,6,486,17,28,12,71,14,9,22,33,0,215,9,12,10,9,3,3,3,4,0,58,15,3,73,14,9,11,41,21,4,188,0,0,0,0,0,0,4,0,0,0,3,8,18,3,5,4,14,4,0,59,9,4,27,8,5,5,28,15,19,120,316,569,1063,268,182,107,423,245,59,3236,4,36,15,20,12,11,0,4,0,107,5,19,8,14,12,3,3,4,0,80,4,20,25,9,17,0,6,9,0,104,0,3,7,0,0,5,0,0,0,21,9,5,6,9,5,0,0,0,0,34
POA6171,22,39,23,16,0,5,9,9,0,125,46,87,45,11,12,11,19,17,3,255,293,246,1542,68,99,38,250,143,36,2712,57,18,355,18,20,5,97,81,8,662,21,10,25,9,3,6,22,26,0,110,48,133,18,43,10,11,19,9,0,299,19,122,4,19,9,0,15,0,3,191,216,153,82,62,109,48,91,34,6,795,38,55,22,162,31,21,37,35,3,401,9,34,26,14,8,13,24,10,0,128,42,4,125,27,14,13,54,28,0,305,0,0,0,0,0,0,0,0,0,6,11,12,34,15,7,4,23,9,6,125,14,8,48,14,4,9,34,22,34,192,845,920,2345,470,321,172,684,433,103,6299,15,50,24,19,20,4,3,8,0,136,13,17,6,15,16,10,0,6,0,78,12,26,43,8,17,3,13,14,0,143,0,8,14,7,15,8,0,0,0,49,7,6,14,11,8,7,5,0,0,64
POA6172,3,19,4,0,0,0,5,3,3,36,5,14,15,4,3,0,12,10,0,70,86,66,559,25,35,24,111,62,11,976,20,5,125,5,5,4,36,39,7,236,6,0,5,0,0,0,3,13,0,37,8,33,9,15,3,0,4,4,0,76,6,33,6,5,0,4,3,4,4,66,59,24,21,11,26,21,34,12,8,212,18,15,9,36,5,5,10,10,0,103,3,7,7,3,4,3,8,4,0,36,7,0,33,3,0,12,23,11,4,94,0,0,0,0,0,0,0,0,0,0,4,11,20,9,4,0,3,0,3,56,5,5,25,6,4,0,12,12,13,77,234,230,841,129,82,66,263,175,47,2075,4,13,8,4,5,0,0,0,0,42,0,0,0,5,4,0,0,0,0,17,6,8,11,5,0,4,6,7,0,41,0,4,3,0,0,3,0,0,0,17,4,0,12,4,0,4,0,5,0,24
POA6173,5,25,7,7,0,0,0,0,0,44,14,31,13,4,8,0,3,6,0,73,166,123,575,27,28,10,81,60,21,1097,27,6,146,15,13,5,34,24,3,270,8,0,13,3,0,0,4,9,0,42,19,51,9,20,8,3,9,0,0,119,12,51,5,15,3,5,6,3,0,96,86,58,32,19,19,14,23,12,4,270,20,26,8,52,7,5,7,12,6,140,4,9,3,5,0,7,4,8,0,46,13,0,36,9,4,3,11,16,0,91,0,0,0,0,0,0,0,0,0,0,11,9,14,4,6,0,5,4,5,54,10,3,32,4,8,0,12,6,8,81,405,388,894,187,95,65,192,161,46,2436,0,23,9,3,3,5,0,3,0,45,4,0,0,5,3,0,0,0,0,16,5,3,11,0,5,0,5,4,4,43,0,5,0,0,4,0,0,0,0,16,4,3,4,7,3,0,0,5,0,25
POA6174,0,0,0,0,0,0,0,4,0,7,6,11,3,0,0,4,4,0,0,29,41,33,244,5,14,3,38,25,6,409,7,3,73,0,0,3,16,17,4,127,5,3,6,0,0,0,6,7,0,25,8,14,5,8,0,0,0,6,0,45,4,16,0,5,0,0,0,0,0,31,22,13,11,11,12,5,8,5,0,88,0,7,4,24,5,3,10,11,0,63,3,5,7,3,0,3,0,3,0,21,0,6,10,10,0,5,10,3,0,38,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,5,0,0,19,0,3,18,5,0,0,10,3,6,46,106,117,382,69,38,28,113,77,22,951,3,10,6,5,3,3,0,3,0,30,0,3,0,0,0,0,0,0,0,6,0,5,5,0,4,6,3,0,0,22,0,0,3,0,0,0,0,0,0,8,0,3,3,0,4,4,0,0,0,20
POA6175,5,4,3,0,0,0,0,3,0,14,0,5,6,0,0,0,0,0,0,14,41,22,172,3,10,4,37,19,0,315,17,4,61,0,4,0,18,13,0,117,6,0,5,0,5,0,3,4,0,21,4,12,4,9,0,0,0,0,0,28,0,34,5,0,0,0,0,0,0,41,25,7,15,3,4,4,6,4,0,73,0,6,0,13,0,3,0,7,0,35,0,3,3,3,0,0,0,0,0,12,9,3,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,9,0,0,19,3,0,5,0,0,3,5,7,3,25,106,105,297,45,22,23,73,55,17,738,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,6,10,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,14
POA6176,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,13,16,10,81,3,6,6,24,11,9,166,5,0,19,0,0,0,13,9,0,54,0,0,0,0,0,0,0,5,0,12,0,3,0,8,0,0,0,0,0,13,4,11,0,0,0,0,0,0,0,17,6,5,0,0,0,4,6,5,5,25,0,5,0,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,6,0,0,11,48,36,127,20,7,13,50,32,9,344,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0
POA6180,3,3,4,3,0,0,0,0,0,10,7,7,10,0,0,0,7,8,0,40,54,43,245,5,14,6,61,30,4,455,9,3,53,0,0,0,14,15,0,97,0,0,3,0,0,0,4,11,0,23,4,18,3,9,0,3,9,0,0,47,5,22,0,4,0,4,3,0,0,44,29,16,11,12,5,9,18,9,0,106,8,8,4,28,3,0,0,6,6,74,0,4,6,5,0,0,5,0,0,14,5,0,30,4,0,0,7,6,0,59,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,0,0,24,5,0,9,5,0,0,7,5,0,27,136,129,386,76,30,31,142,99,16,1032,4,3,0,0,3,0,0,5,0,15,3,0,0,5,6,0,0,0,0,9,0,0,6,0,4,0,10,0,0,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,32,0,0,0,4,0,3,56,4,0,4,0,0,0,0,3,0,11,6,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,14,39,11,3,5,9,6,3,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,4,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,4,9,7,66,4,7,0,9,3,0,102,0,0,9,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,9,23,22,97,10,5,0,15,11,4,187,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
POA6208,4,5,0,0,0,0,0,0,0,13,5,4,5,4,0,5,3,4,0,29,66,40,450,5,18,6,116,51,11,772,17,3,81,0,5,4,38,21,0,163,6,8,18,0,4,3,10,23,0,71,6,17,7,12,3,0,8,3,0,55,7,40,3,3,0,3,6,3,0,67,38,14,15,5,14,12,7,4,0,105,4,20,8,33,0,0,9,11,0,80,0,3,6,0,0,0,3,3,0,23,5,3,28,6,0,4,8,9,0,72,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,6,0,8,32,0,4,20,0,0,4,19,8,12,71,163,164,645,79,39,48,252,143,26,1565,0,6,5,3,3,3,0,3,0,36,0,0,0,5,6,0,0,0,0,10,5,3,16,4,6,0,3,0,0,34,0,0,0,0,0,0,0,0,0,3,5,0,5,7,4,0,4,6,0,34
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,62,0,0,0,12,6,3,112,9,0,23,0,0,5,5,12,0,42,5,4,3,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,4,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,29,21,99,11,5,3,33,20,9,227,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
POA6210,30,102,26,14,6,4,16,10,0,208,42,76,61,18,17,21,27,33,0,296,435,367,2111,74,118,95,476,266,61,4004,133,25,654,29,26,18,185,147,38,1254,36,21,85,8,11,5,56,50,4,279,48,246,36,72,4,11,29,25,3,478,46,232,13,32,9,8,39,12,0,386,280,195,117,62,93,117,105,68,17,1050,56,93,38,167,23,29,55,56,8,509,13,22,26,19,11,12,10,17,6,137,50,7,182,34,9,32,76,63,6,464,5,0,9,0,0,0,0,4,0,15,13,23,43,18,7,6,43,8,8,159,26,11,92,16,7,14,77,44,58,348,1212,1423,3484,555,346,367,1192,796,208,9591,17,73,44,25,23,9,3,6,3,212,10,11,3,9,16,5,5,4,4,70,17,39,54,29,22,15,23,15,0,216,6,9,8,3,3,7,3,6,0,55,14,16,27,10,16,16,9,21,0,137
POA6211,7,7,6,0,0,0,0,0,0,22,5,4,6,6,0,0,3,0,0,26,57,45,277,4,5,6,74,41,11,528,18,3,110,3,0,3,29,20,5,193,5,0,9,0,4,0,6,13,0,40,9,18,5,12,0,0,0,0,0,50,13,25,5,5,0,0,7,3,0,55,29,19,14,0,9,11,13,8,3,109,5,12,3,10,4,3,9,3,0,43,4,6,0,0,0,5,3,0,0,22,8,0,14,0,0,0,8,7,5,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,4,13,0,0,0,13,4,9,39,156,160,460,49,29,39,163,109,34,1194,3,8,8,4,3,0,0,0,0,32,0,5,0,0,3,0,0,0,0,8,3,5,5,4,4,0,6,0,0,17,0,0,3,5,0,0,0,0,0,15,0,5,5,0,3,0,0,4,0,17
POA6213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,18,0,0,0,4,6,0,36,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,26,0,5,0,13,10,4,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,30,0,0,0,3,4,4,48,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,32,4,0,0,10,12,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
POA6215,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,21,12,199,4,4,4,42,18,5,301,10,0,25,0,0,0,7,9,4,60,5,0,5,0,0,0,7,11,0,27,0,6,3,0,0,0,0,0,0,13,4,6,0,0,0,0,0,0,0,19,11,4,3,0,6,0,7,0,0,35,3,3,0,3,0,0,8,0,0,19,6,0,4,0,0,0,0,0,0,7,0,0,10,0,0,0,3,0,0,17,0,0,0,0,0,0,0,5,0,4,0,6,0,0,0,0,3,0,0,12,10,0,5,0,0,0,10,0,6,24,73,39,258,18,11,7,93,43,21,551,0,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,0,3,0,0,22
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,5,3,0,27,0,0,4,0,0,0,3,0,0,9,5,0,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,5,29,3,0,0,9,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,31,0,0,0,3,4,0,42,0,0,7,0,0,0,4,0,0,10,0,0,5,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,17,10,40,0,3,0,14,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6220,0,0,7,0,0,0,0,5,0,11,0,3,3,0,0,0,0,15,0,21,24,12,151,3,5,0,35,51,11,286,8,0,28,0,0,0,13,3,6,57,17,11,6,0,0,6,5,18,0,57,3,7,0,0,0,0,0,9,0,23,3,9,0,0,0,0,0,3,0,26,8,6,5,0,3,5,8,18,3,56,3,7,3,8,0,0,3,3,0,32,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,4,8,0,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,7,0,10,3,0,0,0,10,6,32,74,48,220,22,12,11,79,146,24,641,3,0,10,4,0,0,0,3,0,20,0,0,0,0,0,0,0,3,0,3,0,3,9,0,0,0,0,10,0,27,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,10,0,24
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,3,11,0,0,0,3,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,6,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6224,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,5,47,0,0,0,5,8,0,74,3,0,10,0,0,0,0,0,0,13,0,0,5,0,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,4,3,0,0,5,0,0,0,0,12,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,9,21,14,71,11,4,0,17,24,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6225,0,7,5,0,0,0,4,0,0,14,0,4,6,0,5,3,0,3,0,22,37,31,437,4,11,4,103,48,12,687,12,0,42,0,0,3,35,18,4,111,6,9,10,5,0,0,7,8,0,43,3,5,5,7,0,0,5,0,0,34,7,14,4,0,0,0,9,0,0,35,11,0,7,4,3,0,13,9,0,60,3,9,5,10,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,5,18,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,18,4,0,18,3,0,0,11,4,5,48,87,84,553,36,24,21,212,108,26,1152,0,6,5,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,6,0,4,9,0,0,0,4,0,3,32,0,0,0,0,0,0,0,0,0,8,5,4,12,0,0,3,3,0,0,24
