POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6502,504,501,1009,197,112,309,48,101,148,25,14,40,8,11,24,281,236,519,178,214,394,3.6,4.7,4.1,55.1,46.9,51,53.2,44.7,49,5,14,15,5,15,22,32,46,74,36,58,95,138,57,192,11,14,22,7,11,13,150,83,232,446,453,897,87,104,188,332,326,658,180,205,390
POA6503,1030,919,1951,461,262,727,145,230,381,59,44,103,15,17,21,684,551,1232,259,305,562,1.8,2.4,2,66.1,60.1,63.3,65,58.7,62,13,12,22,0,18,23,57,109,173,78,80,158,258,99,361,14,16,29,13,21,39,283,140,429,930,851,1775,188,158,346,664,593,1256,394,370,761
POA6504,98,83,183,43,17,58,3,21,28,3,8,8,0,0,0,51,44,95,25,26,48,0,2.4,1.1,53.1,48.8,51.1,53.1,47.7,50.5,7,0,7,0,0,0,16,15,35,10,5,16,15,13,27,0,0,4,3,0,3,20,14,27,74,72,146,15,10,21,51,52,105,31,26,54
POA6505,56,45,106,37,10,47,3,20,21,3,6,6,0,0,0,44,28,79,3,13,21,2.1,0,1.3,85.5,63.8,75.5,83.6,63.8,74.5,0,0,0,0,0,0,0,4,7,6,8,12,7,8,17,0,6,4,0,0,0,13,9,21,55,50,105,10,5,15,39,30,71,17,25,41
POA6506,27,26,53,17,6,22,3,13,15,0,0,4,0,0,0,25,18,42,8,0,9,4.8,0,2.6,67.7,73.9,70.4,64.5,73.9,68.5,0,0,3,0,0,0,0,4,3,4,3,4,0,0,3,0,0,0,0,0,0,0,4,6,26,22,46,4,3,10,20,14,31,11,7,20
POA6507,254,191,451,136,67,200,22,44,71,7,5,17,3,4,7,170,124,295,29,43,72,3,2.4,2.7,66,64.8,65.5,64.1,63.2,63.7,4,0,9,0,8,8,12,40,51,16,19,35,47,21,64,3,3,4,4,0,6,55,22,75,208,162,368,34,29,62,145,111,257,81,71,149
POA6509,72,57,125,41,19,54,3,19,26,3,0,3,0,0,0,42,37,85,13,9,20,0,0,0,66.2,64.9,65.6,66.2,64.9,65.6,4,0,4,0,0,0,7,10,18,3,12,13,13,7,16,0,0,0,4,0,6,16,12,25,55,50,106,4,9,17,49,32,78,13,22,37
POA6510,787,778,1565,355,210,567,81,183,260,29,21,53,27,20,52,495,434,930,193,254,442,5.5,5,5.3,62.8,56.1,59.5,59.4,53.3,56.3,3,15,18,3,17,18,34,82,116,21,52,73,180,100,275,6,24,23,12,12,19,194,129,325,749,747,1496,89,99,187,530,495,1031,265,309,572
POA6511,219,195,416,66,48,110,25,32,65,20,6,22,4,4,11,112,96,202,89,92,177,4.4,7.5,5.8,51.6,47.2,49.5,49.3,43.7,46.6,0,5,3,0,0,5,9,16,21,10,24,34,57,16,75,3,0,3,7,5,9,68,16,87,211,187,397,30,17,49,148,141,291,76,59,133
POA6512,42,39,78,25,6,33,7,15,21,0,3,4,0,0,0,35,24,55,6,12,16,0,0,0,81,58.3,70.5,81,58.3,70.5,0,0,0,0,0,0,4,4,6,0,4,10,7,4,13,0,0,0,0,0,0,8,4,12,41,33,76,0,0,3,31,34,67,8,6,16
POA6513,70,55,133,44,13,58,3,19,24,0,0,5,3,0,3,60,38,95,11,16,27,7,2.6,5.2,78.1,66.1,72.7,72.6,64.4,68.9,0,4,4,0,0,0,7,13,24,4,3,7,14,5,20,0,0,0,0,0,0,19,5,18,74,65,133,3,9,16,62,52,114,13,17,28
POA6514,316,264,577,76,39,117,23,48,75,17,8,26,14,6,23,135,102,241,144,135,279,10.2,8.6,9.5,43.8,39.9,42,39.3,36.5,38,0,3,4,0,6,8,6,16,26,17,21,34,100,31,133,4,6,9,9,11,21,115,52,166,283,229,515,31,35,65,221,173,397,82,77,160
POA6515,145,118,267,78,33,112,5,35,44,6,5,10,5,3,6,93,71,169,28,27,49,3.2,2.7,3,63.9,61.7,62.9,61.9,60,61,0,0,0,0,0,0,3,22,25,6,4,18,29,6,35,0,3,3,4,0,4,34,12,42,118,93,220,22,20,44,88,71,156,47,34,79
POA6516,861,844,1710,297,162,458,104,220,327,40,45,88,35,12,46,475,441,918,299,337,633,6.7,2.9,4.9,55.3,52.3,53.8,51.6,50.7,51.1,7,9,20,10,12,20,41,83,132,50,86,140,268,100,370,8,23,24,13,25,35,289,148,429,729,692,1422,170,189,364,460,416,876,403,414,814
POA6517,189,154,339,89,40,128,16,33,50,10,6,17,3,5,0,116,84,195,44,43,92,1.8,2.5,2.1,60.1,52.6,56.7,59,51.3,55.6,3,4,8,0,5,5,9,16,23,9,9,22,56,11,67,0,8,8,6,5,4,60,26,86,145,125,274,32,23,52,93,79,172,71,67,133
POA6518,101,92,191,42,16,54,8,22,25,0,4,3,4,3,13,52,45,98,28,31,53,11.5,10.9,11.2,53.1,49.5,51.3,46.9,44.1,45.5,0,4,5,0,0,4,0,10,11,3,4,7,13,13,25,4,4,8,0,5,6,20,20,39,75,77,156,9,8,10,55,49,106,26,25,54
POA6519,241,216,455,118,53,164,11,47,62,7,7,16,3,6,10,147,109,254,64,68,138,3.5,3.7,3.6,59.3,50.9,55.4,57.2,49.1,53.4,6,5,10,0,8,7,12,18,27,16,17,37,47,24,73,0,5,7,0,0,5,56,32,84,210,183,391,44,43,80,147,137,284,85,73,162
POA6521,165,129,293,98,51,146,19,35,53,11,0,14,6,0,5,129,88,212,22,26,46,2.4,1.1,1.9,76.2,68.5,72.8,74.4,67.7,71.4,0,0,0,0,0,0,7,26,29,7,15,20,39,21,59,0,3,5,0,4,3,38,29,64,151,115,268,20,16,41,103,76,176,63,45,111
POA6522,190,142,331,95,34,126,6,33,43,3,12,14,4,6,6,108,81,190,47,42,82,1.9,4.8,3.1,57.8,57.6,57.7,56.7,54.9,55.9,4,0,4,0,6,6,8,23,35,3,9,10,34,24,58,0,0,0,7,4,6,37,22,65,162,128,291,23,17,41,122,89,209,45,44,89
POA6525,1559,1564,3126,517,294,809,157,368,521,79,58,130,29,32,58,780,737,1520,583,667,1255,3.9,3.9,3.9,49.9,47.3,48.6,48,45.5,46.7,10,18,24,3,28,30,61,131,190,79,148,226,441,192,630,23,39,69,17,19,35,480,256,737,1378,1428,2810,199,224,416,1028,1016,2041,501,581,1081
POA6528,164,149,313,67,43,108,17,35,51,12,8,19,4,4,7,101,84,188,46,57,105,2.9,4.7,3.7,63.2,56.3,59.9,61.3,53.6,57.6,0,0,0,0,3,0,5,19,27,0,12,21,40,17,53,7,3,7,3,3,4,50,28,73,157,147,301,23,27,53,124,113,238,46,51,102
POA6530,13114,13734,26850,5423,3301,8724,1581,3570,5150,536,481,1025,496,372,865,8043,7726,15768,3723,4806,8530,6.2,4.8,5.5,61.3,56.2,58.7,57.6,53.5,55.5,234,258,488,105,335,440,762,1573,2330,806,1276,2085,3718,2024,5735,258,431,695,166,261,423,4141,2713,6851,12242,12839,25077,2175,2382,4558,8245,8486,16734,5370,5916,11282
POA6532,2717,2681,5405,1414,777,2188,288,791,1081,124,117,235,71,51,123,1891,1739,3628,549,728,1270,3.8,2.9,3.4,69.5,64.8,67.1,66.9,62.9,64.9,27,52,78,24,67,94,157,368,530,159,281,441,847,433,1279,43,72,115,44,76,114,932,576,1507,2685,2620,5305,423,450,875,1797,1770,3565,1099,1153,2253
POA6535,690,647,1334,221,115,338,69,140,213,32,21,58,19,9,29,347,286,639,248,287,535,6.3,3.4,5,50.4,44.8,47.7,47.2,43.3,45.3,0,7,12,0,17,17,21,64,92,24,52,81,156,73,230,0,8,10,5,10,11,165,90,253,636,590,1225,81,75,157,495,454,949,191,185,374
POA6536,691,610,1293,195,103,302,102,148,249,43,35,79,13,9,23,350,298,650,233,232,466,4,3,3.5,51.4,48.8,50.2,49.3,47.3,48.4,7,15,20,4,6,13,41,44,82,33,51,83,221,65,289,12,13,25,10,6,17,238,86,325,536,487,1023,118,114,229,414,365,778,219,200,422
POA6537,416,416,837,182,119,293,35,85,117,26,14,43,0,7,10,241,223,466,108,125,239,1.6,1.8,1.7,58.6,53.2,55.9,57.7,52.3,55,12,20,27,3,4,9,39,61,96,38,40,74,126,45,171,5,11,15,3,8,9,133,57,192,327,302,634,82,98,182,188,174,363,201,206,409
POA6556,830,813,1640,356,226,582,109,249,357,60,35,96,24,16,37,553,522,1076,223,263,480,4.5,2.5,3.5,66.7,64.3,65.5,63.6,62.7,63.2,10,27,36,8,24,34,42,110,149,72,89,159,302,150,451,11,14,21,6,24,29,314,192,506,859,826,1690,71,89,159,621,606,1227,267,271,540
POA6558,2165,329,2494,145,88,233,33,94,123,20,11,37,8,5,17,210,198,407,1922,112,2035,4.8,3,3.9,9.7,59.5,16.3,9.2,57.7,15.7,3,13,14,5,5,13,107,34,143,28,31,59,228,49,275,0,10,14,4,12,16,233,71,299,305,313,624,39,55,92,247,252,505,92,104,193
POA6560,544,585,1123,214,133,350,55,132,190,23,14,32,25,18,43,316,292,611,172,238,406,6.7,6.8,6.7,58,50.9,54.3,54.1,47.4,50.7,5,8,9,3,3,13,20,33,54,28,44,66,164,72,240,9,28,34,6,8,16,179,109,286,527,551,1078,85,69,156,386,410,790,199,191,389
POA6562,568,573,1140,232,136,368,53,147,200,27,20,47,21,13,33,327,316,643,175,200,376,5.2,4.1,4.7,57.7,55.2,56.5,54.8,53,53.9,9,4,10,3,13,15,15,51,67,29,65,92,178,83,259,11,15,24,7,16,26,194,110,310,534,548,1079,87,77,166,397,403,807,192,182,371
POA6564,134,140,280,54,30,87,9,29,42,11,8,20,0,8,9,82,74,154,54,62,115,3.8,7.9,5.8,58.4,53.9,56.1,56.2,49.6,52.9,0,0,0,0,0,0,0,16,14,4,14,25,57,25,80,3,7,9,5,0,7,57,39,94,134,119,251,25,27,52,104,93,195,45,45,90
POA6566,1448,1403,2856,473,281,752,138,298,437,67,43,116,52,34,91,734,665,1396,520,575,1093,7.4,5.4,6.4,50.7,47.4,49,46.9,44.8,45.9,28,37,63,13,39,58,88,137,223,95,165,253,391,183,571,17,27,45,15,40,57,424,246,675,1236,1188,2424,210,217,428,893,856,1752,501,494,997
POA6567,227,205,423,74,38,114,22,49,66,9,6,17,4,4,10,115,92,202,72,86,163,6.3,2.2,4.4,49.8,45,47.5,46.7,44.1,45.4,0,6,13,0,3,3,4,17,26,14,20,36,65,27,93,0,5,3,0,6,4,68,35,103,185,169,357,29,21,50,143,138,278,68,54,120
POA6568,98,82,182,51,21,69,16,28,35,7,0,8,0,0,0,67,46,119,17,26,49,1.5,0,0.9,68.7,58,63.9,67.7,58,63.3,0,0,0,0,0,0,3,7,15,3,7,14,24,6,29,0,3,3,0,0,3,19,13,38,98,83,183,4,3,11,82,62,141,22,22,39
POA6569,110,99,215,47,25,67,17,26,44,4,0,6,5,0,6,73,53,126,29,33,63,5.6,3.6,4.7,63.7,54.5,59.3,60.2,52.5,56.5,0,0,0,0,0,0,3,11,10,0,5,7,32,13,41,0,0,0,3,3,5,35,17,51,119,97,215,8,7,19,77,65,143,42,34,75
POA6571,29,23,57,14,8,21,3,6,7,0,0,3,0,5,4,19,18,36,7,10,12,5.6,10.5,8.1,62.1,70.4,66.1,58.6,63,60.7,0,0,0,0,0,0,0,3,10,0,0,0,6,4,7,0,0,0,3,0,3,6,6,9,25,21,50,0,7,8,25,22,44,4,11,11
POA6572,22,24,45,12,4,21,4,0,8,0,0,0,0,0,0,20,10,27,3,12,17,0,0,0,77.3,39.1,57.8,77.3,39.1,57.8,0,0,0,0,0,0,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,3,7,6,23,20,47,0,0,8,20,22,48,0,4,11
POA6574,27,28,55,21,10,36,0,7,7,0,0,0,0,0,0,21,17,39,0,7,13,0,0,0,85.7,61.3,72.9,85.7,61.3,72.9,0,0,0,0,0,0,0,9,10,0,0,0,6,9,10,0,0,0,0,0,0,6,8,10,29,30,55,6,6,5,22,22,43,8,12,19
POA6575,41,44,83,24,12,30,3,13,21,0,4,4,0,0,0,28,30,57,4,7,9,0,0,0,75.6,66.7,71.1,75.6,66.7,71.1,0,0,0,0,0,0,0,11,12,0,4,4,11,3,12,0,0,0,0,0,0,12,3,15,45,31,73,0,6,7,34,26,65,3,11,17
POA6603,471,421,891,243,99,347,40,118,159,18,19,36,7,11,14,311,249,561,110,141,246,1.3,4.8,2.9,65.7,59,62.6,64.8,56.2,60.8,9,5,12,3,11,10,23,39,60,11,40,51,134,58,192,8,12,22,6,6,11,143,82,231,456,405,855,71,68,141,315,267,581,179,189,364
POA6605,21,14,36,13,4,13,0,5,4,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,68.2,58.3,64.7,68.2,58.3,64.7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,19,15,26,0,0,0,13,10,25,5,0,5
POA6606,67,51,112,29,13,40,5,16,27,0,0,0,5,0,5,37,32,68,29,17,39,5.1,0,2.9,58.2,62.5,60,55.2,62.5,58.3,0,0,0,0,0,0,5,6,7,4,4,12,13,5,20,0,0,0,0,0,0,14,5,23,60,57,118,9,4,12,58,45,104,12,3,20
POA6608,62,53,115,37,11,46,6,16,20,0,4,3,0,0,0,44,26,71,7,10,16,0,0,0,65.6,57.7,62.1,65.6,57.7,62.1,0,0,0,0,0,0,4,9,16,0,3,3,12,8,20,4,0,5,0,0,0,15,10,25,58,44,102,4,7,12,52,31,83,9,16,23
POA6609,351,313,665,203,88,290,25,75,99,4,11,12,8,0,8,240,170,407,53,99,145,2.5,1.2,2,67.4,55.3,61.8,65.7,54.7,60.6,4,10,11,0,6,10,21,29,55,18,15,39,55,21,78,4,8,13,0,6,5,58,31,97,318,303,615,51,42,98,193,186,380,144,132,279
POA6612,71,58,121,33,11,43,6,15,23,6,6,6,0,0,0,46,25,77,13,17,33,2.3,3.4,2.7,65.7,50.9,58.9,64.2,49.1,57.3,0,0,0,0,0,0,6,5,11,0,3,3,13,8,25,6,0,0,0,0,0,18,7,30,62,56,119,4,11,16,51,46,99,14,17,30
POA6613,18,16,40,17,4,22,0,6,6,0,0,3,0,0,0,16,18,25,9,3,10,0,0,0,71.4,77.8,74.4,71.4,77.8,74.4,0,0,0,0,0,0,3,5,13,0,0,3,3,4,10,0,0,0,0,0,0,3,10,10,29,20,54,0,0,0,26,16,36,4,7,7
POA6614,11,9,18,5,3,14,0,3,3,0,0,0,0,0,0,8,7,16,0,3,4,0,0,0,81.8,75,78.9,81.8,75,78.9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,11,7,20,0,0,0,8,7,18,0,0,3
POA6616,25,22,45,13,5,11,0,7,13,0,0,0,0,0,0,11,11,21,3,9,9,0,0,0,54.2,44,49,54.2,44,49,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,17,18,29,0,3,9,11,12,25,0,4,3
POA6620,290,155,447,133,53,186,16,29,49,7,6,16,0,0,0,164,93,254,23,23,44,0.6,1.1,0.8,55.3,58.3,56.3,54.9,57.7,55.9,3,6,8,0,5,5,16,13,30,8,14,23,50,22,68,3,5,4,0,3,3,53,26,77,173,119,290,34,22,57,122,83,208,80,52,132
POA6623,215,227,444,91,52,142,12,44,55,7,3,11,3,0,5,112,100,211,56,82,135,4.3,1,2.8,53,42.5,47.6,50.7,42.1,46.3,0,5,5,4,7,10,8,20,25,11,10,18,47,27,74,0,9,5,5,0,10,53,33,91,190,179,367,32,33,68,148,131,278,55,78,134
POA6625,21,20,42,19,11,30,0,6,7,0,0,0,0,0,0,23,16,37,0,8,8,0,0,0,95.7,75,86,95.7,75,86,0,0,0,0,4,5,4,3,8,0,3,5,6,0,9,0,0,0,0,0,0,6,0,9,30,21,50,0,5,3,13,12,29,11,6,22
POA6627,27,16,45,14,9,16,0,5,5,0,0,0,4,0,8,19,15,33,10,7,16,26.3,16.7,22.6,70.4,63.2,67.4,51.9,52.6,52.2,0,0,0,0,0,0,0,6,8,0,4,4,9,0,10,0,0,0,0,0,0,10,3,13,33,17,50,0,3,8,29,21,46,0,0,5
POA6628,8,5,14,0,0,6,0,5,5,0,0,0,3,0,0,4,3,15,4,4,6,28.6,25,27.3,77.8,66.7,73.3,55.6,50,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,11,10,23,0,0,3,3,3,12,7,5,12
POA6630,204,183,386,83,46,133,11,29,42,3,3,7,7,7,13,105,85,192,56,60,116,6.5,7.2,6.8,53.2,45.4,49.5,49.8,42.1,46.1,0,5,9,0,0,3,10,26,37,14,8,24,30,20,47,4,3,6,0,4,4,33,26,61,161,158,324,27,20,48,120,106,229,59,56,118
POA6631,4,6,13,5,0,10,0,3,0,0,0,0,0,0,0,3,3,10,0,4,5,0,0,0,83.3,66.7,75,83.3,66.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,8,5,5,4,3,5
POA6632,27,19,44,15,4,25,7,12,14,0,0,0,0,0,0,23,18,42,0,5,6,0,5.9,2.4,92.3,81,87.2,92.3,76.2,85.1,0,0,0,0,0,0,0,10,7,3,3,11,6,4,5,0,0,0,0,0,0,6,4,5,32,26,57,5,6,10,34,23,54,5,8,12
POA6635,231,94,331,79,31,105,5,10,15,5,0,7,6,0,3,92,42,136,23,25,49,3.2,4.9,3.7,40.6,42.7,41.2,39.3,40.6,39.7,0,0,3,0,0,0,5,10,15,7,4,9,43,7,48,0,4,4,0,3,3,43,14,52,114,73,178,29,13,42,80,48,132,48,29,82
POA6638,297,233,531,78,54,133,12,9,29,6,7,16,4,3,8,103,79,187,54,50,100,5.7,5,5.4,35.2,34.3,34.8,33.2,32.6,33,0,4,12,0,0,3,11,19,24,9,11,23,48,21,68,3,8,12,0,3,4,58,25,82,143,118,264,34,27,60,100,69,169,68,67,139
POA6639,70,37,113,17,8,23,9,7,14,0,3,8,6,0,3,26,15,48,17,12,29,7.1,5.9,6.7,39.4,44.7,41.3,36.6,42.1,38.5,0,0,0,0,0,0,7,4,9,0,0,4,6,6,17,0,0,0,0,0,0,11,11,18,35,23,56,10,9,20,30,17,43,16,13,27
POA6640,143,70,209,64,19,89,9,7,16,7,0,9,3,4,3,93,29,117,33,28,62,3.4,6.9,4.2,62.7,42.6,56.2,60.6,39.7,53.8,0,0,6,0,0,0,3,3,15,4,6,11,39,9,50,3,5,3,0,4,4,44,15,55,101,52,152,26,12,34,69,26,90,61,35,88
POA6642,629,404,1028,247,109,360,33,34,66,30,25,57,16,12,27,328,179,505,116,117,237,4.6,7.3,5.5,52.6,44.6,49.5,50.2,41.4,46.8,10,8,16,0,4,4,28,38,68,27,20,42,115,25,148,6,6,13,5,7,9,127,45,171,400,274,673,114,82,200,240,158,396,237,173,410
POA6646,303,140,452,121,31,152,15,11,30,10,6,14,4,0,9,147,53,203,49,54,98,4.1,1.8,3.4,48.2,39.4,45.4,46.3,38.7,43.9,4,5,9,0,0,5,15,11,27,15,8,25,62,16,79,4,3,4,0,0,3,67,21,84,174,116,294,52,22,74,112,69,181,105,59,160
POA6701,2223,2064,4281,843,661,1496,203,378,585,109,96,196,71,40,115,1222,1171,2398,585,558,1142,6,3.5,4.8,55.2,56.8,56,51.9,54.8,53.3,28,42,64,19,36,51,115,235,348,105,127,232,499,213,708,38,50,89,33,30,67,572,289,861,1808,1705,3510,373,367,735,1205,1076,2280,838,861,1704
POA6705,76,55,129,18,22,37,3,8,17,6,0,6,4,0,4,29,29,67,29,21,52,12.1,6.7,9.5,45.8,53.6,49.2,40.3,50,44.5,0,3,3,0,0,0,0,9,13,0,5,3,19,3,23,0,0,0,0,0,0,21,6,29,69,49,117,16,20,37,35,32,62,43,35,72
POA6707,1308,1213,2521,653,418,1068,156,352,505,87,72,153,29,16,43,928,847,1776,241,259,499,3.3,1.8,2.6,70.8,70,70.4,68.4,68.8,68.6,24,45,71,4,28,37,116,229,339,94,110,205,450,175,625,17,36,56,23,21,42,490,238,722,1055,969,2026,340,353,697,671,576,1249,665,674,1333
POA6710,390,339,729,208,128,333,19,58,73,23,22,40,5,7,12,257,209,465,53,71,131,2.7,1.9,2.4,66.1,60.4,63.5,64.3,59.2,62,5,8,14,7,11,13,36,45,81,15,25,41,130,48,174,8,9,18,5,9,13,140,62,209,278,256,537,105,85,193,132,109,245,220,200,420
POA6712,38,7,45,8,3,6,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,12.8,28.6,15.2,12.8,28.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,3,5,0,0,0,0,0,0,4,0,9
POA6713,477,449,928,300,175,472,42,107,152,46,23,65,10,8,16,389,315,706,38,74,115,1.5,3.2,2.3,81.6,70.5,76.3,80.4,68.3,74.5,7,13,18,8,12,16,31,79,108,35,55,87,211,69,281,12,11,18,10,6,8,227,85,312,490,437,927,111,108,217,280,236,519,272,263,534
POA6714,7168,5976,13141,4235,2309,6537,536,1356,1887,378,299,678,122,132,253,5265,4092,9360,499,982,1479,2.3,3.2,2.7,73.5,68.5,71.2,71.8,66.3,69.3,169,208,374,80,185,260,552,980,1526,458,568,1028,2364,863,3229,113,170,279,72,110,177,2543,1147,3688,5744,5031,10767,1885,1813,3700,2529,2060,4593,4467,4213,8680
POA6716,527,303,835,325,115,440,24,45,71,43,16,63,3,7,11,397,190,590,23,69,92,1.5,4.2,2.4,75.4,62,70.5,74.2,59.3,68.8,13,3,18,4,3,10,22,42,62,32,36,67,206,56,264,4,6,9,9,4,11,210,68,282,363,242,604,172,124,293,174,87,262,311,226,541
POA6718,500,326,828,58,50,109,28,40,72,15,12,25,23,18,41,123,120,237,353,187,538,18.7,12.7,15.8,24.6,36.3,29.2,20,31.7,24.6,0,4,0,4,0,3,6,16,16,11,14,22,46,37,80,8,12,20,4,4,8,58,49,108,286,268,550,77,78,154,153,150,302,183,181,365
POA6720,948,711,1659,540,251,790,61,166,226,55,57,114,10,13,21,665,483,1154,85,104,191,1.5,2.3,1.8,70.5,67.8,69.4,69.5,66.2,68.1,7,11,20,4,13,24,33,99,129,50,63,117,348,133,482,10,24,32,4,8,12,364,162,531,795,608,1401,224,200,422,466,302,775,454,440,892
POA6721,1784,1553,3337,1121,669,1787,114,262,377,109,114,219,27,28,52,1371,1070,2443,138,249,384,2,2.4,2.2,76.9,68.7,73.1,75.4,67.1,71.5,54,73,124,15,42,64,143,308,455,160,146,307,641,207,848,26,40,58,29,31,60,693,272,972,1393,1243,2634,555,519,1073,522,415,940,1278,1186,2460
POA6722,4500,3959,8465,2432,1449,3878,327,721,1050,257,214,476,121,108,235,3145,2493,5636,536,872,1407,3.9,4.3,4.1,69.9,62.9,66.6,67.1,60.2,63.9,58,59,115,33,73,108,192,469,657,236,338,571,1452,541,1996,51,136,189,47,64,104,1548,738,2288,3667,3314,6980,1176,1193,2368,1521,1300,2822,2871,2819,5693
POA6725,4110,4444,8556,1775,1579,3353,413,841,1252,194,205,398,166,136,301,2548,2754,5301,937,1038,1973,6.5,4.9,5.7,62,62,62,57.9,59,58.5,86,168,261,58,146,202,385,758,1145,266,430,698,979,477,1450,51,98,152,57,67,129,1088,651,1733,3594,3687,7285,936,1166,2097,2107,2138,4244,2077,2369,4445
POA6726,2094,2321,4414,1036,887,1919,227,529,760,96,117,216,54,50,103,1420,1572,2991,368,451,825,4,2.9,3.4,67.7,67.8,67.7,64.9,65.8,65.4,55,141,206,37,111,147,224,440,671,172,216,391,545,233,777,33,62,90,34,43,77,608,339,945,1893,1965,3852,460,612,1078,1094,1086,2184,1095,1338,2429
POA6728,2101,2051,4154,557,503,1062,135,178,313,63,65,127,52,39,95,801,793,1595,922,852,1775,6.7,5.2,5.9,38.2,38.7,38.4,35.6,36.7,36.2,26,35,64,15,31,47,80,184,260,68,102,163,361,160,523,21,62,84,20,39,60,404,266,669,1741,1713,3452,324,340,661,1177,1122,2308,703,775,1477
POA6740,605,530,1134,173,112,280,39,49,80,31,13,39,16,16,35,253,187,440,222,252,471,6.7,8.6,7.5,41.7,35,38.6,38.9,31.9,35.7,3,6,8,5,3,8,19,34,51,18,15,37,95,41,132,11,14,26,6,9,18,110,64,181,523,508,1033,99,83,182,365,371,741,201,178,380
POA6743,2410,2559,4970,1119,944,2061,200,413,611,114,104,214,73,50,121,1500,1514,3018,497,630,1127,4.8,3.4,4.1,62.3,59.2,60.7,59.4,57.2,58.2,57,91,153,29,66,97,202,413,608,122,209,336,570,262,836,28,46,78,40,37,78,635,356,992,2010,2074,4086,550,642,1194,1117,1141,2256,1241,1381,2622
POA6751,1844,1202,3046,1079,457,1536,114,254,364,141,83,225,15,23,38,1350,814,2164,102,188,291,1.2,2.7,1.8,73.2,67.8,71.1,72.3,66,69.8,28,27,52,10,27,39,119,174,293,99,122,214,649,211,863,25,22,50,14,18,34,689,258,943,1430,1032,2464,437,343,780,613,390,1002,1102,867,1974
POA6753,3324,2074,5402,1848,878,2722,175,321,496,182,124,306,62,58,121,2262,1384,3645,158,327,488,2.7,4.4,3.3,68,66.6,67.5,66.2,63.6,65.2,51,47,97,24,32,50,189,248,438,162,185,351,1000,314,1319,59,56,115,29,41,66,1089,408,1496,2249,1595,3849,764,649,1416,1048,623,1670,1711,1433,3146
