POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6160,20,67,0,10,8,4,0,0,0,113,0,21,0,0,4,0,0,0,0,30,113,524,22,87,103,34,7,19,8,918,0,0,0,0,0,0,0,0,0,0,13,40,5,15,17,9,0,4,0,113,16,18,8,34,22,10,0,5,0,120,19,18,44,57,33,15,5,23,0,214,0,6,0,5,9,4,0,0,0,27,4,5,0,11,17,3,0,4,0,43,7,6,0,0,6,4,0,0,0,27,3,6,4,11,3,3,0,4,4,37,264,1037,90,261,230,102,23,59,21,2077,0,7,0,0,0,0,0,0,0,14,31,179,0,0,0,0,0,0,0,210,123,366,7,18,17,3,0,4,8,550,4,19,0,0,0,0,0,0,0,25,33,114,8,13,12,6,0,3,0,181,10,29,0,3,0,0,0,0,0,43,239,968,61,125,131,49,24,53,13,1652,0,0,0,0,0,0,0,0,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,6,0,4,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,15,4,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0
POA6162,21,121,8,12,6,0,0,0,0,165,7,29,0,0,3,0,0,0,0,42,143,661,32,111,112,45,7,8,8,1125,0,0,0,6,0,0,0,0,0,6,19,54,11,31,23,0,3,5,6,151,31,32,14,54,43,13,5,7,0,189,24,21,40,81,62,18,4,12,0,267,0,3,3,6,8,12,0,0,0,37,4,7,0,5,17,6,0,3,0,47,0,6,5,5,3,0,0,0,0,17,3,9,0,3,3,0,0,0,9,36,331,1270,116,338,299,101,23,39,23,2547,3,20,0,0,0,0,0,0,0,22,23,167,0,3,3,0,0,0,0,201,131,399,17,27,34,3,4,5,4,621,7,16,0,0,0,0,0,0,0,29,42,167,8,14,7,3,4,0,0,246,13,33,0,0,3,0,0,0,0,53,310,1114,90,167,152,63,18,39,15,1966,0,0,0,3,0,0,0,4,0,8
POA6163,49,308,13,50,32,4,0,4,5,464,20,106,0,3,17,0,0,0,3,153,401,2141,133,369,451,150,25,93,36,3800,3,4,0,8,0,0,0,0,0,14,68,160,50,113,138,35,3,32,7,605,121,151,84,292,230,83,14,45,14,1029,134,123,279,573,385,152,52,92,20,1812,18,14,12,50,65,44,12,20,3,244,30,15,20,63,97,37,3,22,3,290,20,33,3,26,24,14,3,11,0,119,18,33,7,51,52,33,5,15,33,251,1021,3860,633,1667,1588,569,119,346,124,9940,8,36,0,0,4,4,0,0,3,50,47,379,7,4,10,0,4,0,3,463,271,881,64,97,130,26,15,34,11,1537,11,51,0,6,3,0,0,0,5,79,97,461,25,56,44,12,9,7,3,715,41,132,4,13,27,0,0,0,3,225,850,3462,374,561,624,246,122,199,73,6507,3,4,6,5,0,0,0,0,0,18
POA6164,50,305,15,95,40,3,0,8,3,518,23,125,4,5,19,0,0,0,0,170,407,2527,153,425,639,144,32,113,30,4474,4,0,0,10,5,0,0,0,0,20,80,144,44,148,175,54,3,33,7,677,187,205,86,470,380,126,19,64,15,1561,177,161,400,865,707,246,58,136,32,2780,30,24,23,71,111,65,7,41,4,364,27,15,20,79,131,44,7,31,3,359,6,27,6,20,28,11,5,6,4,116,31,51,15,61,60,21,4,34,27,308,1154,4286,803,2334,2433,750,140,470,143,12512,8,23,0,0,3,0,0,0,0,41,27,251,3,11,11,3,0,0,9,311,312,1065,121,112,191,72,35,26,19,1959,14,53,3,3,8,0,0,0,0,84,98,429,30,101,54,3,4,10,7,743,45,152,11,6,25,3,0,0,3,251,925,4287,471,582,894,244,194,226,63,7886,4,6,5,12,10,0,4,0,0,33
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,17,42,0,11,9,4,0,0,0,74,0,27,0,6,0,0,0,0,0,31,91,339,13,52,91,19,5,11,10,624,0,0,0,0,0,0,0,0,0,4,14,36,10,25,29,7,0,5,0,131,26,32,22,49,49,16,4,7,0,213,22,23,74,121,94,47,7,17,9,410,0,0,0,7,12,10,0,5,0,32,3,3,3,21,24,4,0,5,0,61,0,5,0,6,0,0,0,3,4,21,6,10,4,9,12,3,0,6,8,58,204,606,120,313,331,109,18,59,26,1784,0,9,0,0,0,0,0,0,0,4,3,26,0,0,0,0,0,0,0,33,55,112,0,4,12,6,0,3,0,201,0,4,0,0,0,0,0,0,0,13,26,59,0,8,8,4,0,0,0,107,5,25,0,6,6,0,0,0,0,43,194,530,43,61,106,30,14,24,13,1020,0,0,0,0,0,0,0,0,0,3
POA6167,6,65,7,30,6,0,0,0,0,126,9,22,0,0,4,0,0,0,0,39,84,506,44,149,166,47,12,57,8,1071,0,0,0,0,0,3,0,0,0,4,20,35,10,41,52,19,6,9,0,194,62,65,31,196,129,29,14,36,6,567,67,71,139,396,234,106,39,97,8,1155,12,7,9,45,53,33,13,22,0,191,11,8,3,48,40,22,6,24,3,158,0,14,0,7,4,5,0,6,0,41,5,13,4,26,21,13,9,21,15,124,300,928,255,978,737,282,92,287,48,3905,0,7,0,0,0,0,0,0,0,9,6,39,0,4,0,0,0,6,0,50,51,167,18,36,33,14,17,13,7,355,0,7,3,4,0,0,0,0,0,19,11,89,7,36,13,0,0,0,0,170,6,29,0,3,7,3,0,0,0,45,168,824,159,202,219,82,74,104,21,1856,0,0,0,0,0,3,4,0,0,4
POA6168,3,36,3,28,9,0,0,3,5,87,5,28,0,3,4,0,0,0,0,33,45,322,19,103,73,23,0,23,8,620,0,0,0,4,0,0,0,0,0,5,20,41,14,35,54,10,3,7,0,192,44,56,37,130,100,25,10,27,3,432,59,63,133,427,194,95,38,93,15,1114,13,0,11,33,15,25,4,23,0,130,9,6,5,42,19,12,5,8,0,109,0,8,0,10,9,6,0,0,0,31,7,10,4,36,21,10,0,13,13,110,230,664,236,867,516,199,64,196,49,3017,0,6,0,0,0,0,0,0,0,8,0,25,0,0,0,0,0,0,0,34,47,102,10,17,20,4,3,6,0,212,0,6,0,4,0,0,0,0,0,18,12,60,10,31,7,0,0,0,5,127,9,32,0,3,3,0,0,0,0,47,117,462,62,153,92,41,22,43,12,993,0,0,4,4,0,0,0,0,0,9
POA6169,11,93,0,38,9,0,0,3,0,157,8,40,0,3,3,0,0,0,0,66,130,681,36,114,135,36,14,48,11,1194,0,0,0,7,0,0,0,0,0,8,35,70,14,64,69,12,7,26,9,295,50,90,37,234,164,53,11,19,4,673,103,103,206,584,279,144,49,98,13,1584,10,8,16,47,60,44,6,24,0,213,15,8,16,57,58,32,5,16,4,197,0,11,0,9,10,10,5,0,0,46,14,20,4,48,27,20,4,25,21,175,397,1264,345,1218,840,361,101,258,60,4844,0,7,0,0,3,0,0,0,0,18,10,42,0,4,3,0,0,0,0,59,67,190,17,14,19,4,3,6,8,326,0,11,0,0,7,0,0,0,0,24,19,131,3,41,12,0,7,9,0,224,17,50,0,4,6,0,0,0,0,85,227,1022,103,161,165,50,43,72,19,1851,0,6,0,7,0,0,0,0,0,14
POA6170,15,55,3,25,8,6,0,0,0,117,4,14,0,5,5,0,0,0,0,29,56,485,46,138,113,53,14,48,3,965,0,0,0,7,0,0,0,3,0,12,14,27,9,27,23,9,6,7,0,117,29,35,18,143,87,24,5,23,4,375,44,45,101,286,174,70,28,48,4,807,6,8,9,19,12,20,5,9,3,91,6,4,7,34,22,4,0,8,0,95,0,0,5,11,5,8,0,5,0,31,3,8,0,11,10,6,0,14,7,69,211,819,207,750,501,221,63,186,32,2992,0,6,0,0,0,0,0,0,0,12,0,33,5,5,3,0,0,0,0,46,70,200,32,52,46,30,22,11,4,472,0,12,0,0,4,0,0,4,0,17,18,74,9,32,11,8,3,4,0,155,6,28,0,5,5,0,0,0,0,47,145,765,155,191,163,75,104,92,20,1700,0,0,3,7,0,0,0,3,0,11
POA6171,19,118,3,51,17,0,0,0,0,216,7,40,0,5,5,3,0,0,0,65,134,939,49,171,147,64,6,39,11,1558,0,0,0,0,0,0,0,0,0,9,31,73,20,88,68,20,8,19,3,325,96,133,69,351,212,62,18,27,8,988,144,134,233,645,461,164,63,125,15,1977,13,14,18,46,61,54,11,37,7,252,23,18,13,61,66,31,4,12,3,222,0,11,3,15,19,3,0,5,0,57,4,15,14,43,30,11,5,12,22,147,509,1671,426,1504,1110,412,112,281,71,6090,0,13,0,5,0,0,0,0,0,27,0,34,0,0,3,0,0,5,0,47,97,223,20,33,33,11,23,9,4,452,0,15,0,0,5,0,3,5,0,23,26,149,10,54,23,0,0,0,0,272,17,57,5,11,8,3,0,0,0,108,302,1319,135,239,216,95,62,66,15,2455,0,0,0,0,0,3,0,0,0,13
POA6172,5,23,0,15,4,5,0,0,0,57,6,12,0,0,0,0,0,0,0,15,38,232,13,35,43,14,5,4,4,389,0,0,0,0,0,0,0,0,0,3,7,28,14,34,17,12,0,3,0,117,33,29,14,83,54,27,0,13,4,260,35,47,92,272,132,72,23,50,6,717,6,0,4,21,23,25,0,17,0,96,9,5,0,24,19,8,0,9,0,76,0,4,0,4,4,0,0,0,0,16,3,4,0,14,13,12,0,8,0,54,145,430,142,512,307,174,33,107,14,1868,0,6,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,22,28,46,9,0,4,0,0,0,0,91,0,6,0,0,0,0,0,0,0,7,10,33,0,24,8,0,0,0,0,75,9,12,0,0,0,0,0,0,0,23,68,319,34,52,53,22,12,8,10,580,0,0,0,0,0,0,0,0,0,3
POA6173,7,33,0,23,4,0,0,0,0,67,4,17,0,0,0,0,0,0,0,18,66,364,12,44,54,33,0,8,0,584,0,0,0,0,5,0,0,0,0,3,15,34,8,41,31,10,0,0,4,142,37,35,20,96,58,29,10,8,3,291,47,36,88,251,131,66,18,35,8,680,4,3,5,15,27,11,0,13,0,85,4,4,0,38,25,7,0,7,0,89,0,11,0,8,0,4,0,0,0,18,0,3,4,15,12,0,0,0,5,43,190,624,141,528,355,161,34,68,30,2129,0,10,0,0,3,0,0,0,0,17,4,16,0,0,0,0,0,0,0,16,46,81,3,10,14,0,0,0,0,154,0,3,0,3,0,0,0,0,0,7,13,52,7,26,9,0,0,0,0,99,9,22,0,3,3,0,0,0,0,41,135,517,44,83,71,34,13,14,4,909,0,0,0,0,5,0,0,0,0,9
POA6174,6,20,0,4,0,0,0,0,0,31,4,8,0,0,0,0,0,0,0,10,17,156,5,23,28,12,0,3,0,242,0,0,0,0,0,0,0,0,0,0,5,15,0,10,10,5,0,0,0,57,21,21,7,52,25,13,0,5,4,143,44,29,47,117,72,41,12,11,0,370,3,0,7,7,7,8,7,4,0,42,6,4,7,11,8,9,4,0,0,42,0,3,0,0,0,0,0,0,0,4,0,4,0,4,3,4,0,0,0,23,112,269,76,235,160,85,20,29,11,1000,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,16,27,4,4,5,0,0,0,0,49,0,3,0,0,0,0,0,0,0,4,7,21,5,4,0,0,0,0,0,45,5,5,0,0,0,0,0,0,0,16,31,210,22,34,31,17,8,11,0,354,0,0,0,0,0,0,0,0,0,4
POA6175,4,21,0,7,0,0,0,0,0,39,0,10,0,0,0,0,0,0,0,13,17,125,3,10,22,3,0,4,0,189,0,0,0,0,0,0,0,0,0,0,0,19,4,18,7,0,0,3,3,51,6,14,9,26,17,8,3,0,0,92,5,19,38,81,50,14,3,14,3,218,0,0,0,0,5,3,0,0,0,17,0,0,0,0,4,5,0,0,0,20,0,0,0,3,0,4,0,0,0,12,3,5,0,3,3,0,0,3,3,22,50,236,57,159,109,44,7,26,16,693,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,6,32,0,0,0,0,0,0,0,38,0,4,0,0,0,0,0,0,0,3,4,29,0,10,0,0,0,0,0,49,0,10,0,0,0,0,0,0,0,16,45,179,10,16,17,11,0,7,0,284,0,0,0,0,0,0,0,0,0,3
POA6176,6,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,6,34,3,9,10,0,0,4,0,56,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,3,0,0,0,16,9,7,0,24,16,8,0,0,0,60,12,13,13,51,26,11,0,6,0,137,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,12,38,73,17,94,61,27,6,18,5,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,5,4,48,3,10,10,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0
POA6180,6,18,0,6,0,0,0,0,0,31,0,14,0,0,0,0,0,0,0,14,22,176,11,35,26,11,3,8,0,283,0,0,0,0,0,0,0,0,0,4,0,5,0,12,15,3,0,0,0,50,19,16,8,70,38,11,0,4,0,171,24,22,45,130,75,32,21,22,0,370,6,0,6,8,14,4,0,7,0,41,7,0,0,11,12,3,0,0,0,36,0,3,0,0,0,0,6,0,0,15,0,0,0,7,4,5,0,4,5,21,88,292,75,280,185,79,27,46,6,1079,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,22,36,4,3,6,3,3,0,0,80,0,6,0,0,0,0,0,0,0,4,8,26,0,6,0,3,0,0,0,43,0,13,0,0,0,0,0,0,0,19,42,219,28,46,28,14,21,13,0,415,0,0,0,0,0,0,0,0,0,0
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,3,0,0,0,0,8,0,5,3,7,10,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,24,3,18,17,7,5,4,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,3,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,17,0,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,7,5,10,3,0,0,0,22,7,0,13,16,12,3,0,4,0,61,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,33,23,32,27,12,0,12,0,161,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,23,8,3,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
POA6208,5,30,0,6,0,0,0,0,0,51,0,5,0,0,0,0,0,0,0,12,25,168,10,23,21,6,4,13,0,274,0,0,0,4,0,0,0,0,0,3,13,19,4,24,16,5,3,10,0,88,29,24,18,62,41,11,9,3,0,197,36,32,82,190,118,58,16,41,3,580,10,5,3,15,20,15,7,13,0,87,4,6,5,12,14,4,3,4,0,56,3,9,0,7,0,0,0,0,0,22,4,3,0,17,5,6,0,9,4,60,140,319,131,363,241,110,43,98,13,1466,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,15,33,6,7,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,6,38,0,14,5,0,0,0,0,63,6,5,0,0,0,0,0,0,0,15,51,225,17,29,28,14,8,26,0,399,0,0,0,4,0,0,0,0,0,3
POA6209,0,9,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,33,0,6,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,4,6,0,4,5,0,0,0,0,16,3,6,0,8,8,0,0,0,0,25,4,4,20,25,16,7,3,8,0,80,3,0,0,0,0,7,0,0,0,19,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,10,22,63,25,47,30,17,9,11,0,218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,32,0,6,0,0,3,3,0,59,0,0,0,0,0,0,0,0,0,0
POA6210,25,186,3,64,26,4,4,5,0,316,16,74,4,5,6,0,0,0,0,112,219,1431,66,261,215,87,19,66,12,2379,0,0,4,6,4,0,3,4,0,25,68,141,38,154,145,46,12,13,3,618,136,174,83,435,223,114,34,58,13,1287,188,155,382,1174,559,312,107,212,38,3132,16,14,26,96,72,78,13,60,4,387,23,23,15,107,112,50,11,35,0,373,16,20,7,18,24,20,3,9,5,115,33,42,19,64,67,40,12,36,25,338,826,2549,654,2413,1495,767,231,505,103,9546,0,19,0,0,3,0,0,0,0,23,16,75,0,0,5,5,0,4,0,106,165,362,18,44,32,23,17,14,8,682,9,38,0,4,0,3,0,0,0,54,44,245,17,74,36,0,13,5,0,433,30,87,11,8,13,0,0,0,0,148,434,2068,176,347,285,141,86,125,31,3695,5,0,4,7,4,0,5,5,0,25
