POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,9
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,13
POA6375,4,0,0,0,0,0,0,6,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,13,31,49,18,6,3,0,0,106,0,0,0,0,0,0,0,0,46,53,21,7,0,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,14,43,62,24,12,9,3,0,144
POA6383,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,4,0,0,0,0,0,0,6,28,30,12,3,0,0,0,74,0,0,0,0,0,0,0,0,38,31,13,9,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,3,0,0,20,0,0,0,0,0,0,0,0,4,8,3,5,3,0,0,19,37,41,21,9,6,6,0,112
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,11
POA6390,13,14,7,5,4,0,0,43,7,4,0,3,0,0,0,15,16,19,7,0,4,0,0,41,53,64,30,18,13,0,0,185,0,0,0,0,0,0,0,0,89,100,53,31,19,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,20,19,10,10,3,0,0,65,0,0,0,0,0,0,0,0,19,21,14,7,4,0,0,71,108,120,61,42,23,0,0,358
POA6391,4,0,0,3,3,0,0,13,0,4,0,0,0,0,0,9,12,5,0,0,0,0,0,14,49,58,33,8,9,0,0,160,0,0,0,0,0,0,0,0,60,71,35,9,13,0,0,193,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,6,0,5,0,0,18,0,0,0,0,0,0,0,0,0,4,3,5,6,0,0,24,61,74,43,19,20,0,0,213
POA6392,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,9,9,3,0,0,0,41,0,0,0,0,0,0,0,0,13,19,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,9,6,0,0,0,51
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,7,8,10,6,0,0,0,24
POA6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,7,9,21,18,6,0,0,0,52,0,0,0,0,0,0,0,0,19,23,14,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,21,28,19,5,0,0,0,68
POA6395,10,17,6,0,3,0,0,35,3,4,5,6,0,0,0,14,15,10,0,0,0,0,0,30,48,76,35,4,3,0,0,174,0,0,0,0,0,0,0,0,81,105,53,7,4,0,0,251,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,9,0,0,4,0,0,0,0,6,9,6,5,7,0,0,0,23,0,0,0,0,0,0,0,0,10,15,10,10,3,0,0,42,83,115,62,15,6,0,0,290
POA6396,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,22,9,0,0,0,0,34,0,0,0,0,0,0,0,0,14,22,10,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,25,15,0,0,0,0,52
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,10
POA6398,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,6,3,7,0,3,8,0,0,23,0,0,0,0,0,0,0,0,14,14,5,6,12,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,16,14,15,6,6,14,0,0,57
POA6401,42,47,22,12,17,3,0,146,14,9,9,4,8,0,0,46,24,30,16,16,8,0,0,88,215,264,136,101,93,13,0,821,3,0,0,0,0,0,0,3,299,341,180,127,127,20,0,1097,4,9,0,0,4,0,0,20,3,8,0,0,4,0,0,21,9,3,9,3,9,0,0,29,74,114,67,52,61,0,0,375,4,0,0,0,0,0,0,14,97,137,81,57,79,5,0,455,395,480,260,190,206,21,3,1555
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,4,0,21,0,0,0,0,0,0,0,0,0,5,0,4,9,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,4,8,4,9,4,0,29
POA6405,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,20,16,13,3,6,0,0,64,0,0,0,0,0,0,0,0,24,22,14,11,9,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,23,14,11,9,0,0,80
POA6407,7,8,4,3,6,0,0,25,0,4,0,0,5,0,0,4,5,6,0,0,0,0,0,14,32,37,23,13,10,6,0,115,0,0,0,0,0,0,0,0,43,52,27,19,16,6,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,25,51,57,29,25,21,6,0,190
POA6409,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,13,3,6,3,0,0,34,0,0,0,0,0,0,0,0,10,17,9,5,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,3,4,0,0,11,0,4,0,0,0,0,0,0,4,6,0,3,4,0,0,21,16,23,12,8,11,0,0,66
POA6410,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,12,19,22,12,5,11,4,0,72,0,0,0,0,0,0,0,0,38,27,13,7,11,4,0,102,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,7,0,0,29,0,0,0,0,0,0,0,0,4,5,13,7,5,0,0,37,46,36,22,14,23,4,0,139
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,14
POA6415,14,9,9,0,3,0,0,37,6,3,6,0,0,0,0,18,3,17,0,0,8,0,0,28,109,91,58,40,33,0,0,328,0,0,0,0,0,0,0,0,131,121,77,41,39,0,0,410,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,21,20,18,7,10,3,0,80,0,0,0,4,0,0,0,7,17,27,24,11,15,3,0,98,152,151,99,55,54,3,0,514
POA6418,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,3,0,0,0,0,0,14,31,30,18,13,4,0,0,98,0,0,0,0,0,0,0,0,38,36,19,13,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,3,0,0,34,0,0,0,0,0,0,0,0,4,9,8,4,3,0,0,34,45,46,33,22,11,0,0,152
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,3,3,0,0,31,0,0,0,0,0,0,0,0,7,7,3,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,4,3,0,0,34
POA6422,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,7,8,8,3,0,0,0,20
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,6,5,0,0,0,8,0,0,0,0,0,0,0,0,9,0,6,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,0,0,17
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13
POA6426,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,11,0,3,0,0,41,0,0,0,0,0,0,0,0,20,27,10,3,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,5,4,6,0,0,0,13,0,0,0,0,0,0,0,5,3,5,6,6,0,0,0,21,21,35,18,3,3,0,0,84
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6
POA6429,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,11,23,17,14,3,0,0,0,61,3,0,0,0,0,0,0,3,27,16,20,8,3,0,0,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,3,4,0,0,38,0,0,0,0,0,0,0,6,12,19,13,4,8,0,0,45,38,37,30,8,9,0,0,126
POA6430,346,391,185,127,135,22,8,1212,111,106,53,29,27,0,0,332,154,121,63,37,35,0,0,419,768,707,355,243,253,6,7,2344,5,3,0,0,0,0,0,9,1381,1336,662,436,455,27,11,4311,17,34,19,17,20,4,0,113,24,23,11,10,12,0,0,82,20,16,9,8,9,0,0,62,125,146,120,80,56,5,0,536,6,10,12,7,0,0,0,34,187,228,171,124,103,9,0,825,1570,1561,828,557,558,38,16,5139
POA6431,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28,29,12,9,7,0,0,73,0,0,0,0,0,0,0,0,28,28,13,10,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,12,0,4,0,0,41,0,0,0,0,0,0,0,0,9,14,12,0,4,0,0,48,36,47,19,12,7,0,0,130
POA6432,54,70,43,16,23,0,0,205,31,18,10,8,10,0,0,75,35,40,14,12,14,0,0,118,211,179,113,72,58,5,0,640,4,5,0,0,0,0,0,8,338,315,184,108,102,7,0,1054,13,15,4,3,10,0,0,46,6,15,7,5,0,0,0,32,8,5,3,4,5,0,0,23,58,66,48,27,21,0,0,218,3,8,0,0,0,0,0,13,84,102,64,40,36,0,0,336,428,418,250,145,136,8,0,1389
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,16,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,0,14
POA6437,14,16,5,0,0,0,0,31,8,5,0,0,0,0,0,10,5,3,0,0,0,0,0,14,20,25,6,5,4,0,0,51,0,0,0,0,0,0,0,0,39,52,12,4,4,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,47,58,8,4,3,0,0,120
POA6438,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,8,3,3,0,0,0,0,0,4,11,13,5,0,3,0,0,33,0,0,0,0,0,0,0,0,19,16,4,5,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,9,0,0,0,36,0,0,0,0,0,0,0,0,9,11,7,9,0,0,0,40,27,29,15,6,5,0,0,88
POA6440,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,15,16,10,8,5,0,0,52,0,0,0,0,0,0,0,4,20,14,13,8,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,4,0,0,0,44,0,0,0,0,0,0,0,0,9,17,7,7,0,0,0,49,36,33,20,10,9,0,0,111
POA6442,25,17,11,8,17,0,0,78,10,11,6,5,6,0,0,42,10,10,11,0,5,0,0,36,83,65,37,23,19,0,0,226,4,0,0,0,0,0,0,6,129,105,61,38,42,0,0,380,3,0,0,4,5,0,0,7,0,6,7,0,0,0,0,9,3,0,0,0,0,0,0,3,19,19,4,12,15,0,0,68,0,0,3,0,0,0,0,3,29,23,9,17,22,0,0,103,156,134,78,57,62,0,0,478
POA6443,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,9,10,3,4,6,0,0,0,25,0,0,0,0,0,0,0,0,14,7,10,7,4,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,7,5,0,0,3,0,0,0,9,8,0,3,4,0,0,0,18,24,7,17,11,4,0,0,61
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,4,3,5,0,0,24,0,0,0,0,0,0,0,0,10,5,4,5,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,4,6,5,0,0,28
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,0,0,22,0,0,0,0,0,0,0,0,6,4,3,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,4,0,0,24
POA6447,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,5,6,0,0,0,0,24,0,0,0,0,0,0,0,0,21,12,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,6,0,0,0,0,31
POA6448,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,4,0,6,0,0,0,0,10,11,12,14,8,3,0,0,51,0,0,0,0,0,0,0,0,12,17,18,10,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,0,0,17,0,0,0,0,0,0,0,0,6,3,5,4,0,0,0,22,20,32,24,13,5,0,0,88
POA6450,51,58,30,14,25,0,0,176,47,60,19,26,13,0,0,167,59,67,29,12,16,0,0,175,387,425,277,200,182,15,0,1491,4,4,0,0,0,0,0,12,545,615,354,249,239,18,0,2022,9,6,8,0,8,0,0,26,10,18,5,7,7,0,0,53,10,15,5,10,8,0,0,48,90,102,55,56,71,3,3,380,5,12,3,0,3,0,0,20,119,153,78,72,95,7,3,522,671,767,430,322,337,23,7,2547
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,8,8,0,7,0,0,0,0,18,18,24,17,9,6,0,0,76,0,0,0,0,0,0,0,0,30,28,20,15,4,0,0,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,10,4,3,3,0,0,16,33,41,29,17,10,0,0,122
POA6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,11,3,3,0,0,61,0,0,0,0,0,0,0,0,19,21,10,3,3,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,10,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,23,18,32,11,12,7,0,0,85
